event_date,channel,region,device,sessions,leads,signups,paid_signups
2024-12-21,paid_social,apac,tablet,35,2,1,0
2024-12-21,paid_social,latam,tablet,21,1,0,0
2024-12-21,email,us,desktop,191,27,10,1
2024-12-21,email,eu,desktop,101,14,5,0
2024-12-21,email,apac,desktop,52,7,2,0
2024-12-21,email,latam,desktop,32,4,1,0
2024-12-21,email,us,mobile,202,27,8,1
2024-12-21,email,eu,mobile,103,14,4,0
2024-12-21,email,apac,mobile,47,7,2,0
2024-12-21,email,latam,mobile,30,4,1,0
2024-12-21,email,us,tablet,52,7,2,0
2024-12-21,email,eu,tablet,25,4,1,0
2024-12-21,email,apac,tablet,11,2,1,0
2024-12-21,email,latam,tablet,8,1,0,0
2024-12-21,referral,us,desktop,373,30,16,3
2024-12-21,referral,eu,desktop,173,15,7,1
2024-12-21,referral,apac,desktop,73,7,4,1
2024-12-21,referral,latam,desktop,63,6,3,0
2024-12-21,referral,us,mobile,434,39,16,4
2024-12-21,referral,eu,mobile,189,16,6,1
2024-12-21,referral,apac,mobile,81,7,2,1
2024-12-21,referral,latam,mobile,61,6,2,0
2024-12-21,referral,us,tablet,87,8,4,1
2024-12-21,referral,eu,tablet,31,3,2,0
2024-12-21,referral,apac,tablet,21,2,1,0
2024-12-21,referral,latam,tablet,11,1,0,0
2024-12-22,organic,us,desktop,845,73,39,7
2024-12-22,organic,eu,desktop,383,35,15,2
2024-12-22,organic,apac,desktop,206,17,8,2
2024-12-22,organic,latam,desktop,123,11,5,1
2024-12-22,organic,us,mobile,858,70,25,5
2024-12-22,organic,eu,mobile,438,35,12,2
2024-12-22,organic,apac,mobile,165,15,5,1
2024-12-22,organic,latam,mobile,109,10,4,1
2024-12-22,organic,us,tablet,188,16,7,1
2024-12-22,organic,eu,tablet,80,7,3,1
2024-12-22,organic,apac,tablet,37,3,1,0
2024-12-22,organic,latam,tablet,26,2,1,0
2024-12-22,paid_search,us,desktop,610,70,46,13
2024-12-22,paid_search,eu,desktop,333,41,25,7
2024-12-22,paid_search,apac,desktop,148,17,10,3
2024-12-22,paid_search,latam,desktop,99,10,6,1
2024-12-22,paid_search,us,mobile,733,78,34,9
2024-12-22,paid_search,eu,mobile,344,39,17,5
2024-12-22,paid_search,apac,mobile,150,16,7,2
2024-12-22,paid_search,latam,mobile,93,10,4,1
2024-12-22,paid_search,us,tablet,135,15,8,2
2024-12-22,paid_search,eu,tablet,71,7,4,1
2024-12-22,paid_search,apac,tablet,30,3,2,1
2024-12-22,paid_search,latam,tablet,27,3,2,0
2024-12-22,paid_social,us,desktop,601,42,17,3
2024-12-22,paid_social,eu,desktop,286,19,8,1
2024-12-22,paid_social,apac,desktop,90,7,3,0
2024-12-22,paid_social,latam,desktop,97,6,3,0
2024-12-22,paid_social,us,mobile,596,39,12,2
2024-12-22,paid_social,eu,mobile,260,18,5,1
2024-12-22,paid_social,apac,mobile,131,9,3,1
2024-12-22,paid_social,latam,mobile,84,6,2,0
2024-12-22,paid_social,us,tablet,130,10,4,1
2024-12-22,paid_social,eu,tablet,48,3,1,0
2024-12-22,paid_social,apac,tablet,31,2,1,0
2024-12-22,paid_social,latam,tablet,17,1,0,0
2024-12-22,email,us,desktop,163,24,9,1
2024-12-22,email,eu,desktop,88,13,5,0
2024-12-22,email,apac,desktop,40,6,2,0
2024-12-22,email,latam,desktop,30,4,1,0
2024-12-22,email,us,mobile,219,31,8,1
2024-12-22,email,eu,mobile,85,11,3,0
2024-12-22,email,apac,mobile,42,5,1,0
2024-12-22,email,latam,mobile,25,3,1,0
2024-12-22,email,us,tablet,44,6,2,0
2024-12-22,email,eu,tablet,21,3,1,0
2024-12-22,email,apac,tablet,11,2,1,0
2024-12-22,email,latam,tablet,6,1,0,0
2024-12-22,referral,us,desktop,227,23,12,3
2024-12-22,referral,eu,desktop,142,13,7,1
2024-12-22,referral,apac,desktop,73,7,4,1
2024-12-22,referral,latam,desktop,46,4,2,0
2024-12-22,referral,us,mobile,323,30,12,3
2024-12-22,referral,eu,mobile,145,14,6,1
2024-12-22,referral,apac,mobile,65,6,3,1
2024-12-22,referral,latam,mobile,52,5,2,0
2024-12-22,referral,us,tablet,77,7,3,1
2024-12-22,referral,eu,tablet,32,3,1,0
2024-12-22,referral,apac,tablet,16,1,0,0
2024-12-22,referral,latam,tablet,11,1,0,0
2024-12-23,organic,us,desktop,867,75,31,6
2024-12-23,organic,eu,desktop,415,38,17,3
2024-12-23,organic,apac,desktop,208,15,7,1
2024-12-23,organic,latam,desktop,142,13,6,1
2024-12-23,organic,us,mobile,739,62,23,4
2024-12-23,organic,eu,mobile,354,29,11,2
2024-12-23,organic,apac,mobile,186,15,6,1
2024-12-23,organic,latam,mobile,152,13,5,1
2024-12-23,organic,us,tablet,197,16,7,1
2024-12-23,organic,eu,tablet,83,7,3,0
2024-12-23,organic,apac,tablet,42,4,2,0
2024-12-23,organic,latam,tablet,26,2,1,0
2024-12-23,paid_search,us,desktop,635,65,34,10
2024-12-23,paid_search,eu,desktop,285,33,23,6
2024-12-23,paid_search,apac,desktop,130,15,9,3
2024-12-23,paid_search,latam,desktop,102,11,7,1
2024-12-23,paid_search,us,mobile,800,84,38,11
2024-12-23,paid_search,eu,mobile,277,29,13,3
2024-12-23,paid_search,apac,mobile,142,15,7,2
2024-12-23,paid_search,latam,mobile,75,8,4,1
2024-12-23,paid_search,us,tablet,134,16,9,2
2024-12-23,paid_search,eu,tablet,59,6,3,1
2024-12-23,paid_search,apac,tablet,33,4,2,1
2024-12-23,paid_search,latam,tablet,22,2,1,0
2024-12-23,paid_social,us,desktop,609,41,19,3
2024-12-23,paid_social,eu,desktop,290,21,9,1
2024-12-23,paid_social,apac,desktop,119,8,4,1
2024-12-23,paid_social,latam,desktop,92,6,3,0
2024-12-23,paid_social,us,mobile,448,31,10,1
2024-12-23,paid_social,eu,mobile,248,16,4,1
2024-12-23,paid_social,apac,mobile,110,8,3,0
2024-12-23,paid_social,latam,mobile,79,5,2,0
2024-12-23,paid_social,us,tablet,122,9,3,0
2024-12-23,paid_social,eu,tablet,58,4,2,0
2024-12-23,paid_social,apac,tablet,26,2,1,0
2024-12-23,paid_social,latam,tablet,19,1,0,0
2024-12-23,email,us,desktop,192,28,9,1
2024-12-23,email,eu,desktop,87,14,5,0
2024-12-23,email,apac,desktop,47,6,2,0
2024-12-23,email,latam,desktop,31,5,2,0
2024-12-23,email,us,mobile,177,25,6,1
2024-12-23,email,eu,mobile,74,10,3,0
2024-12-23,email,apac,mobile,40,6,2,0
2024-12-23,email,latam,mobile,25,4,1,0
2024-12-23,email,us,tablet,44,6,2,0
2024-12-23,email,eu,tablet,18,3,1,0
2024-12-23,email,apac,tablet,9,1,0,0
2024-12-23,email,latam,tablet,7,1,0,0
2024-12-23,referral,us,desktop,340,35,17,4
2024-12-23,referral,eu,desktop,146,14,8,2
2024-12-23,referral,apac,desktop,64,6,3,1
2024-12-23,referral,latam,desktop,48,4,2,0
2024-12-23,referral,us,mobile,299,28,11,3
2024-12-23,referral,eu,mobile,154,15,6,1
2024-12-23,referral,apac,mobile,54,5,2,0
2024-12-23,referral,latam,mobile,43,4,1,0
2024-12-23,referral,us,tablet,64,6,3,1
2024-12-23,referral,eu,tablet,30,3,2,0
2024-12-23,referral,apac,tablet,18,2,1,0
2024-12-23,referral,latam,tablet,9,1,1,0
2024-12-24,organic,us,desktop,921,78,31,7
2024-12-24,organic,eu,desktop,567,46,18,3
2024-12-24,organic,apac,desktop,252,22,9,2
2024-12-24,organic,latam,desktop,131,11,5,1
2024-12-24,organic,us,mobile,921,77,29,5
2024-12-24,organic,eu,mobile,361,31,10,2
2024-12-24,organic,apac,mobile,254,19,7,1
2024-12-24,organic,latam,mobile,185,16,6,1
2024-12-24,organic,us,tablet,220,18,7,1
2024-12-24,organic,eu,tablet,95,8,4,1
2024-12-24,organic,apac,tablet,52,4,2,0
2024-12-24,organic,latam,tablet,37,3,1,0
2024-12-24,paid_search,us,desktop,776,87,50,14
2024-12-24,paid_search,eu,desktop,362,41,25,6
2024-12-24,paid_search,apac,desktop,149,16,10,3
2024-12-24,paid_search,latam,desktop,79,8,5,1
2024-12-24,paid_search,us,mobile,753,80,39,11
2024-12-24,paid_search,eu,mobile,409,40,19,5
2024-12-24,paid_search,apac,mobile,166,20,10,3
2024-12-24,paid_search,latam,mobile,122,13,7,1
2024-12-24,paid_search,us,tablet,147,15,8,2
2024-12-24,paid_search,eu,tablet,79,9,5,1
2024-12-24,paid_search,apac,tablet,39,5,3,1
2024-12-24,paid_search,latam,tablet,25,3,2,0
2024-12-24,paid_social,us,desktop,669,47,17,2
2024-12-24,paid_social,eu,desktop,335,23,10,1
2024-12-24,paid_social,apac,desktop,161,11,4,1
2024-12-24,paid_social,latam,desktop,104,7,3,0
2024-12-24,paid_social,us,mobile,695,47,17,2
2024-12-24,paid_social,eu,mobile,284,18,6,1
2024-12-24,paid_social,apac,mobile,140,10,3,0
2024-12-24,paid_social,latam,mobile,117,8,2,0
2024-12-24,paid_social,us,tablet,139,10,4,1
2024-12-24,paid_social,eu,tablet,72,5,2,0
2024-12-24,paid_social,apac,tablet,29,2,1,0
2024-12-24,paid_social,latam,tablet,19,1,0,0
2024-12-24,email,us,desktop,208,30,10,1
2024-12-24,email,eu,desktop,104,15,6,0
2024-12-24,email,apac,desktop,55,7,2,0
2024-12-24,email,latam,desktop,32,4,1,0
2024-12-24,email,us,mobile,226,34,10,1
2024-12-24,email,eu,mobile,101,13,3,0
2024-12-24,email,apac,mobile,45,6,1,0
2024-12-24,email,latam,mobile,31,4,1,0
2024-12-24,email,us,tablet,54,7,2,0
2024-12-24,email,eu,tablet,22,3,1,0
2024-12-24,email,apac,tablet,10,1,0,0
2024-12-24,email,latam,tablet,7,1,0,0
2024-12-24,referral,us,desktop,397,41,22,5
2024-12-24,referral,eu,desktop,181,18,10,2
2024-12-24,referral,apac,desktop,81,7,4,1
2024-12-24,referral,latam,desktop,58,6,3,0
2024-12-24,referral,us,mobile,387,37,14,3
2024-12-24,referral,eu,mobile,178,16,6,1
2024-12-24,referral,apac,mobile,90,9,4,1
2024-12-24,referral,latam,mobile,49,5,2,0
2024-12-24,referral,us,tablet,80,8,4,1
2024-12-24,referral,eu,tablet,32,3,2,0
2024-12-24,referral,apac,tablet,15,1,0,0
2024-12-24,referral,latam,tablet,12,1,0,0
2024-12-25,organic,us,desktop,1127,93,46,8
2024-12-25,organic,eu,desktop,436,36,17,3
2024-12-25,organic,apac,desktop,213,18,8,2
2024-12-25,organic,latam,desktop,150,15,6,1
2024-12-25,organic,us,mobile,1018,101,36,8
2024-12-25,organic,eu,mobile,455,40,15,3
2024-12-25,organic,apac,mobile,230,21,7,2
2024-12-25,organic,latam,mobile,158,15,6,1
2024-12-25,organic,us,tablet,230,21,9,2
2024-12-25,organic,eu,tablet,110,9,4,1
2024-12-25,organic,apac,tablet,53,4,2,0
2024-12-25,organic,latam,tablet,39,3,1,0
2024-12-25,paid_search,us,desktop,745,88,58,17
2024-12-25,paid_search,eu,desktop,302,33,21,5
2024-12-25,paid_search,apac,desktop,179,20,12,4
2024-12-25,paid_search,latam,desktop,109,13,8,2
2024-12-25,paid_search,us,mobile,783,85,33,10
2024-12-25,paid_search,eu,mobile,371,42,20,6
2024-12-25,paid_search,apac,mobile,166,18,9,3
2024-12-25,paid_search,latam,mobile,127,12,5,1
2024-12-25,paid_search,us,tablet,171,19,9,2
2024-12-25,paid_search,eu,tablet,71,8,4,1
2024-12-25,paid_search,apac,tablet,35,4,2,1
2024-12-25,paid_search,latam,tablet,24,3,2,0
2024-12-25,paid_social,us,desktop,639,46,19,3
2024-12-25,paid_social,eu,desktop,264,20,9,1
2024-12-25,paid_social,apac,desktop,138,10,4,1
2024-12-25,paid_social,latam,desktop,86,6,2,0
2024-12-25,paid_social,us,mobile,700,51,14,2
2024-12-25,paid_social,eu,mobile,305,21,7,1
2024-12-25,paid_social,apac,mobile,140,10,3,0
2024-12-25,paid_social,latam,mobile,106,7,2,0
2024-12-25,paid_social,us,tablet,153,9,3,0
2024-12-25,paid_social,eu,tablet,61,4,1,0
2024-12-25,paid_social,apac,tablet,35,2,1,0
2024-12-25,paid_social,latam,tablet,21,2,1,0
2024-12-25,email,us,desktop,241,32,11,1
2024-12-25,email,eu,desktop,102,14,4,0
2024-12-25,email,apac,desktop,48,7,2,0
2024-12-25,email,latam,desktop,32,5,2,0
2024-12-25,email,us,mobile,261,35,9,1
2024-12-25,email,eu,mobile,97,13,3,0
2024-12-25,email,apac,mobile,56,8,2,0
2024-12-25,email,latam,mobile,32,5,1,0
2024-12-25,email,us,tablet,44,6,2,0
2024-12-25,email,eu,tablet,22,3,1,0
2024-12-25,email,apac,tablet,11,2,1,0
2024-12-25,email,latam,tablet,6,1,0,0
2024-12-25,referral,us,desktop,393,37,18,5
2024-12-25,referral,eu,desktop,209,17,11,2
2024-12-25,referral,apac,desktop,79,8,4,1
2024-12-25,referral,latam,desktop,48,5,2,0
2024-12-25,referral,us,mobile,462,46,19,5
2024-12-25,referral,eu,mobile,186,18,7,1
2024-12-25,referral,apac,mobile,68,6,2,0
2024-12-25,referral,latam,mobile,63,6,3,0
2024-12-25,referral,us,tablet,95,9,5,1
2024-12-25,referral,eu,tablet,37,3,1,0
2024-12-25,referral,apac,tablet,19,2,1,0
2024-12-25,referral,latam,tablet,12,1,0,0
2024-12-26,organic,us,desktop,835,70,37,6
2024-12-26,organic,eu,desktop,469,37,16,3
2024-12-26,organic,apac,desktop,219,17,9,2
2024-12-26,organic,latam,desktop,174,15,7,1
2024-12-26,organic,us,mobile,1191,103,36,7
2024-12-26,organic,eu,mobile,506,40,15,3
2024-12-26,organic,apac,mobile,223,18,7,1
2024-12-26,organic,latam,mobile,156,13,5,1
2024-12-26,organic,us,tablet,294,23,10,2
2024-12-26,organic,eu,tablet,117,9,3,1
2024-12-26,organic,apac,tablet,50,5,2,0
2024-12-26,organic,latam,tablet,31,3,1,0
2024-12-26,paid_search,us,desktop,785,87,53,15
2024-12-26,paid_search,eu,desktop,343,38,21,6
2024-12-26,paid_search,apac,desktop,144,16,9,3
2024-12-26,paid_search,latam,desktop,111,12,8,2
2024-12-26,paid_search,us,mobile,791,83,36,12
2024-12-26,paid_search,eu,mobile,341,35,16,4
2024-12-26,paid_search,apac,mobile,165,18,8,3
2024-12-26,paid_search,latam,mobile,115,13,6,1
2024-12-26,paid_search,us,tablet,172,18,10,3
2024-12-26,paid_search,eu,tablet,76,8,4,1
2024-12-26,paid_search,apac,tablet,33,4,2,1
2024-12-26,paid_search,latam,tablet,26,3,2,0
2024-12-26,paid_social,us,desktop,639,45,18,3
2024-12-26,paid_social,eu,desktop,274,19,8,1
2024-12-26,paid_social,apac,desktop,145,9,4,1
2024-12-26,paid_social,latam,desktop,83,6,2,0
2024-12-26,paid_social,us,mobile,756,50,15,2
2024-12-26,paid_social,eu,mobile,295,21,7,1
2024-12-26,paid_social,apac,mobile,162,12,4,1
2024-12-26,paid_social,latam,mobile,118,8,3,0
2024-12-26,paid_social,us,tablet,162,10,4,1
2024-12-26,paid_social,eu,tablet,71,5,2,0
2024-12-26,paid_social,apac,tablet,28,2,1,0
2024-12-26,paid_social,latam,tablet,19,1,0,0
2024-12-26,email,us,desktop,245,38,14,1
2024-12-26,email,eu,desktop,108,15,6,1
2024-12-26,email,apac,desktop,53,8,3,0
2024-12-26,email,latam,desktop,31,5,2,0
2024-12-26,email,us,mobile,209,29,7,1
2024-12-26,email,eu,mobile,87,11,4,0
2024-12-26,email,apac,mobile,52,6,2,0
2024-12-26,email,latam,mobile,30,4,1,0
2024-12-26,email,us,tablet,47,7,2,0
2024-12-26,email,eu,tablet,26,4,1,0
2024-12-26,email,apac,tablet,10,1,0,0
2024-12-26,email,latam,tablet,8,1,0,0
2024-12-26,referral,us,desktop,370,40,22,5
2024-12-26,referral,eu,desktop,157,16,8,2
2024-12-26,referral,apac,desktop,84,8,5,1
2024-12-26,referral,latam,desktop,50,5,3,0
2024-12-26,referral,us,mobile,388,34,16,3
2024-12-26,referral,eu,mobile,183,17,6,1
2024-12-26,referral,apac,mobile,85,9,4,1
2024-12-26,referral,latam,mobile,56,6,2,0
2024-12-26,referral,us,tablet,83,8,4,1
2024-12-26,referral,eu,tablet,36,3,1,0
2024-12-26,referral,apac,tablet,16,1,0,0
2024-12-26,referral,latam,tablet,11,1,1,0
2024-12-27,organic,us,desktop,1086,89,39,7
2024-12-27,organic,eu,desktop,459,40,19,4
2024-12-27,organic,apac,desktop,226,18,8,2
2024-12-27,organic,latam,desktop,151,12,6,1
2024-12-27,organic,us,mobile,1011,87,32,6
2024-12-27,organic,eu,mobile,462,39,16,2
2024-12-27,organic,apac,mobile,202,17,6,1
2024-12-27,organic,latam,mobile,143,12,4,1
2024-12-27,organic,us,tablet,235,20,8,1
2024-12-27,organic,eu,tablet,95,7,3,1
2024-12-27,organic,apac,tablet,56,5,2,0
2024-12-27,organic,latam,tablet,33,3,1,0
2024-12-27,paid_search,us,desktop,846,102,59,16
2024-12-27,paid_search,eu,desktop,348,42,27,7
2024-12-27,paid_search,apac,desktop,148,17,9,3
2024-12-27,paid_search,latam,desktop,126,14,9,2
2024-12-27,paid_search,us,mobile,756,83,35,11
2024-12-27,paid_search,eu,mobile,375,44,19,5
2024-12-27,paid_search,apac,mobile,171,18,7,2
2024-12-27,paid_search,latam,mobile,117,12,6,1
2024-12-27,paid_search,us,tablet,201,24,13,4
2024-12-27,paid_search,eu,tablet,74,7,4,1
2024-12-27,paid_search,apac,tablet,36,4,2,1
2024-12-27,paid_search,latam,tablet,26,3,2,0
2024-12-27,paid_social,us,desktop,622,47,21,3
2024-12-27,paid_social,eu,desktop,321,20,9,1
2024-12-27,paid_social,apac,desktop,134,11,4,1
2024-12-27,paid_social,latam,desktop,80,5,2,0
2024-12-27,paid_social,us,mobile,680,48,14,2
2024-12-27,paid_social,eu,mobile,296,20,6,1
2024-12-27,paid_social,apac,mobile,161,11,3,1
2024-12-27,paid_social,latam,mobile,97,6,2,0
2024-12-27,paid_social,us,tablet,141,9,4,1
2024-12-27,paid_social,eu,tablet,54,4,2,0
2024-12-27,paid_social,apac,tablet,29,2,1,0
2024-12-27,paid_social,latam,tablet,25,2,1,0
2024-12-27,email,us,desktop,252,37,12,1
2024-12-27,email,eu,desktop,99,14,5,0
2024-12-27,email,apac,desktop,50,8,3,0
2024-12-27,email,latam,desktop,32,5,2,0
2024-12-27,email,us,mobile,198,30,8,1
2024-12-27,email,eu,mobile,79,11,3,0
2024-12-27,email,apac,mobile,46,6,2,0
2024-12-27,email,latam,mobile,37,5,1,0
2024-12-27,email,us,tablet,49,6,2,0
2024-12-27,email,eu,tablet,26,4,1,0
2024-12-27,email,apac,tablet,11,1,0,0
2024-12-27,email,latam,tablet,9,1,0,0
2024-12-27,referral,us,desktop,366,34,17,4
2024-12-27,referral,eu,desktop,148,14,8,2
2024-12-27,referral,apac,desktop,83,7,4,1
2024-12-27,referral,latam,desktop,52,5,3,0
2024-12-27,referral,us,mobile,393,37,15,4
2024-12-27,referral,eu,mobile,194,21,8,2
2024-12-27,referral,apac,mobile,89,9,4,1
2024-12-27,referral,latam,mobile,50,4,2,0
2024-12-27,referral,us,tablet,83,7,3,1
2024-12-27,referral,eu,tablet,31,3,1,0
2024-12-27,referral,apac,tablet,16,2,1,0
2024-12-27,referral,latam,tablet,12,1,0,0
2024-12-28,organic,us,desktop,1129,98,42,8
2024-12-28,organic,eu,desktop,498,43,20,3
2024-12-28,organic,apac,desktop,207,16,7,2
2024-12-28,organic,latam,desktop,135,11,6,1
2024-12-28,organic,us,mobile,1263,108,36,7
2024-12-28,organic,eu,mobile,373,32,12,2
2024-12-28,organic,apac,mobile,225,19,7,2
2024-12-28,organic,latam,mobile,157,14,5,1
2024-12-28,organic,us,tablet,256,21,9,1
2024-12-28,organic,eu,tablet,95,7,3,1
2024-12-28,organic,apac,tablet,62,5,2,0
2024-12-28,organic,latam,tablet,36,3,1,0
2024-12-28,paid_search,us,desktop,919,113,60,18
2024-12-28,paid_search,eu,desktop,297,30,19,5
2024-12-28,paid_search,apac,desktop,169,20,11,3
2024-12-28,paid_search,latam,desktop,123,13,8,2
2024-12-28,paid_search,us,mobile,681,77,36,12
2024-12-28,paid_search,eu,mobile,338,36,18,5
2024-12-28,paid_search,apac,mobile,164,19,8,3
2024-12-28,paid_search,latam,mobile,118,13,6,1
2024-12-28,paid_search,us,tablet,180,21,11,3
2024-12-28,paid_search,eu,tablet,84,10,6,2
2024-12-28,paid_search,apac,tablet,38,4,2,1
2024-12-28,paid_search,latam,tablet,26,3,2,0
2024-12-28,paid_social,us,desktop,606,42,18,3
2024-12-28,paid_social,eu,desktop,331,23,9,1
2024-12-28,paid_social,apac,desktop,143,10,4,1
2024-12-28,paid_social,latam,desktop,97,7,3,0
2024-12-28,paid_social,us,mobile,714,50,15,2
2024-12-28,paid_social,eu,mobile,301,23,7,1
2024-12-28,paid_social,apac,mobile,149,11,3,0
2024-12-28,paid_social,latam,mobile,94,7,2,0
2024-12-28,paid_social,us,tablet,173,12,5,1
2024-12-28,paid_social,eu,tablet,76,5,2,0
2024-12-28,paid_social,apac,tablet,30,2,1,0
2024-12-28,paid_social,latam,tablet,20,1,0,0
2024-12-28,email,us,desktop,209,32,10,1
2024-12-28,email,eu,desktop,107,15,5,0
2024-12-28,email,apac,desktop,46,7,3,0
2024-12-28,email,latam,desktop,28,4,1,0
2024-12-28,email,us,mobile,234,33,8,1
2024-12-28,email,eu,mobile,85,12,3,0
2024-12-28,email,apac,mobile,53,7,2,0
2024-12-28,email,latam,mobile,25,4,1,0
2024-12-28,email,us,tablet,49,8,3,0
2024-12-28,email,eu,tablet,19,3,1,0
2024-12-28,email,apac,tablet,9,1,0,0
2024-12-28,email,latam,tablet,7,1,0,0
2024-12-28,referral,us,desktop,310,29,15,3
2024-12-28,referral,eu,desktop,164,16,9,2
2024-12-28,referral,apac,desktop,78,8,4,1
2024-12-28,referral,latam,desktop,58,5,3,0
2024-12-28,referral,us,mobile,357,34,14,3
2024-12-28,referral,eu,mobile,191,17,7,2
2024-12-28,referral,apac,mobile,67,7,3,1
2024-12-28,referral,latam,mobile,55,6,3,0
2024-12-28,referral,us,tablet,79,7,3,1
2024-12-28,referral,eu,tablet,39,4,2,0
2024-12-28,referral,apac,tablet,20,2,1,0
2024-12-28,referral,latam,tablet,12,1,0,0
2024-12-29,organic,us,desktop,930,82,35,6
2024-12-29,organic,eu,desktop,444,37,16,3
2024-12-29,organic,apac,desktop,160,15,7,2
2024-12-29,organic,latam,desktop,137,12,5,1
2024-12-29,organic,us,mobile,933,76,26,5
2024-12-29,organic,eu,mobile,338,29,10,2
2024-12-29,organic,apac,mobile,153,13,5,1
2024-12-29,organic,latam,mobile,130,11,4,0
2024-12-29,organic,us,tablet,220,20,9,2
2024-12-29,organic,eu,tablet,94,8,3,1
2024-12-29,organic,apac,tablet,48,4,2,0
2024-12-29,organic,latam,tablet,30,3,1,0
2024-12-29,paid_search,us,desktop,600,68,40,12
2024-12-29,paid_search,eu,desktop,281,33,19,5
2024-12-29,paid_search,apac,desktop,156,17,11,4
2024-12-29,paid_search,latam,desktop,100,11,7,1
2024-12-29,paid_search,us,mobile,656,74,33,10
2024-12-29,paid_search,eu,mobile,280,28,13,4
2024-12-29,paid_search,apac,mobile,126,13,7,2
2024-12-29,paid_search,latam,mobile,101,11,5,1
2024-12-29,paid_search,us,tablet,147,16,9,2
2024-12-29,paid_search,eu,tablet,65,7,4,1
2024-12-29,paid_search,apac,tablet,32,3,2,1
2024-12-29,paid_search,latam,tablet,21,2,1,0
2024-12-29,paid_social,us,desktop,550,39,18,3
2024-12-29,paid_social,eu,desktop,298,22,10,1
2024-12-29,paid_social,apac,desktop,121,9,4,1
2024-12-29,paid_social,latam,desktop,75,5,2,0
2024-12-29,paid_social,us,mobile,615,39,13,2
2024-12-29,paid_social,eu,mobile,230,16,5,1
2024-12-29,paid_social,apac,mobile,117,8,3,0
2024-12-29,paid_social,latam,mobile,80,5,2,0
2024-12-29,paid_social,us,tablet,136,10,4,1
2024-12-29,paid_social,eu,tablet,52,4,2,0
2024-12-29,paid_social,apac,tablet,23,1,0,0
2024-12-29,paid_social,latam,tablet,17,1,0,0
2024-12-29,email,us,desktop,220,31,11,1
2024-12-29,email,eu,desktop,86,12,4,0
2024-12-29,email,apac,desktop,42,6,2,0
2024-12-29,email,latam,desktop,28,4,1,0
2024-12-29,email,us,mobile,226,29,8,1
2024-12-29,email,eu,mobile,91,12,3,0
2024-12-29,email,apac,mobile,49,8,2,0
2024-12-29,email,latam,mobile,29,4,1,0
2024-12-29,email,us,tablet,43,6,2,0
2024-12-29,email,eu,tablet,20,3,1,0
2024-12-29,email,apac,tablet,9,1,0,0
2024-12-29,email,latam,tablet,6,1,0,0
2024-12-29,referral,us,desktop,281,29,16,4
2024-12-29,referral,eu,desktop,132,14,7,1
2024-12-29,referral,apac,desktop,78,8,4,1
2024-12-29,referral,latam,desktop,50,5,3,0
2024-12-29,referral,us,mobile,348,32,13,3
2024-12-29,referral,eu,mobile,150,15,7,1
2024-12-29,referral,apac,mobile,79,7,3,1
2024-12-29,referral,latam,mobile,36,3,1,0
2024-12-29,referral,us,tablet,83,8,4,1
2024-12-29,referral,eu,tablet,34,3,1,0
2024-12-29,referral,apac,tablet,14,1,0,0
2024-12-29,referral,latam,tablet,10,1,0,0
2024-12-30,organic,us,desktop,933,83,34,7
2024-12-30,organic,eu,desktop,433,35,15,2
2024-12-30,organic,apac,desktop,163,15,7,2
2024-12-30,organic,latam,desktop,126,11,5,1
2024-12-30,organic,us,mobile,1011,85,27,5
2024-12-30,organic,eu,mobile,447,35,13,2
2024-12-30,organic,apac,mobile,201,18,5,1
2024-12-30,organic,latam,mobile,132,11,4,1
2024-12-30,organic,us,tablet,169,15,6,1
2024-12-30,organic,eu,tablet,98,8,3,1
2024-12-30,organic,apac,tablet,50,4,2,0
2024-12-30,organic,latam,tablet,31,2,1,0
2024-12-30,paid_search,us,desktop,777,93,52,14
2024-12-30,paid_search,eu,desktop,296,33,20,5
2024-12-30,paid_search,apac,desktop,167,18,11,3
2024-12-30,paid_search,latam,desktop,104,11,7,1
2024-12-30,paid_search,us,mobile,652,74,34,10
2024-12-30,paid_search,eu,mobile,299,34,15,4
2024-12-30,paid_search,apac,mobile,140,16,8,2
2024-12-30,paid_search,latam,mobile,86,10,5,1
2024-12-30,paid_search,us,tablet,131,14,7,2
2024-12-30,paid_search,eu,tablet,53,6,4,1
2024-12-30,paid_search,apac,tablet,24,3,2,1
2024-12-30,paid_search,latam,tablet,24,3,2,0
2024-12-30,paid_social,us,desktop,601,43,18,3
2024-12-30,paid_social,eu,desktop,266,18,8,1
2024-12-30,paid_social,apac,desktop,156,10,4,1
2024-12-30,paid_social,latam,desktop,77,6,3,0
2024-12-30,paid_social,us,mobile,643,42,13,2
2024-12-30,paid_social,eu,mobile,258,18,6,1
2024-12-30,paid_social,apac,mobile,113,9,3,0
2024-12-30,paid_social,latam,mobile,98,7,2,0
2024-12-30,paid_social,us,tablet,143,10,4,1
2024-12-30,paid_social,eu,tablet,62,4,1,0
2024-12-30,paid_social,apac,tablet,28,2,1,0
2024-12-30,paid_social,latam,tablet,21,2,1,0
2024-12-30,email,us,desktop,176,24,8,1
2024-12-30,email,eu,desktop,84,11,3,0
2024-12-30,email,apac,desktop,38,5,2,0
2024-12-30,email,latam,desktop,33,4,1,0
2024-12-30,email,us,mobile,165,23,6,1
2024-12-30,email,eu,mobile,81,11,3,0
2024-12-30,email,apac,mobile,42,6,2,0
2024-12-30,email,latam,mobile,23,3,1,0
2024-12-30,email,us,tablet,44,6,2,0
