event_date,channel,spend,clicks,impressions
2024-05-19,paid_social,3688.54,2786,112676
2024-05-19,email,35.86,683,5996
2024-05-19,referral,0.0,0,0
2024-05-20,organic,0.0,0,0
2024-05-20,paid_search,7170.7,4014,75940
2024-05-20,paid_social,3633.8,2812,107203
2024-05-20,email,50.03,996,8291
2024-05-20,referral,0.0,0,0
2024-05-21,organic,0.0,0,0
2024-05-21,paid_search,6563.2,3233,53537
2024-05-21,paid_social,3852.12,2955,115757
2024-05-21,email,51.66,983,8412
2024-05-21,referral,0.0,0,0
2024-05-22,organic,0.0,0,0
2024-05-22,paid_search,5164.85,2947,49271
2024-05-22,paid_social,3602.78,2681,108229
2024-05-22,email,39.86,773,7643
2024-05-22,referral,0.0,0,0
2024-05-23,organic,0.0,0,0
2024-05-23,paid_search,5680.25,3192,49482
2024-05-23,paid_social,3965.88,2888,125382
2024-05-23,email,44.81,887,8509
2024-05-23,referral,0.0,0,0
2024-05-24,organic,0.0,0,0
2024-05-24,paid_search,5962.15,3317,52135
2024-05-24,paid_social,4210.02,3059,131079
2024-05-24,email,43.46,853,8430
2024-05-24,referral,0.0,0,0
2024-05-25,organic,0.0,0,0
2024-05-25,paid_search,4113.32,2382,36752
2024-05-25,paid_social,3332.93,2496,106553
2024-05-25,email,39.18,818,7146
2024-05-25,referral,0.0,0,0
2024-05-26,organic,0.0,0,0
2024-05-26,paid_search,4409.84,2460,37944
2024-05-26,paid_social,3321.15,2252,92622
2024-05-26,email,32.94,701,6121
2024-05-26,referral,0.0,0,0
2024-05-27,organic,0.0,0,0
2024-05-27,paid_search,5681.97,3028,49103
2024-05-27,paid_social,2896.44,2118,88090
2024-05-27,email,40.89,863,7829
2024-05-27,referral,0.0,0,0
2024-05-28,organic,0.0,0,0
2024-05-28,paid_search,5921.42,3220,55966
2024-05-28,paid_social,3829.73,2620,123273
2024-05-28,email,41.16,865,8425
2024-05-28,referral,0.0,0,0
2024-05-29,organic,0.0,0,0
2024-05-29,paid_search,4998.1,2655,42133
2024-05-29,paid_social,3740.33,2790,108204
2024-05-29,email,47.7,982,8637
2024-05-29,referral,0.0,0,0
2024-05-30,organic,0.0,0,0
2024-05-30,paid_search,5626.9,2861,44617
2024-05-30,paid_social,3428.21,2530,102219
2024-05-30,email,41.6,833,7467
2024-05-30,referral,0.0,0,0
2024-05-31,organic,0.0,0,0
2024-05-31,paid_search,4388.63,2595,42602
2024-05-31,paid_social,3970.95,2778,115192
2024-05-31,email,52.38,1000,9819
2024-05-31,referral,0.0,0,0
2024-06-01,organic,0.0,0,0
2024-06-01,paid_search,3822.67,1890,31523
2024-06-01,paid_social,4000.84,2761,111040
2024-06-01,email,45.74,889,7891
2024-06-01,referral,0.0,0,0
2024-06-02,organic,0.0,0,0
2024-06-02,paid_search,5768.53,2949,47419
2024-06-02,paid_social,3847.97,2619,116912
2024-06-02,email,37.33,799,6818
2024-06-02,referral,0.0,0,0
2024-06-03,organic,0.0,0,0
2024-06-03,paid_search,6611.86,3366,50317
2024-06-03,paid_social,4467.39,3034,137698
2024-06-03,email,46.41,886,8858
2024-06-03,referral,0.0,0,0
2024-06-04,organic,0.0,0,0
2024-06-04,paid_search,5321.06,3203,51464
2024-06-04,paid_social,3374.87,2571,105253
2024-06-04,email,45.97,1002,9747
2024-06-04,referral,0.0,0,0
2024-06-05,organic,0.0,0,0
2024-06-05,paid_search,7026.01,3663,62689
2024-06-05,paid_social,4096.42,2982,127279
2024-06-05,email,46.92,957,8581
2024-06-05,referral,0.0,0,0
2024-06-06,organic,0.0,0,0
2024-06-06,paid_search,6055.43,3217,51694
2024-06-06,paid_social,4023.53,2905,118077
2024-06-06,email,50.41,948,8911
2024-06-06,referral,0.0,0,0
2024-06-07,organic,0.0,0,0
2024-06-07,paid_search,5872.84,3061,47104
2024-06-07,paid_social,3575.82,2593,101400
2024-06-07,email,42.68,968,8739
2024-06-07,referral,0.0,0,0
2024-06-08,organic,0.0,0,0
2024-06-08,paid_search,5293.26,2846,44086
2024-06-08,paid_social,3085.22,2317,95842
2024-06-08,email,35.23,758,6465
2024-06-08,referral,0.0,0,0
2024-06-09,organic,0.0,0,0
2024-06-09,paid_search,4456.73,2355,38477
2024-06-09,paid_social,2974.56,2205,91644
2024-06-09,email,29.77,615,6226
2024-06-09,referral,0.0,0,0
2024-06-10,organic,0.0,0,0
2024-06-10,paid_search,5473.67,3065,50428
2024-06-10,paid_social,4542.52,3178,132935
2024-06-10,email,44.74,988,9222
2024-06-10,referral,0.0,0,0
2024-06-11,organic,0.0,0,0
2024-06-11,paid_search,6681.99,3604,58994
2024-06-11,paid_social,4571.13,3125,143453
2024-06-11,email,41.89,844,7670
2024-06-11,referral,0.0,0,0
2024-06-12,organic,0.0,0,0
2024-06-12,paid_search,5586.46,2960,48199
2024-06-12,paid_social,3681.12,2654,115888
2024-06-12,email,44.78,908,8315
2024-06-12,referral,0.0,0,0
2024-06-13,organic,0.0,0,0
2024-06-13,paid_search,5845.12,3368,54777
2024-06-13,paid_social,3692.72,2660,107577
2024-06-13,email,48.23,986,10357
2024-06-13,referral,0.0,0,0
2024-06-14,organic,0.0,0,0
2024-06-14,paid_search,5434.84,3241,51307
2024-06-14,paid_social,4327.93,3136,128498
2024-06-14,email,38.37,777,6898
2024-06-14,referral,0.0,0,0
2024-06-15,organic,0.0,0,0
2024-06-15,paid_search,3697.47,2249,36771
2024-06-15,paid_social,3235.73,2408,92446
2024-06-15,email,37.97,734,6064
2024-06-15,referral,0.0,0,0
2024-06-16,organic,0.0,0,0
2024-06-16,paid_search,4166.23,2206,34989
2024-06-16,paid_social,3655.1,2686,123255
2024-06-16,email,38.31,744,6794
2024-06-16,referral,0.0,0,0
2024-06-17,organic,0.0,0,0
2024-06-17,paid_search,5727.96,3031,47009
2024-06-17,paid_social,4120.54,2943,133598
2024-06-17,email,38.73,841,7911
2024-06-17,referral,0.0,0,0
2024-06-18,organic,0.0,0,0
2024-06-18,paid_search,7149.33,3498,55674
2024-06-18,paid_social,3988.73,2580,115633
2024-06-18,email,48.86,988,8313
2024-06-18,referral,0.0,0,0
2024-06-19,organic,0.0,0,0
2024-06-19,paid_search,5634.42,3152,52119
2024-06-19,paid_social,3900.45,2651,115364
2024-06-19,email,51.84,974,8665
2024-06-19,referral,0.0,0,0
2024-06-20,organic,0.0,0,0
2024-06-20,paid_search,4136.91,2371,38912
2024-06-20,paid_social,4613.39,3317,141629
2024-06-20,email,54.68,1089,9981
2024-06-20,referral,0.0,0,0
2024-06-21,organic,0.0,0,0
2024-06-21,paid_search,6255.4,3289,52942
2024-06-21,paid_social,3284.67,2244,98736
2024-06-21,email,47.68,955,8372
2024-06-21,referral,0.0,0,0
2024-06-22,organic,0.0,0,0
2024-06-22,paid_search,4675.69,2416,37328
2024-06-22,paid_social,3189.49,2349,97848
2024-06-22,email,37.01,765,7371
2024-06-22,referral,0.0,0,0
2024-06-23,organic,0.0,0,0
2024-06-23,paid_search,5311.01,2968,47903
2024-06-23,paid_social,3526.78,2374,92978
2024-06-23,email,36.51,717,6848
2024-06-23,referral,0.0,0,0
2024-06-24,organic,0.0,0,0
2024-06-24,paid_search,4414.96,2379,45604
2024-06-24,paid_social,3842.08,2931,125379
2024-06-24,email,46.63,972,8335
2024-06-24,referral,0.0,0,0
2024-06-25,organic,0.0,0,0
2024-06-25,paid_search,5357.6,3022,55411
2024-06-25,paid_social,3942.32,2620,101987
2024-06-25,email,38.93,818,7306
2024-06-25,referral,0.0,0,0
2024-06-26,organic,0.0,0,0
2024-06-26,paid_search,5277.45,2927,45038
2024-06-26,paid_social,3633.88,2730,112173
2024-06-26,email,43.29,828,7272
2024-06-26,referral,0.0,0,0
2024-06-27,organic,0.0,0,0
2024-06-27,paid_search,5568.6,3042,42988
2024-06-27,paid_social,3912.31,2597,109226
2024-06-27,email,38.34,799,7792
2024-06-27,referral,0.0,0,0
2024-06-28,organic,0.0,0,0
2024-06-28,paid_search,6278.7,3201,48595
2024-06-28,paid_social,3270.74,2441,113846
2024-06-28,email,42.53,810,7457
2024-06-28,referral,0.0,0,0
2024-06-29,organic,0.0,0,0
2024-06-29,paid_search,5084.78,2771,45866
2024-06-29,paid_social,2922.8,1940,77156
2024-06-29,email,36.62,798,7444
2024-06-29,referral,0.0,0,0
2024-06-30,organic,0.0,0,0
2024-06-30,paid_search,5497.79,3155,52042
2024-06-30,paid_social,3333.57,2494,108029
2024-06-30,email,37.9,740,7017
2024-06-30,referral,0.0,0,0
2024-07-01,organic,0.0,0,0
2024-07-01,paid_search,5715.92,3021,45592
2024-07-01,paid_social,3677.37,2626,112621
2024-07-01,email,50.09,978,8493
2024-07-01,referral,0.0,0,0
2024-07-02,organic,0.0,0,0
2024-07-02,paid_search,4511.13,2519,41730
2024-07-02,paid_social,4064.65,2773,119189
2024-07-02,email,37.72,766,7049
2024-07-02,referral,0.0,0,0
2024-07-03,organic,0.0,0,0
2024-07-03,paid_search,5442.23,3022,49758
2024-07-03,paid_social,3151.06,2522,110915
2024-07-03,email,42.9,885,8030
2024-07-03,referral,0.0,0,0
2024-07-04,organic,0.0,0,0
2024-07-04,paid_search,5315.25,2841,43662
2024-07-04,paid_social,3151.18,2365,104927
2024-07-04,email,40.37,817,7004
2024-07-04,referral,0.0,0,0
2024-07-05,organic,0.0,0,0
2024-07-05,paid_search,5528.44,3013,49764
2024-07-05,paid_social,3556.18,2693,112121
2024-07-05,email,48.66,940,8314
2024-07-05,referral,0.0,0,0
2024-07-06,organic,0.0,0,0
2024-07-06,paid_search,5220.09,2652,40680
2024-07-06,paid_social,3161.79,2177,96172
2024-07-06,email,40.11,744,6828
2024-07-06,referral,0.0,0,0
2024-07-07,organic,0.0,0,0
2024-07-07,paid_search,3904.96,2073,33915
2024-07-07,paid_social,3103.35,2081,81505
2024-07-07,email,43.54,804,7031
2024-07-07,referral,0.0,0,0
2024-07-08,organic,0.0,0,0
2024-07-08,paid_search,5976.15,3233,56817
2024-07-08,paid_social,3900.19,2576,107113
2024-07-08,email,53.15,1071,9474
2024-07-08,referral,0.0,0,0
2024-07-09,organic,0.0,0,0
2024-07-09,paid_search,5724.15,2900,45217
2024-07-09,paid_social,3676.56,2473,97919
2024-07-09,email,44.96,950,8822
2024-07-09,referral,0.0,0,0
2024-07-10,organic,0.0,0,0
2024-07-10,paid_search,6235.45,3603,57395
2024-07-10,paid_social,4081.25,2975,123964
2024-07-10,email,44.64,895,8224
2024-07-10,referral,0.0,0,0
2024-07-11,organic,0.0,0,0
2024-07-11,paid_search,6640.06,3422,57304
2024-07-11,paid_social,4006.3,2777,122413
2024-07-11,email,43.53,859,8288
2024-07-11,referral,0.0,0,0
2024-07-12,organic,0.0,0,0
2024-07-12,paid_search,6636.9,3404,51871
2024-07-12,paid_social,3533.64,2381,102649
2024-07-12,email,40.52,804,8159
2024-07-12,referral,0.0,0,0
2024-07-13,organic,0.0,0,0
2024-07-13,paid_search,6371.38,3318,55560
2024-07-13,paid_social,3337.49,2300,92891
2024-07-13,email,36.77,774,6657
2024-07-13,referral,0.0,0,0
2024-07-14,organic,0.0,0,0
2024-07-14,paid_search,3687.45,2276,37051
2024-07-14,paid_social,3149.05,2445,101902
2024-07-14,email,33.66,664,6100
2024-07-14,referral,0.0,0,0
2024-07-15,organic,0.0,0,0
2024-07-15,paid_search,5607.47,3154,46758
2024-07-15,paid_social,3010.64,2421,99135
2024-07-15,email,47.73,984,8450
2024-07-15,referral,0.0,0,0
2024-07-16,organic,0.0,0,0
2024-07-16,paid_search,6238.31,3296,49596
2024-07-16,paid_social,3815.73,2771,118132
2024-07-16,email,38.63,816,7259
2024-07-16,referral,0.0,0,0
2024-07-17,organic,0.0,0,0
2024-07-17,paid_search,5668.7,2942,47687
2024-07-17,paid_social,4006.35,2925,125446
2024-07-17,email,47.34,919,7994
2024-07-17,referral,0.0,0,0
2024-07-18,organic,0.0,0,0
2024-07-18,paid_search,5929.33,3032,45927
2024-07-18,paid_social,4323.57,3026,122526
2024-07-18,email,36.79,733,6901
2024-07-18,referral,0.0,0,0
2024-07-19,organic,0.0,0,0
2024-07-19,paid_search,6885.74,3749,57556
2024-07-19,paid_social,3110.16,2184,91728
2024-07-19,email,38.81,822,7847
2024-07-19,referral,0.0,0,0
2024-07-20,organic,0.0,0,0
2024-07-20,paid_search,4576.78,2242,35622
2024-07-20,paid_social,3254.03,2339,102434
2024-07-20,email,33.4,724,6414
2024-07-20,referral,0.0,0,0
2024-07-21,organic,0.0,0,0
2024-07-21,paid_search,4512.25,2570,45884
2024-07-21,paid_social,3291.64,2273,93031
2024-07-21,email,36.4,792,7087
2024-07-21,referral,0.0,0,0
2024-07-22,organic,0.0,0,0
2024-07-22,paid_search,5428.13,3069,46062
2024-07-22,paid_social,2951.39,2137,94925
2024-07-22,email,48.49,923,7804
2024-07-22,referral,0.0,0,0
2024-07-23,organic,0.0,0,0
2024-07-23,paid_search,5664.48,3169,49007
2024-07-23,paid_social,3607.03,2507,108077
2024-07-23,email,37.76,813,6806
2024-07-23,referral,0.0,0,0
2024-07-24,organic,0.0,0,0
2024-07-24,paid_search,6079.67,3235,51059
2024-07-24,paid_social,3846.15,2896,114773
2024-07-24,email,47.0,956,9264
2024-07-24,referral,0.0,0,0
2024-07-25,organic,0.0,0,0
2024-07-25,paid_search,6715.46,3585,56767
2024-07-25,paid_social,3341.83,2580,113976
2024-07-25,email,53.15,1042,9146
2024-07-25,referral,0.0,0,0
2024-07-26,organic,0.0,0,0
2024-07-26,paid_search,5527.54,3044,50934
2024-07-26,paid_social,3737.79,2697,119874
2024-07-26,email,52.79,1035,10241
2024-07-26,referral,0.0,0,0
2024-07-27,organic,0.0,0,0
2024-07-27,paid_search,5230.29,2724,45180
2024-07-27,paid_social,2383.02,1695,71122
2024-07-27,email,37.48,747,6521
2024-07-27,referral,0.0,0,0
2024-07-28,organic,0.0,0,0
2024-07-28,paid_search,4122.56,2306,37489
2024-07-28,paid_social,2767.99,1863,82794
2024-07-28,email,37.54,748,7420
2024-07-28,referral,0.0,0,0
2024-07-29,organic,0.0,0,0
2024-07-29,paid_search,5302.14,3080,54088
2024-07-29,paid_social,3686.17,2639,108059
2024-07-29,email,41.45,784,7247
2024-07-29,referral,0.0,0,0
2024-07-30,organic,0.0,0,0
2024-07-30,paid_search,4751.96,2813,45948
2024-07-30,paid_social,4236.78,3178,130770
2024-07-30,email,41.34,868,7855
2024-07-30,referral,0.0,0,0
2024-07-31,organic,0.0,0,0
2024-07-31,paid_search,4696.78,2505,41106
2024-07-31,paid_social,3932.8,2830,112417
2024-07-31,email,51.01,999,9430
2024-07-31,referral,0.0,0,0
2024-08-01,organic,0.0,0,0
2024-08-01,paid_search,4538.18,2577,39480
2024-08-01,paid_social,4252.91,3013,123951
2024-08-01,email,44.72,911,8375
2024-08-01,referral,0.0,0,0
2024-08-02,organic,0.0,0,0
2024-08-02,paid_search,5113.44,2598,43625
2024-08-02,paid_social,3702.01,2702,105379
2024-08-02,email,39.22,841,7593
2024-08-02,referral,0.0,0,0
2024-08-03,organic,0.0,0,0
2024-08-03,paid_search,5202.02,2656,45521
2024-08-03,paid_social,3169.24,2407,105066
2024-08-03,email,32.17,660,5911
2024-08-03,referral,0.0,0,0
2024-08-04,organic,0.0,0,0
2024-08-04,paid_search,5010.19,2915,46213
2024-08-04,paid_social,2724.43,2020,78786
2024-08-04,email,33.5,684,5911
2024-08-04,referral,0.0,0,0
2024-08-05,organic,0.0,0,0
2024-08-05,paid_search,7062.53,3484,53279
2024-08-05,paid_social,3413.4,2428,105797
2024-08-05,email,49.56,980,8699
2024-08-05,referral,0.0,0,0
2024-08-06,organic,0.0,0,0
2024-08-06,paid_search,5087.16,2691,43019
2024-08-06,paid_social,4063.08,2621,108384
2024-08-06,email,41.1,874,7707
2024-08-06,referral,0.0,0,0
2024-08-07,organic,0.0,0,0
2024-08-07,paid_search,4491.72,2551,42633
2024-08-07,paid_social,3452.35,2594,105975
2024-08-07,email,48.01,1035,9568
2024-08-07,referral,0.0,0,0
2024-08-08,organic,0.0,0,0
2024-08-08,paid_search,5290.67,3084,50116
2024-08-08,paid_social,3639.45,2710,114542
2024-08-08,email,46.08,856,7079
2024-08-08,referral,0.0,0,0
2024-08-09,organic,0.0,0,0
2024-08-09,paid_search,5265.84,3068,48365
2024-08-09,paid_social,3218.25,2556,110891
2024-08-09,email,43.89,872,7859
2024-08-09,referral,0.0,0,0
2024-08-10,organic,0.0,0,0
2024-08-10,paid_search,4036.23,2286,34951
2024-08-10,paid_social,2747.89,1936,77193
2024-08-10,email,29.99,678,6541
2024-08-10,referral,0.0,0,0
2024-08-11,organic,0.0,0,0
2024-08-11,paid_search,5542.91,2813,47996
2024-08-11,paid_social,3642.51,2705,110975
2024-08-11,email,39.63,820,8393
2024-08-11,referral,0.0,0,0
2024-08-12,organic,0.0,0,0
2024-08-12,paid_search,7046.25,3671,59565
2024-08-12,paid_social,3721.11,2747,112273
2024-08-12,email,35.48,805,7913
2024-08-12,referral,0.0,0,0
2024-08-13,organic,0.0,0,0
2024-08-13,paid_search,6510.44,3481,55194
2024-08-13,paid_social,3740.77,2665,111260
2024-08-13,email,46.83,869,7316
2024-08-13,referral,0.0,0,0
2024-08-14,organic,0.0,0,0
2024-08-14,paid_search,5708.38,3077,48155
2024-08-14,paid_social,4287.63,3072,126547
2024-08-14,email,44.8,882,7733
2024-08-14,referral,0.0,0,0
2024-08-15,organic,0.0,0,0
2024-08-15,paid_search,5357.7,2802,44271
2024-08-15,paid_social,3926.24,2827,118395
2024-08-15,email,38.98,803,7224
2024-08-15,referral,0.0,0,0
2024-08-16,organic,0.0,0,0
2024-08-16,paid_search,5820.89,3101,45590
2024-08-16,paid_social,3061.26,2438,107678
2024-08-16,email,41.29,770,7131
2024-08-16,referral,0.0,0,0
2024-08-17,organic,0.0,0,0
2024-08-17,paid_search,4932.49,2582,40559
2024-08-17,paid_social,4361.72,2889,118838
2024-08-17,email,43.36,885,7612
2024-08-17,referral,0.0,0,0
2024-08-18,organic,0.0,0,0
2024-08-18,paid_search,4513.91,2568,40030
2024-08-18,paid_social,3365.15,2349,93266
2024-08-18,email,43.36,871,7440
2024-08-18,referral,0.0,0,0
2024-08-19,organic,0.0,0,0
2024-08-19,paid_search,6445.42,3287,49851
2024-08-19,paid_social,4398.07,3153,136294
2024-08-19,email,44.68,886,8653
2024-08-19,referral,0.0,0,0
2024-08-20,organic,0.0,0,0
2024-08-20,paid_search,6764.53,3444,54869
2024-08-20,paid_social,4250.12,3060,122382
2024-08-20,email,36.8,821,7324
2024-08-20,referral,0.0,0,0
2024-08-21,organic,0.0,0,0
2024-08-21,paid_search,5985.44,3134,46981
2024-08-21,paid_social,3186.87,2323,101290
2024-08-21,email,47.63,941,8592
2024-08-21,referral,0.0,0,0
2024-08-22,organic,0.0,0,0
2024-08-22,paid_search,5148.95,2845,43292
2024-08-22,paid_social,3524.7,2586,102559
2024-08-22,email,45.13,897,8533
2024-08-22,referral,0.0,0,0
2024-08-23,organic,0.0,0,0
2024-08-23,paid_search,6158.32,3159,54936
2024-08-23,paid_social,4433.51,3154,118837
2024-08-23,email,51.12,1004,9078
2024-08-23,referral,0.0,0,0
2024-08-24,organic,0.0,0,0
2024-08-24,paid_search,4902.29,2532,40636
2024-08-24,paid_social,3962.24,2728,112853
2024-08-24,email,38.34,741,6482
2024-08-24,referral,0.0,0,0
2024-08-25,organic,0.0,0,0
2024-08-25,paid_search,5223.83,2757,38272
2024-08-25,paid_social,3348.37,2336,99797
2024-08-25,email,36.68,706,6507
2024-08-25,referral,0.0,0,0
2024-08-26,organic,0.0,0,0
2024-08-26,paid_search,6290.08,3179,52882
2024-08-26,paid_social,3950.16,2903,131582
2024-08-26,email,48.19,937,8501
2024-08-26,referral,0.0,0,0
2024-08-27,organic,0.0,0,0
2024-08-27,paid_search,6047.29,3214,49798
2024-08-27,paid_social,3886.86,3022,133445
2024-08-27,email,42.95,884,7975
2024-08-27,referral,0.0,0,0
2024-08-28,organic,0.0,0,0
2024-08-28,paid_search,5172.05,2823,46362
2024-08-28,paid_social,4691.58,3327,143903
2024-08-28,email,48.67,962,9183
2024-08-28,referral,0.0,0,0
2024-08-29,organic,0.0,0,0
2024-08-29,paid_search,5706.86,2989,52706
2024-08-29,paid_social,3724.65,2490,104258
2024-08-29,email,45.05,930,8531
2024-08-29,referral,0.0,0,0
2024-08-30,organic,0.0,0,0
2024-08-30,paid_search,5973.69,2933,45352
2024-08-30,paid_social,3535.41,2527,110130
2024-08-30,email,46.55,886,7347
2024-08-30,referral,0.0,0,0
2024-08-31,organic,0.0,0,0
2024-08-31,paid_search,4762.93,2824,43220
2024-08-31,paid_social,3151.3,2143,93398
2024-08-31,email,38.43,741,6625
2024-08-31,referral,0.0,0,0
2024-09-01,organic,0.0,0,0
2024-09-01,paid_search,5313.26,2885,48269
2024-09-01,paid_social,2564.03,1940,75484
2024-09-01,email,35.63,701,6484
2024-09-01,referral,0.0,0,0
2024-09-02,organic,0.0,0,0
2024-09-02,paid_search,5962.15,3134,50002
2024-09-02,paid_social,3565.15,2660,114820
2024-09-02,email,41.44,878,8209
2024-09-02,referral,0.0,0,0
2024-09-03,organic,0.0,0,0
2024-09-03,paid_search,6547.92,3396,53336
2024-09-03,paid_social,3493.95,2386,99601
2024-09-03,email,45.95,913,7942
2024-09-03,referral,0.0,0,0
2024-09-04,organic,0.0,0,0
2024-09-04,paid_search,6350.16,3407,54628
2024-09-04,paid_social,2996.88,2272,89207
2024-09-04,email,59.32,1100,9830
2024-09-04,referral,0.0,0,0
2024-09-05,organic,0.0,0,0
2024-09-05,paid_search,5897.2,3019,53231
2024-09-05,paid_social,3534.05,2713,111535
2024-09-05,email,38.73,736,6608
2024-09-05,referral,0.0,0,0
2024-09-06,organic,0.0,0,0
2024-09-06,paid_search,5020.27,2723,43973
2024-09-06,paid_social,3904.5,2697,114381
2024-09-06,email,49.7,927,8716
2024-09-06,referral,0.0,0,0
2024-09-07,organic,0.0,0,0
2024-09-07,paid_search,4408.27,2320,38228
2024-09-07,paid_social,2991.45,2104,87614
2024-09-07,email,39.67,785,6975
2024-09-07,referral,0.0,0,0
2024-09-08,organic,0.0,0,0
2024-09-08,paid_search,4558.32,2524,40232
2024-09-08,paid_social,3309.97,2157,95913
2024-09-08,email,41.39,900,8185
2024-09-08,referral,0.0,0,0
2024-09-09,organic,0.0,0,0
2024-09-09,paid_search,4977.12,2969,50445
2024-09-09,paid_social,4184.91,2884,118878
2024-09-09,email,53.16,975,8838
2024-09-09,referral,0.0,0,0
2024-09-10,organic,0.0,0,0
2024-09-10,paid_search,4576.88,2532,43703
2024-09-10,paid_social,4472.96,2829,126214
2024-09-10,email,49.33,1014,9647
2024-09-10,referral,0.0,0,0
2024-09-11,organic,0.0,0,0
2024-09-11,paid_search,6870.5,3588,60262
2024-09-11,paid_social,4162.0,3071,130102
2024-09-11,email,41.51,799,7187
2024-09-11,referral,0.0,0,0
2024-09-12,organic,0.0,0,0
2024-09-12,paid_search,6439.35,3623,56102
2024-09-12,paid_social,4236.2,2865,111442
2024-09-12,email,48.66,947,8811
2024-09-12,referral,0.0,0,0
2024-09-13,organic,0.0,0,0
2024-09-13,paid_search,5311.24,2792,43259
2024-09-13,paid_social,4513.76,3128,133985
2024-09-13,email,39.24,821,7419
2024-09-13,referral,0.0,0,0
2024-09-14,organic,0.0,0,0
2024-09-14,paid_search,5858.06,2963,46569
2024-09-14,paid_social,2935.38,2109,83474
2024-09-14,email,34.0,682,6142
2024-09-14,referral,0.0,0,0
2024-09-15,organic,0.0,0,0
2024-09-15,paid_search,5028.77,2814,50485
2024-09-15,paid_social,3387.74,2355,94434
2024-09-15,email,49.39,927,8495
2024-09-15,referral,0.0,0,0
2024-09-16,organic,0.0,0,0
2024-09-16,paid_search,6048.96,3084,51230
2024-09-16,paid_social,3614.17,2498,96912
2024-09-16,email,47.54,946,8357
2024-09-16,referral,0.0,0,0
2024-09-17,organic,0.0,0,0
2024-09-17,paid_search,5558.07,2975,48870
2024-09-17,paid_social,3504.63,2369,109145
2024-09-17,email,54.43,995,9702
2024-09-17,referral,0.0,0,0
2024-09-18,organic,0.0,0,0
2024-09-18,paid_search,6815.12,3688,61619
2024-09-18,paid_social,3090.9,2282,94643
2024-09-18,email,44.81,933,8290
2024-09-18,referral,0.0,0,0
2024-09-19,organic,0.0,0,0
2024-09-19,paid_search,5190.51,2832,49766
2024-09-19,paid_social,3708.44,2696,124324
2024-09-19,email,39.2,817,7050
2024-09-19,referral,0.0,0,0
2024-09-20,organic,0.0,0,0
2024-09-20,paid_search,7013.55,3824,61951
2024-09-20,paid_social,4505.62,2895,125025
2024-09-20,email,45.63,955,9222
2024-09-20,referral,0.0,0,0
2024-09-21,organic,0.0,0,0
2024-09-21,paid_search,5103.97,2815,44566
2024-09-21,paid_social,3376.46,2348,103557
2024-09-21,email,38.16,769,6936
2024-09-21,referral,0.0,0,0
2024-09-22,organic,0.0,0,0
2024-09-22,paid_search,4095.1,2321,37213
2024-09-22,paid_social,2948.79,2128,84949
2024-09-22,email,38.9,760,6882
2024-09-22,referral,0.0,0,0
2024-09-23,organic,0.0,0,0
2024-09-23,paid_search,5701.41,2915,48164
2024-09-23,paid_social,3446.0,2674,107318
2024-09-23,email,44.87,841,7817
2024-09-23,referral,0.0,0,0
2024-09-24,organic,0.0,0,0
2024-09-24,paid_search,4881.43,2906,44561
2024-09-24,paid_social,3844.95,2759,127451
2024-09-24,email,53.67,1030,10236
2024-09-24,referral,0.0,0,0
2024-09-25,organic,0.0,0,0
2024-09-25,paid_search,5849.37,3355,57057
2024-09-25,paid_social,3678.93,2559,105536
2024-09-25,email,43.88,833,7621
2024-09-25,referral,0.0,0,0
2024-09-26,organic,0.0,0,0
2024-09-26,paid_search,6384.4,3351,53693
2024-09-26,paid_social,3583.96,2606,103013
2024-09-26,email,41.41,848,7415
2024-09-26,referral,0.0,0,0
2024-09-27,organic,0.0,0,0
2024-09-27,paid_search,5534.24,2968,50269
2024-09-27,paid_social,3405.31,2438,104699
2024-09-27,email,42.0,835,8260
2024-09-27,referral,0.0,0,0
2024-09-28,organic,0.0,0,0
2024-09-28,paid_search,5758.02,2835,45919
2024-09-28,paid_social,3253.6,2366,98327
2024-09-28,email,37.61,798,7151
2024-09-28,referral,0.0,0,0
2024-09-29,organic,0.0,0,0
2024-09-29,paid_search,4027.44,2450,40161
2024-09-29,paid_social,3195.46,2501,103651
2024-09-29,email,40.5,757,7293
2024-09-29,referral,0.0,0,0
2024-09-30,organic,0.0,0,0
2024-09-30,paid_search,7045.59,3340,57456
2024-09-30,paid_social,4398.21,2990,121194
2024-09-30,email,41.14,793,7261
2024-09-30,referral,0.0,0,0
2024-10-01,organic,0.0,0,0
2024-10-01,paid_search,5095.07,2989,47499
2024-10-01,paid_social,3559.93,2723,112019
2024-10-01,email,45.86,887,8324
2024-10-01,referral,0.0,0,0
2024-10-02,organic,0.0,0,0
2024-10-02,paid_search,5812.16,3108,52723
2024-10-02,paid_social,3280.34,2423,92573
2024-10-02,email,50.3,987,8619
2024-10-02,referral,0.0,0,0
2024-10-03,organic,0.0,0,0
2024-10-03,paid_search,5220.86,2838,45551
2024-10-03,paid_social,3269.08,2491,110685
2024-10-03,email,40.66,838,7520
2024-10-03,referral,0.0,0,0
2024-10-04,organic,0.0,0,0
2024-10-04,paid_search,5691.06,3249,53111
2024-10-04,paid_social,3972.76,2726,111991
2024-10-04,email,47.1,940,9735
2024-10-04,referral,0.0,0,0
2024-10-05,organic,0.0,0,0
2024-10-05,paid_search,4613.04,2520,38275
2024-10-05,paid_social,3267.72,2394,99226
2024-10-05,email,41.78,869,8683
2024-10-05,referral,0.0,0,0
