sale_id,sale_date,region,channel,revenue,units
684,2025-10-04,us,online,281.62,7
685,2025-04-18,us,online,279.40,8
686,2025-07-24,us,online,296.37,7
687,2026-01-02,us,retail,233.05,8
688,2026-05-08,apac,wholesale,520.62,15
689,2025-04-24,eu,online,567.35,18
690,2025-04-14,eu,online,440.20,10
691,2025-10-31,us,online,333.86,8
692,2026-01-04,us,retail,249.20,6
693,2025-04-08,latam,retail,395.56,14
694,2025-12-03,eu,online,414.47,12
695,2025-04-06,apac,online,332.44,11
696,2026-01-30,apac,online,388.40,10
697,2025-06-20,apac,online,410.55,14
698,2026-03-03,us,wholesale,537.98,12
699,2026-03-25,apac,online,377.67,11
700,2025-05-14,eu,online,575.39,16
701,2026-03-28,apac,retail,313.80,9
702,2025-08-18,us,online,343.92,8
703,2026-06-20,us,online,313.89,9
704,2026-01-30,us,online,253.75,8
705,2025-02-25,us,retail,307.04,8
706,2025-06-19,apac,online,367.37,13
707,2025-10-12,apac,online,389.14,10
708,2026-04-16,apac,online,369.54,10
709,2026-05-26,us,wholesale,505.44,14
710,2026-02-27,us,wholesale,546.56,19
711,2025-11-08,us,retail,299.87,8
712,2025-02-25,apac,online,324.63,8
713,2026-04-30,us,online,292.89,8
714,2025-01-03,eu,online,462.00,14
715,2025-10-26,us,retail,213.37,7
716,2026-02-24,us,online,289.72,10
717,2026-02-07,us,wholesale,561.74,18
718,2025-02-17,latam,retail,419.22,9
719,2026-04-07,us,online,253.68,7
720,2025-02-19,us,wholesale,500.33,13
721,2026-06-05,apac,online,378.40,9
722,2025-04-17,latam,retail,255.10,7
723,2026-06-01,us,retail,292.62,8
724,2026-02-12,us,online,306.61,7
725,2025-05-17,us,online,331.60,8
726,2025-11-18,apac,retail,323.83,8
727,2025-07-25,us,online,314.27,8
728,2025-07-02,us,wholesale,568.28,15
729,2025-04-29,us,online,338.50,9
730,2025-10-20,us,retail,203.06,5
731,2025-04-20,apac,wholesale,614.25,15
732,2025-06-14,latam,retail,347.66,8
733,2025-03-05,us,wholesale,516.38,12
734,2025-04-15,eu,retail,377.12,10
735,2025-08-18,us,online,332.54,10
736,2025-10-22,us,retail,203.07,5
737,2026-03-03,eu,online,684.00,20
738,2025-09-15,us,wholesale,488.84,15
739,2026-03-30,us,retail,270.55,7
740,2025-07-21,us,retail,205.94,5
741,2025-07-01,us,online,314.09,7
742,2025-02-11,us,wholesale,477.65,13
743,2025-09-19,us,wholesale,608.04,14
744,2025-02-22,eu,retail,417.98,10
745,2025-11-05,us,retail,226.14,7
746,2025-08-14,us,online,302.79,7
747,2025-06-13,apac,retail,250.95,8
748,2025-12-06,latam,wholesale,739.64,22
749,2026-06-28,latam,retail,291.67,7
750,2025-12-21,us,wholesale,548.99,15
751,2025-09-07,us,online,352.73,10
752,2026-01-31,us,retail,228.86,7
753,2026-06-14,us,wholesale,504.44,12
754,2025-07-17,apac,wholesale,515.75,15
755,2025-01-08,eu,wholesale,784.02,20
756,2025-04-17,latam,online,404.59,13
757,2026-03-22,us,retail,198.69,5
758,2025-12-06,eu,online,402.24,14
759,2025-09-15,eu,wholesale,710.00,22
760,2026-02-19,latam,online,405.91,11
761,2025-01-07,eu,online,465.39,11
762,2025-03-16,us,retail,233.35,7
763,2025-11-05,apac,online,332.46,7
764,2025-02-01,apac,retail,270.56,7
765,2026-02-05,apac,wholesale,614.96,18
766,2026-01-18,us,online,260.12,6
767,2025-05-25,eu,retail,419.58,11
768,2025-11-09,apac,retail,290.43,9
769,2025-08-05,us,retail,204.59,5
770,2025-09-16,latam,online,468.79,15
771,2025-02-25,latam,retail,400.99,9
772,2025-10-25,apac,online,279.40,7
773,2026-05-14,latam,wholesale,762.04,19
774,2025-03-13,latam,online,415.46,9
775,2025-11-10,latam,online,419.68,11
776,2025-06-22,us,retail,224.47,8
777,2026-03-23,latam,online,421.87,10
778,2026-04-02,latam,online,478.02,14
779,2025-06-29,latam,online,416.98,13
780,2025-07-21,us,retail,230.56,7
781,2025-03-19,us,wholesale,567.33,14
782,2025-08-06,us,online,256.05,6
783,2026-04-29,us,online,322.05,9
784,2025-10-25,us,online,283.19,9
785,2026-01-08,apac,wholesale,474.11,11
786,2025-06-19,us,online,299.28,7
787,2025-05-30,eu,wholesale,821.86,24
788,2025-03-06,latam,online,370.92,11
789,2026-06-15,latam,online,470.87,13
790,2025-11-28,apac,wholesale,540.15,18
791,2025-10-08,us,online,314.31,8
792,2026-01-10,latam,online,395.26,10
793,2025-09-15,us,wholesale,390.44,10
794,2026-05-14,latam,retail,407.12,10
795,2025-05-23,us,wholesale,441.29,12
796,2025-06-11,latam,wholesale,710.01,21
797,2025-08-24,us,wholesale,435.67,15
798,2025-06-15,us,online,353.40,9
799,2025-05-11,apac,online,337.07,9
800,2025-02-27,eu,online,503.52,16
801,2026-02-20,us,online,262.38,9
802,2025-10-18,us,online,272.90,6
803,2026-04-28,latam,online,451.21,11
804,2025-07-06,us,retail,253.44,6
805,2025-12-17,apac,wholesale,658.26,23
806,2025-01-17,apac,wholesale,532.35,17
807,2026-03-06,us,online,322.71,10
808,2026-06-29,us,online,256.46,7
809,2025-05-14,eu,online,583.41,21
810,2026-03-18,us,online,274.11,7
811,2026-06-27,apac,wholesale,428.79,12
812,2025-04-11,us,online,336.69,9
813,2025-03-27,latam,retail,326.47,9
814,2025-01-08,latam,retail,426.63,11
815,2025-07-30,eu,wholesale,798.84,23
816,2025-09-17,eu,online,469.73,14
817,2025-10-10,apac,online,403.43,13
818,2025-07-03,us,online,332.92,10
819,2025-11-11,us,online,273.74,8
820,2025-05-02,eu,retail,375.63,9
821,2025-06-15,apac,retail,321.27,8
822,2025-02-23,us,online,325.28,11
823,2025-04-04,us,wholesale,508.90,13
824,2026-01-15,eu,online,456.85,16
825,2026-02-15,eu,online,462.88,11
826,2025-06-29,us,retail,242.39,6
827,2026-06-15,apac,wholesale,571.95,15
828,2025-06-23,apac,online,371.01,9
829,2025-06-11,latam,online,465.44,13
830,2025-07-25,us,online,351.77,9
831,2025-04-03,us,wholesale,391.76,10
832,2025-10-11,us,online,315.16,10
833,2026-02-18,us,online,275.04,8
834,2025-10-29,eu,wholesale,796.78,23
835,2025-09-21,eu,online,601.38,16
836,2026-05-11,us,retail,226.64,5
837,2026-04-15,us,retail,214.44,5
838,2026-01-27,apac,online,276.35,7
839,2025-08-24,us,online,311.51,9
840,2025-09-27,apac,retail,254.12,8
841,2025-12-17,eu,online,648.28,18
842,2025-10-03,latam,retail,387.93,12
843,2025-07-14,us,retail,220.78,5
844,2025-07-27,us,wholesale,480.24,11
845,2025-04-20,us,online,310.62,7
846,2025-02-13,apac,wholesale,595.12,14
847,2025-10-09,apac,online,235.60,5
848,2025-05-12,latam,online,438.59,15
849,2025-02-03,us,online,263.99,7
850,2026-06-15,latam,retail,343.36,9
851,2025-08-04,us,wholesale,514.47,15
852,2025-09-27,us,wholesale,498.24,15
853,2026-01-10,apac,online,378.30,11
854,2026-02-15,us,online,334.60,10
855,2025-08-23,latam,wholesale,739.76,17
856,2025-07-20,us,retail,220.75,7
857,2025-01-10,us,wholesale,510.16,11
858,2025-11-20,us,online,337.94,8
859,2025-02-18,latam,online,366.53,13
860,2025-04-09,us,online,332.86,9
861,2025-09-21,latam,online,400.36,12
862,2025-06-28,us,online,369.38,8
863,2026-06-07,latam,online,345.98,8
864,2025-05-29,apac,online,365.54,8
865,2026-03-08,us,retail,239.58,6
866,2025-08-22,eu,wholesale,736.52,22
867,2026-02-09,us,retail,263.36,6
868,2026-04-07,latam,online,485.49,14
869,2025-08-29,latam,wholesale,585.04,14
870,2025-04-16,eu,wholesale,630.18,21
871,2025-02-25,us,online,335.71,8
872,2025-06-09,eu,online,530.35,18
873,2025-08-23,us,online,300.48,8
874,2025-01-30,eu,retail,456.81,16
875,2026-05-03,latam,retail,262.24,6
876,2025-07-01,us,wholesale,562.64,15
877,2026-03-22,apac,retail,239.17,7
878,2025-04-02,latam,online,419.17,12
879,2025-11-07,apac,online,412.47,10
880,2025-01-09,eu,online,525.03,13
881,2025-11-03,apac,retail,324.61,10
882,2026-01-18,latam,wholesale,693.02,22
883,2025-09-13,us,online,330.50,9
884,2026-03-09,apac,online,420.39,11
885,2025-10-06,apac,retail,275.69,6
886,2025-07-06,apac,retail,343.62,11
887,2026-04-09,eu,online,507.92,16
888,2025-01-23,eu,wholesale,970.06,31
889,2026-03-25,eu,online,513.49,17
890,2025-11-16,apac,online,328.87,8
891,2025-02-02,apac,online,319.80,7
892,2025-03-15,eu,retail,500.19,13
893,2025-09-14,latam,retail,375.78,12
894,2026-03-30,us,online,238.37,7
895,2025-04-07,us,wholesale,318.04,9
896,2025-11-27,us,online,319.90,10
897,2026-06-18,us,retail,263.75,8
898,2025-08-12,latam,wholesale,753.67,17
899,2025-01-16,latam,online,450.58,15
900,2025-02-13,us,wholesale,520.20,14
901,2025-06-08,us,online,322.97,10
902,2025-03-03,eu,online,539.53,19
903,2025-04-20,us,retail,284.46,6
904,2026-03-26,us,retail,254.90,6
905,2025-05-18,eu,online,519.92,13
906,2026-05-17,us,online,346.41,11
907,2026-04-25,latam,online,414.57,9
908,2025-06-08,us,wholesale,655.82,18
909,2026-04-10,us,online,351.32,10
910,2026-01-08,latam,wholesale,688.53,16
911,2026-02-01,latam,retail,367.09,9
912,2026-02-24,eu,online,607.94,15
913,2025-03-10,eu,online,661.54,21
914,2025-07-16,eu,wholesale,895.91,30
915,2026-05-17,us,retail,218.66,7
916,2025-03-14,apac,online,349.15,12
917,2025-03-23,us,online,249.65,7
918,2026-01-13,us,retail,248.19,6
919,2026-06-26,eu,online,543.07,16
920,2025-04-10,us,retail,242.78,8
921,2025-07-17,latam,online,391.50,10
922,2026-03-02,latam,retail,338.88,8
923,2026-04-15,us,online,288.84,10
924,2026-06-01,us,online,263.68,8
925,2026-03-30,latam,retail,425.41,11
926,2026-02-27,us,retail,214.79,5
927,2025-09-04,apac,retail,265.88,6
928,2026-04-09,us,online,290.35,8
929,2025-10-19,apac,retail,253.60,6
930,2025-08-16,latam,online,394.73,12
931,2025-10-10,latam,retail,387.15,10
932,2026-04-17,us,wholesale,498.55,14
933,2025-09-13,eu,online,532.15,18
934,2025-03-21,apac,retail,350.73,9
935,2025-04-08,us,wholesale,439.77,11
936,2025-02-27,us,wholesale,505.38,11
937,2026-03-21,latam,retail,272.12,6
938,2025-01-12,latam,online,481.99,12
939,2026-06-21,us,wholesale,613.48,20
940,2025-02-21,apac,online,373.77,9
941,2026-06-01,us,retail,265.85,6
942,2026-05-03,eu,online,555.59,15
943,2025-03-29,eu,online,466.46,12
944,2025-07-22,us,online,322.88,9
945,2026-06-21,us,wholesale,536.58,13
946,2025-04-02,latam,retail,359.91,12
947,2025-07-15,apac,online,335.06,12
948,2026-03-29,latam,retail,394.03,10
949,2025-08-28,apac,retail,298.40,7
950,2025-02-25,us,wholesale,532.97,16
951,2025-10-22,us,wholesale,634.59,21
952,2025-08-03,apac,wholesale,585.16,14
953,2025-09-22,latam,online,361.28,8
954,2026-01-21,us,online,318.05,8
955,2025-06-24,us,wholesale,576.02,14
956,2025-01-09,latam,online,442.74,15
957,2026-01-04,us,online,340.19,8
958,2026-01-25,us,online,329.06,9
959,2026-05-12,us,retail,294.52,9
960,2025-01-23,apac,online,320.49,11
961,2026-05-17,us,online,283.51,8
962,2025-08-30,latam,online,448.72,10
963,2025-03-05,us,online,247.98,6
964,2025-10-14,us,wholesale,395.93,12
965,2025-05-21,latam,online,473.13,10
966,2025-08-21,us,online,355.68,10
967,2025-11-16,us,online,365.30,10
968,2025-07-27,latam,wholesale,648.36,15
969,2026-06-21,latam,retail,380.89,9
970,2025-06-11,us,online,279.46,8
971,2025-05-02,us,retail,292.74,10
972,2026-02-28,eu,online,629.29,14
973,2025-10-08,latam,retail,359.39,12
974,2025-10-01,eu,retail,442.29,11
975,2025-08-25,us,online,320.46,8
976,2026-04-26,apac,online,322.35,8
977,2026-05-19,apac,retail,267.61,8
978,2025-10-04,apac,retail,291.38,6
979,2025-07-27,latam,online,430.93,10
980,2026-05-17,us,retail,229.36,6
981,2026-03-14,us,retail,233.04,6
982,2026-06-22,apac,online,367.11,9
983,2025-04-22,us,wholesale,421.04,15
984,2026-02-10,us,online,320.19,7
985,2025-02-20,eu,online,544.78,12
986,2025-06-20,us,online,336.01,9
987,2026-06-14,us,wholesale,595.04,15
988,2025-07-04,eu,online,480.38,11
989,2025-05-19,us,retail,220.07,8
990,2025-07-26,apac,retail,307.02,7
991,2025-06-17,eu,online,513.67,17
992,2026-06-21,apac,online,338.25,8
993,2025-06-13,us,retail,219.61,5
994,2025-06-03,us,online,324.33,10
995,2025-02-22,eu,retail,378.40,9
996,2025-05-01,apac,online,378.00,9
997,2025-09-17,us,wholesale,547.39,15
998,2026-05-21,us,online,303.24,9
999,2026-02-24,us,online,284.08,10
1000,2025-08-01,us,online,317.43,11
1001,2025-02-07,eu,online,529.79,14
1002,2025-03-31,us,online,343.17,12
1003,2025-10-19,apac,wholesale,494.78,13
1004,2026-04-12,us,wholesale,423.23,10
1005,2025-11-03,latam,wholesale,610.15,14
1006,2025-03-08,us,retail,295.15,9
1007,2025-10-09,eu,online,489.21,15
1008,2026-06-26,latam,wholesale,762.97,17
1009,2025-10-22,apac,online,284.83,9
1010,2025-05-13,us,online,369.51,9
1011,2026-05-25,apac,retail,266.26,7
1012,2025-01-02,us,retail,268.95,9
1013,2025-08-01,apac,retail,327.32,9
1014,2025-08-06,latam,online,247.60,9
1015,2025-03-11,latam,online,408.22,12
1016,2025-12-16,eu,online,589.35,17
1017,2025-06-29,us,retail,288.99,6
1018,2025-02-06,apac,online,436.83,11
1019,2025-12-10,apac,online,282.94,6
1020,2025-11-20,eu,online,546.75,14
1021,2025-12-06,eu,online,559.99,16
1022,2025-02-01,us,online,228.29,7
1023,2025-06-19,apac,online,321.28,8
1024,2025-11-19,us,retail,227.66,6
1025,2025-09-01,latam,wholesale,580.58,17
1026,2026-01-19,apac,wholesale,669.88,16
1027,2026-03-31,us,retail,188.44,4
1028,2026-05-11,eu,online,515.79,13
1029,2025-05-27,apac,retail,289.92,6
1030,2025-07-30,apac,retail,272.40,7
1031,2026-06-19,apac,retail,310.27,11
1032,2025-12-08,us,retail,256.54,7
1033,2025-11-16,eu,online,624.14,16
1034,2025-10-21,latam,wholesale,707.59,21
1035,2025-05-01,latam,online,425.71,14
1036,2025-04-15,us,online,320.86,10
1037,2025-05-25,latam,online,517.30,13
1038,2025-12-13,latam,online,397.50,11
1039,2025-02-21,eu,wholesale,858.12,24
1040,2026-04-02,latam,online,440.60,11
1041,2025-03-22,latam,retail,412.36,11
1042,2026-04-25,eu,retail,402.20,14
1043,2026-04-22,latam,online,306.89,10
1044,2026-01-08,us,online,316.08,9
1045,2025-11-29,us,online,325.46,9
1046,2025-06-24,latam,online,433.70,13
1047,2026-06-05,latam,online,505.96,12
1048,2025-11-06,latam,online,487.36,13
1049,2025-09-07,apac,online,248.61,7
1050,2026-03-18,latam,retail,310.92,7
1051,2025-08-30,apac,retail,311.90,8
1052,2025-04-28,us,retail,310.38,8
1053,2026-04-01,apac,online,408.29,14
1054,2026-01-24,eu,retail,527.54,16
1055,2025-08-11,us,wholesale,590.94,13
1056,2025-05-31,us,wholesale,413.36,10
1057,2026-04-03,apac,online,381.88,11
1058,2025-11-08,us,retail,313.84,7
1059,2025-12-19,us,retail,278.01,7
1060,2025-10-29,apac,retail,285.21,10
1061,2025-01-01,us,retail,224.57,7
1062,2025-08-29,us,retail,188.88,5
1063,2026-01-27,us,online,299.30,9
1064,2026-01-29,latam,wholesale,737.13,17
1065,2025-10-23,latam,online,506.83,17
1066,2026-05-14,eu,wholesale,829.62,21
1067,2025-05-21,us,wholesale,442.58,12
1068,2026-03-12,us,online,270.90,7
1069,2026-04-06,apac,online,336.86,9
1070,2025-08-31,eu,online,549.58,13
1071,2026-01-11,latam,retail,355.22,10
1072,2025-03-23,apac,online,362.51,12
1073,2025-10-14,us,retail,228.66,5
1074,2025-03-21,eu,online,525.50,13
1075,2025-02-24,apac,online,403.95,14
1076,2025-12-06,apac,retail,263.65,7
1077,2025-10-24,us,retail,261.99,7
1078,2025-09-24,latam,retail,399.26,14
1079,2025-02-22,apac,wholesale,544.12,13
1080,2025-05-10,eu,online,476.89,13
1081,2025-05-16,us,online,278.43,9
1082,2025-06-04,us,online,280.79,7
1083,2025-08-30,apac,wholesale,452.67,10
1084,2025-05-29,latam,wholesale,702.00,18
1085,2026-02-27,us,retail,242.71,7
1086,2025-12-20,us,wholesale,488.97,17
1087,2025-02-23,latam,retail,364.61,11
1088,2026-06-30,us,retail,265.24,8
1089,2025-09-26,us,online,384.74,14
1090,2025-11-20,us,online,357.53,8
1091,2026-06-29,us,wholesale,431.46,12
1092,2025-12-10,us,retail,185.25,6
1093,2026-02-05,us,online,247.61,8
1094,2026-06-17,us,retail,279.67,8
1095,2025-01-11,us,wholesale,479.39,17
1096,2026-04-02,eu,wholesale,665.26,19
1097,2025-02-04,us,online,315.64,7
1098,2025-05-05,us,retail,270.10,7
1099,2025-05-14,eu,retail,355.67,9
1100,2025-04-24,us,wholesale,548.78,14
1101,2025-03-19,latam,online,354.89,11
1102,2025-11-28,apac,retail,228.13,7
1103,2025-03-05,us,online,276.01,9
1104,2026-03-28,us,online,321.75,11
1105,2026-02-07,us,wholesale,509.14,17
1106,2025-04-19,us,online,337.74,8
1107,2025-03-16,us,wholesale,563.94,13
1108,2025-01-01,eu,online,563.08,13
1109,2025-12-04,us,online,378.40,10
1110,2026-03-23,us,online,273.45,8
1111,2025-03-13,us,retail,237.73,5
1112,2026-01-03,us,online,299.27,9
1113,2025-04-03,latam,wholesale,580.75,17
1114,2025-10-24,us,retail,282.25,7
1115,2026-01-29,latam,wholesale,650.99,19
1116,2026-05-14,eu,online,475.47,16
1117,2025-05-24,us,retail,275.11,6
1118,2025-11-12,latam,online,432.60,12
1119,2025-01-17,us,retail,249.52,6
1120,2026-06-20,eu,wholesale,839.82,23
1121,2025-06-02,us,retail,266.68,9
1122,2025-01-20,us,online,273.82,8
1123,2025-05-14,us,wholesale,561.19,13
1124,2025-06-24,us,wholesale,487.35,11
1125,2025-04-27,eu,retail,326.57,10
1126,2026-02-16,us,online,301.16,9
1127,2025-05-21,us,online,259.52,8
1128,2025-03-06,eu,wholesale,1064.50,35
1129,2026-01-14,eu,online,456.68,10
1130,2026-01-21,eu,wholesale,796.67,19
1131,2025-01-07,eu,online,662.30,16
1132,2026-05-03,us,online,339.16,8
1133,2026-06-20,latam,online,393.68,13
1134,2026-05-27,us,online,344.11,9
1135,2025-11-05,eu,retail,413.24,13
1136,2025-04-08,eu,online,524.88,13
1137,2026-06-04,us,retail,249.48,6
1138,2025-06-02,latam,wholesale,826.98,21
1139,2025-06-30,us,online,343.75,12
1140,2025-09-15,apac,wholesale,707.92,21
1141,2025-02-14,us,retail,247.49,7
1142,2026-06-12,latam,wholesale,704.53,23
1143,2025-11-30,us,retail,198.29,4
1144,2025-08-22,latam,wholesale,754.65,25
1145,2026-01-20,us,retail,248.73,6
1146,2025-08-10,eu,online,504.62,11
1147,2025-05-20,apac,online,332.61,10
1148,2025-02-02,latam,online,438.90,11
1149,2026-04-22,eu,wholesale,772.88,23
1150,2025-06-24,us,online,305.68,8
1151,2026-02-26,us,online,364.01,8
1152,2025-10-13,us,retail,238.83,8
1153,2025-09-11,apac,retail,266.77,6
1154,2025-01-06,us,wholesale,610.87,17
1155,2026-06-01,eu,retail,476.07,13
1156,2026-04-09,us,retail,247.43,7
1157,2026-02-21,eu,retail,441.33,13
1158,2026-05-07,us,wholesale,525.38,13
1159,2025-01-25,latam,online,486.98,16
1160,2026-01-15,us,wholesale,525.40,13
1161,2025-03-14,us,wholesale,462.13,12
1162,2025-08-01,latam,retail,385.86,9
1163,2025-02-26,eu,retail,306.92,9
1164,2026-04-22,eu,online,507.34,13
1165,2025-03-10,apac,wholesale,465.44,15
1166,2026-05-05,latam,online,396.87,10
1167,2025-08-03,us,retail,240.97,7
1168,2026-03-10,us,online,239.11,7
1169,2026-05-13,eu,online,402.62,11
1170,2025-10-27,apac,retail,287.41,8
1171,2025-03-09,apac,online,393.87,13
1172,2025-03-20,apac,wholesale,708.84,24
1173,2026-05-24,latam,retail,360.33,8
1174,2025-05-16,eu,online,554.20,15
1175,2025-01-22,apac,retail,284.79,7
1176,2025-12-10,latam,retail,358.38,10
1177,2025-12-01,latam,online,353.89,9
1178,2025-05-16,us,online,340.17,8
1179,2025-08-21,latam,retail,234.84,6
1180,2026-04-12,eu,online,536.39,12
1181,2025-10-20,us,wholesale,552.49,14
1182,2025-06-15,us,retail,256.29,8
1183,2025-05-10,eu,online,464.14,15
1184,2025-12-19,us,online,349.02,11
1185,2025-11-05,apac,retail,293.61,7
1186,2025-11-24,us,retail,244.47,8
1187,2026-06-04,us,online,272.49,7
1188,2025-05-31,latam,retail,400.31,9
1189,2025-12-13,us,retail,222.57,5
1190,2025-11-12,eu,online,426.10,15
1191,2026-01-01,us,online,346.31,9
1192,2025-10-12,us,online,342.42,11
1193,2025-03-31,eu,retail,465.42,13
1194,2025-02-27,us,online,328.91,7
1195,2026-03-14,latam,wholesale,633.54,19
1196,2025-03-31,latam,retail,373.13,12
1197,2026-03-02,us,retail,247.87,6
1198,2026-03-01,us,online,271.96,9
1199,2025-08-01,us,wholesale,472.97,13
1200,2026-01-20,latam,retail,460.39,16
1201,2026-03-01,apac,retail,305.50,8
1202,2026-01-26,us,wholesale,537.14,16
1203,2025-11-06,apac,retail,302.91,8
1204,2025-01-03,apac,wholesale,525.28,17
1205,2026-04-29,latam,online,484.31,15
1206,2025-09-08,latam,retail,387.00,14
1207,2025-03-10,us,online,272.26,7
1208,2026-05-03,apac,online,336.17,7
1209,2025-01-18,us,online,312.10,11
1210,2025-05-19,latam,retail,323.67,9
1211,2025-12-31,eu,online,569.41,14
1212,2025-07-07,eu,wholesale,856.98,21
1213,2025-11-27,us,wholesale,619.79,15
1214,2026-01-07,latam,online,360.58,12
1215,2025-01-14,us,retail,285.05,7
1216,2025-06-16,apac,retail,309.30,10
1217,2025-07-12,eu,online,542.32,13
1218,2025-04-27,us,retail,204.63,6
1219,2025-05-15,us,wholesale,538.35,16
1220,2026-06-20,latam,retail,322.16,8
1221,2025-01-30,latam,retail,343.28,11
1222,2025-11-11,us,online,314.81,10
1223,2025-04-25,eu,wholesale,984.21,24
1224,2026-06-10,eu,wholesale,912.88,24
1225,2025-02-14,apac,retail,334.91,8
1226,2025-07-30,us,retail,257.28,7
1227,2025-01-30,latam,online,513.99,11
1228,2025-06-14,us,online,337.59,8
1229,2026-06-02,us,online,285.13,7
1230,2025-07-16,eu,wholesale,812.52,18
1231,2025-01-05,latam,retail,362.56,11
1232,2026-01-11,apac,retail,285.40,7
1233,2025-04-20,latam,online,450.34,13
1234,2025-04-26,latam,online,473.82,11
1235,2026-06-17,latam,online,487.47,12
1236,2025-12-02,us,wholesale,618.19,17
1237,2025-11-16,apac,online,328.07,10
1238,2026-03-15,apac,retail,226.83,7
1239,2026-05-03,eu,retail,460.32,16
1240,2026-02-10,us,online,320.63,9
1241,2025-05-27,us,wholesale,457.75,10
1242,2025-06-22,us,retail,267.25,9
1243,2026-02-18,us,online,349.26,9
1244,2025-10-07,latam,retail,398.91,10
1245,2025-12-31,us,retail,201.29,6
1246,2026-04-11,apac,online,368.89,12
1247,2025-05-18,latam,online,512.96,12
1248,2025-07-03,apac,wholesale,597.00,17
1249,2025-04-09,us,wholesale,542.04,15
1250,2025-10-28,apac,online,296.58,7
1251,2025-12-18,apac,online,379.67,13
1252,2025-05-02,us,retail,206.56,6
1253,2026-04-16,latam,online,461.38,12
1254,2025-06-18,us,retail,244.03,7
1255,2026-05-15,eu,retail,421.69,11
1256,2026-04-27,us,online,283.06,8
1257,2026-02-05,us,online,295.95,9
1258,2025-10-19,us,retail,310.85,9
1259,2026-01-11,eu,wholesale,736.33,26
1260,2025-04-10,us,online,348.19,10
1261,2025-02-27,us,online,285.63,7
1262,2025-03-09,us,retail,247.42,6
1263,2025-11-30,eu,wholesale,974.19,27
1264,2025-01-21,apac,online,374.72,9
1265,2026-01-22,us,retail,242.35,8
1266,2025-07-30,apac,online,343.69,10
1267,2025-12-14,apac,retail,302.59,7
1268,2025-03-19,latam,online,467.70,11
1269,2025-02-18,apac,online,343.48,8
1270,2025-04-08,us,retail,308.14,8
1271,2026-06-28,latam,online,395.02,9
1272,2025-11-04,us,online,339.27,9
1273,2026-02-16,apac,wholesale,575.34,14
1274,2026-06-13,us,retail,306.71,7
1275,2026-04-24,us,wholesale,525.69,12
1276,2025-03-03,us,retail,280.79,8
1277,2025-06-04,apac,wholesale,573.36,13
1278,2025-03-07,apac,retail,229.15,6
1279,2025-10-21,us,online,283.16,7
1280,2025-07-16,apac,wholesale,533.74,19
1281,2026-05-13,us,online,264.15,7
1282,2025-05-20,eu,wholesale,792.77,28
1283,2025-06-30,us,online,293.48,7
1284,2025-03-27,us,wholesale,466.68,14
1285,2026-02-21,latam,wholesale,786.20,18
1286,2025-05-24,apac,retail,256.84,8
1287,2025-05-04,us,online,260.17,6
1288,2025-04-03,us,online,290.70,9
1289,2025-12-04,eu,retail,456.36,11
1290,2025-08-12,us,retail,199.08,7
1291,2026-03-27,latam,retail,274.97,9
1292,2025-04-26,apac,retail,325.51,10
1293,2025-10-12,apac,online,433.80,13
1294,2025-01-22,us,retail,193.47,5
1295,2025-02-25,us,wholesale,443.01,14
1296,2026-01-07,us,online,268.97,6
1297,2025-08-31,us,online,359.96,8
1298,2025-09-19,apac,retail,261.27,8
1299,2025-11-01,us,retail,254.91,6
1300,2026-02-21,us,retail,333.52,8
1301,2026-05-19,latam,wholesale,604.19,14
1302,2025-04-13,us,retail,245.37,6
1303,2025-12-27,us,online,277.89,7
1304,2025-02-23,latam,online,469.78,12
1305,2025-05-20,latam,online,464.47,14
1306,2025-09-13,us,wholesale,536.83,14
1307,2025-05-14,us,retail,265.08,6
1308,2025-05-17,latam,online,365.61,11
1309,2025-10-16,us,retail,278.55,9
1310,2025-08-18,us,retail,268.26,9
1311,2025-08-23,eu,online,660.62,21
1312,2026-02-15,us,wholesale,439.93,11
1313,2026-01-12,us,wholesale,576.05,20
1314,2026-04-10,apac,retail,327.21,8
1315,2025-07-28,apac,online,391.37,9
1316,2025-05-14,latam,online,525.60,15
1317,2025-10-17,latam,wholesale,680.20,22
1318,2025-09-26,us,wholesale,443.08,14
1319,2026-04-15,apac,online,401.72,9
1320,2025-08-06,us,online,320.78,8
1321,2025-09-20,us,retail,304.79,11
1322,2025-12-29,us,online,320.35,7
1323,2025-02-16,us,retail,274.11,8
1324,2025-05-16,us,online,301.44,7
1325,2025-09-24,us,online,357.60,10
1326,2026-06-28,apac,wholesale,646.55,18
1327,2025-05-11,latam,online,291.05,9
1328,2025-09-27,latam,online,430.69,11
1329,2025-11-17,us,online,280.12,7
1330,2026-03-27,apac,retail,296.15,10
1331,2025-02-06,eu,online,483.36,13
1332,2026-05-22,eu,retail,421.54,15
1333,2026-05-12,latam,retail,324.54,8
1334,2025-07-28,eu,online,528.00,12
1335,2026-06-05,latam,wholesale,734.79,18
1336,2025-01-05,latam,retail,296.29,8
1337,2025-03-20,us,online,336.14,11
1338,2025-05-05,latam,online,490.57,14
1339,2025-11-28,us,retail,275.52,6
1340,2025-10-03,us,online,348.60,9
1341,2026-04-09,eu,retail,379.28,9
1342,2025-08-05,us,online,352.03,8
1343,2025-02-26,us,online,298.24,8
1344,2025-09-03,eu,online,441.51,10
1345,2025-08-02,us,wholesale,532.10,16
1346,2025-05-04,us,online,353.46,11
1347,2025-11-14,us,retail,272.22,8
