month,plan,segment,region,starting_mrr,new_mrr,expansion_mrr,contraction_mrr,churned_mrr,ending_mrr,new_accounts,churned_accounts,active_accounts
2024-12-01,enterprise,mid_market,latam,2021.96,78.07,33.74,12.43,49.28,2072.07,0,0,2
2024-12-01,enterprise,enterprise,us,40027.88,1427.28,2369.04,830.71,401.59,42591.9,0,0,6
2024-12-01,enterprise,enterprise,eu,24314.63,936.41,1026.78,409.49,266.17,25602.17,0,0,4
2024-12-01,enterprise,enterprise,apac,13706.84,488.63,565.25,195.31,130.14,14435.27,0,0,2
2024-12-01,enterprise,enterprise,latam,8271.97,319.21,207.78,74.31,101.24,8623.4,0,0,1
2025-01-01,starter,smb,us,17388.8,562.88,289.1,115.22,860.26,17265.3,6,10,192
2025-01-01,starter,smb,eu,10837.91,431.34,164.82,65.76,711.32,10656.99,5,8,118
2025-01-01,starter,smb,apac,6239.44,250.63,106.87,30.53,308.41,6258.01,3,3,70
2025-01-01,starter,smb,latam,3802.68,147.5,33.18,13.35,250.65,3719.36,2,3,41
2025-01-01,starter,mid_market,us,3342.68,105.33,116.08,36.4,72.6,3455.09,0,0,4
2025-01-01,starter,mid_market,eu,2054.06,82.47,63.4,21.79,53.72,2124.43,0,0,2
2025-01-01,starter,mid_market,apac,1135.4,36.28,36.43,11.2,29.27,1167.64,0,0,1
2025-01-01,starter,mid_market,latam,679.58,23.9,13.22,4.15,15.66,696.89,0,0,1
2025-01-01,starter,enterprise,us,777.03,25.94,46.43,12.17,8.26,828.98,0,0,1
2025-01-01,starter,enterprise,eu,459.96,15.69,23.17,7.34,5.19,486.29,0,0,1
2025-01-01,starter,enterprise,apac,263.38,10.58,11.35,4.44,2.55,278.32,0,0,1
2025-01-01,starter,enterprise,latam,156.47,5.99,4.29,1.48,1.81,163.46,0,0,1
2025-01-01,pro,smb,us,11646.93,379.9,226.43,75.62,609.22,11568.41,4,7,129
2025-01-01,pro,smb,eu,7331.78,250.66,136.08,44.14,456.98,7217.41,3,5,80
2025-01-01,pro,smb,apac,4149.58,158.14,71.07,20.48,215.5,4142.81,2,2,46
2025-01-01,pro,smb,latam,2440.37,77.16,27.35,7.71,122.76,2414.41,1,1,27
2025-01-01,pro,mid_market,us,19195.82,721.55,660.25,222.64,456.02,19898.96,1,1,23
2025-01-01,pro,mid_market,eu,11413.68,414.15,333.38,138.39,260.45,11762.38,0,0,14
2025-01-01,pro,mid_market,apac,6566.79,244.57,188.76,68.17,160.75,6771.21,0,0,8
2025-01-01,pro,mid_market,latam,3900.11,119.32,60.87,25.39,97.79,3957.13,0,0,5
2025-01-01,pro,enterprise,us,3208.15,96.13,156.52,63.65,39.97,3357.18,0,0,1
2025-01-01,pro,enterprise,eu,1942.47,62.79,105.63,35.43,21.68,2053.77,0,0,1
2025-01-01,pro,enterprise,apac,1087.14,38.86,44.07,17.54,10.41,1142.11,0,0,1
2025-01-01,pro,enterprise,latam,647.98,24.36,19.94,5.58,7.87,678.83,0,0,1
2025-01-01,business,smb,us,3875.12,138.67,74.4,27.97,257.85,3802.36,2,3,42
2025-01-01,business,smb,eu,2361.38,86.11,38.47,14.47,157.3,2314.19,1,2,26
2025-01-01,business,smb,apac,1366.17,52.13,22.57,7.64,87.17,1346.06,1,1,15
2025-01-01,business,smb,latam,790.3,23.91,7.88,2.5,50.81,768.79,0,1,9
2025-01-01,business,mid_market,us,22792.96,825.6,727.16,243.76,530.78,23571.18,1,1,28
2025-01-01,business,mid_market,eu,13809.57,525.35,486.19,136.35,372.91,14311.84,1,0,17
2025-01-01,business,mid_market,apac,7837.43,276.0,251.15,88.94,178.71,8096.93,0,0,10
2025-01-01,business,mid_market,latam,4745.09,156.38,73.69,29.41,127.01,4818.74,0,0,6
2025-01-01,business,enterprise,us,14419.23,521.62,836.45,261.81,170.39,15345.09,0,0,2
2025-01-01,business,enterprise,eu,8608.73,287.3,454.35,162.0,93.29,9095.09,0,0,1
2025-01-01,business,enterprise,apac,4818.71,176.91,199.78,67.5,58.13,5069.77,0,0,1
2025-01-01,business,enterprise,latam,2799.26,92.92,90.38,29.11,32.75,2920.7,0,0,1
2025-01-01,enterprise,smb,us,652.01,22.99,13.07,4.27,33.76,650.04,0,0,7
2025-01-01,enterprise,smb,eu,396.95,14.84,7.77,2.58,22.6,394.39,0,0,4
2025-01-01,enterprise,smb,apac,227.8,7.34,3.28,1.11,12.7,224.6,0,0,2
2025-01-01,enterprise,smb,latam,134.59,5.12,1.44,0.43,8.73,131.99,0,0,1
2025-01-01,enterprise,mid_market,us,9952.9,323.68,324.41,115.81,211.81,10273.37,0,0,12
2025-01-01,enterprise,mid_market,eu,6160.23,226.22,170.74,75.84,143.18,6338.17,0,0,7
2025-01-01,enterprise,mid_market,apac,3425.82,128.88,109.98,39.26,71.41,3554.01,0,0,4
2025-01-01,enterprise,mid_market,latam,2072.07,66.12,38.87,12.51,50.1,2114.45,0,0,2
2025-01-01,enterprise,enterprise,us,42591.9,1708.01,2158.7,881.35,492.02,45085.25,0,0,6
2025-01-01,enterprise,enterprise,eu,25602.17,917.54,1332.48,404.72,310.04,27137.44,0,0,4
2025-01-01,enterprise,enterprise,apac,14435.27,465.35,662.09,255.13,141.85,15165.73,0,0,2
2025-01-01,enterprise,enterprise,latam,8623.4,286.39,278.38,95.05,92.23,9000.89,0,0,1
2025-02-01,starter,smb,us,17265.3,547.23,270.02,103.7,1118.74,16860.11,6,12,187
2025-02-01,starter,smb,eu,10656.99,336.04,203.58,59.19,687.16,10450.26,4,8,116
2025-02-01,starter,smb,apac,6258.01,236.89,94.48,39.43,372.79,6177.14,3,4,69
2025-02-01,starter,smb,latam,3719.36,131.73,38.29,13.81,230.2,3645.37,1,3,41
2025-02-01,starter,mid_market,us,3455.09,108.8,114.16,39.25,74.78,3564.03,0,0,4
2025-02-01,starter,mid_market,eu,2124.43,68.29,66.58,26.59,45.68,2187.02,0,0,3
2025-02-01,starter,mid_market,apac,1167.64,43.64,36.44,10.35,29.66,1207.71,0,0,1
2025-02-01,starter,mid_market,latam,696.89,21.61,13.85,3.91,16.86,711.58,0,0,1
2025-02-01,starter,enterprise,us,828.98,30.29,43.2,14.44,10.17,877.85,0,0,1
2025-02-01,starter,enterprise,eu,486.29,15.13,21.61,9.5,4.79,508.74,0,0,1
2025-02-01,starter,enterprise,apac,278.32,8.77,13.39,4.4,2.77,293.32,0,0,1
2025-02-01,starter,enterprise,latam,163.46,5.06,4.36,1.57,1.59,169.71,0,0,1
2025-02-01,pro,smb,us,11568.41,368.06,226.32,73.58,577.04,11512.19,4,6,128
2025-02-01,pro,smb,eu,7217.41,264.42,108.15,48.31,407.97,7133.7,3,5,79
2025-02-01,pro,smb,apac,4142.81,153.18,64.3,21.28,246.9,4092.1,2,3,45
2025-02-01,pro,smb,latam,2414.41,81.71,20.39,9.31,146.46,2360.75,1,2,26
2025-02-01,pro,mid_market,us,19898.96,666.15,693.13,239.79,427.16,20591.3,1,1,24
2025-02-01,pro,mid_market,eu,11762.38,387.76,313.76,138.67,280.8,12044.43,0,0,14
2025-02-01,pro,mid_market,apac,6771.21,203.14,229.17,72.26,153.01,6978.24,0,0,8
2025-02-01,pro,mid_market,latam,3957.13,137.46,61.35,23.89,88.85,4043.2,0,0,5
2025-02-01,pro,enterprise,us,3357.18,134.5,166.58,57.35,32.88,3568.04,0,0,1
2025-02-01,pro,enterprise,eu,2053.77,68.44,96.52,35.08,21.91,2161.75,0,0,1
2025-02-01,pro,enterprise,apac,1142.11,38.48,52.16,19.14,10.78,1202.84,0,0,1
2025-02-01,pro,enterprise,latam,678.83,21.91,17.9,5.94,7.42,705.28,0,0,1
2025-02-01,business,smb,us,3802.36,151.92,77.66,22.23,213.18,3796.53,2,2,42
2025-02-01,business,smb,eu,2314.19,88.22,38.65,14.0,115.49,2311.57,1,1,26
2025-02-01,business,smb,apac,1346.06,45.14,23.34,7.17,67.87,1339.5,1,1,15
2025-02-01,business,smb,latam,768.79,30.96,8.39,2.54,40.49,765.1,0,0,9
2025-02-01,business,mid_market,us,23571.18,949.04,858.47,256.92,625.0,24496.77,1,1,29
2025-02-01,business,mid_market,eu,14311.84,490.4,411.96,171.8,343.67,14698.73,1,0,17
2025-02-01,business,mid_market,apac,8096.93,272.64,217.75,95.69,214.02,8277.6,0,0,10
2025-02-01,business,mid_market,latam,4818.74,177.95,93.57,32.69,121.68,4935.89,0,0,6
2025-02-01,business,enterprise,us,15345.09,526.32,882.63,267.48,148.33,16338.24,0,0,2
2025-02-01,business,enterprise,eu,9095.09,297.43,433.05,137.26,108.96,9579.35,0,0,1
2025-02-01,business,enterprise,apac,5069.77,203.97,227.67,87.17,63.16,5351.08,0,0,1
2025-02-01,business,enterprise,latam,2920.7,103.51,87.62,27.03,33.26,3051.54,0,0,1
2025-02-01,enterprise,smb,us,650.04,24.36,12.31,3.74,38.59,644.37,0,0,7
2025-02-01,enterprise,smb,eu,394.39,14.48,7.62,2.56,22.79,391.14,0,0,4
2025-02-01,enterprise,smb,apac,224.6,7.94,3.88,1.38,12.53,222.51,0,0,2
2025-02-01,enterprise,smb,latam,131.99,3.95,1.46,0.39,7.08,129.93,0,0,1
2025-02-01,enterprise,mid_market,us,10273.37,351.74,345.53,114.45,233.11,10623.08,0,0,12
2025-02-01,enterprise,mid_market,eu,6338.17,217.46,226.41,76.11,152.44,6553.49,0,0,8
2025-02-01,enterprise,mid_market,apac,3554.01,125.8,95.57,31.96,87.88,3655.55,0,0,4
2025-02-01,enterprise,mid_market,latam,2114.45,73.28,36.2,14.1,44.41,2165.41,0,0,3
2025-02-01,enterprise,enterprise,us,45085.25,1680.67,2460.66,702.91,423.33,48100.34,0,0,7
2025-02-01,enterprise,enterprise,eu,27137.44,964.72,1315.56,483.38,261.4,28672.93,0,0,4
2025-02-01,enterprise,enterprise,apac,15165.73,466.92,665.33,252.05,179.35,15866.58,0,0,2
2025-02-01,enterprise,enterprise,latam,9000.89,355.45,222.53,77.19,110.39,9391.29,0,0,1
2025-03-01,starter,smb,us,16860.11,532.86,301.83,91.95,1064.76,16538.11,6,12,184
2025-03-01,starter,smb,eu,10450.26,375.35,190.03,62.89,620.65,10332.1,4,7,115
2025-03-01,starter,smb,apac,6177.14,241.45,113.22,40.27,309.54,6182.01,3,3,69
2025-03-01,starter,smb,latam,3645.37,122.26,34.28,13.21,190.84,3597.86,1,2,40
2025-03-01,starter,mid_market,us,3564.03,138.32,101.97,38.85,95.62,3669.84,0,0,4
2025-03-01,starter,mid_market,eu,2187.02,68.29,64.45,24.33,56.92,2238.5,0,0,3
2025-03-01,starter,mid_market,apac,1207.71,44.76,39.98,13.16,30.49,1248.8,0,0,1
2025-03-01,starter,mid_market,latam,711.58,25.0,11.34,4.26,15.25,728.41,0,0,1
2025-03-01,starter,enterprise,us,877.85,31.15,46.58,17.73,8.55,929.3,0,0,1
2025-03-01,starter,enterprise,eu,508.74,16.51,21.84,7.8,5.16,534.13,0,0,1
2025-03-01,starter,enterprise,apac,293.32,10.11,15.55,5.37,3.61,309.99,0,0,1
2025-03-01,starter,enterprise,latam,169.71,5.64,5.39,1.46,1.74,177.55,0,0,1
2025-03-01,pro,smb,us,11512.19,418.87,233.67,69.18,681.48,11414.07,5,8,127
2025-03-01,pro,smb,eu,7133.7,276.8,135.91,45.03,368.15,7133.22,3,4,79
2025-03-01,pro,smb,apac,4092.1,156.49,68.12,21.23,242.37,4053.1,2,3,45
2025-03-01,pro,smb,latam,2360.75,72.08,23.93,7.66,117.97,2331.12,1,1,26
2025-03-01,pro,mid_market,us,20591.3,831.66,745.0,254.64,484.18,21429.13,1,1,25
2025-03-01,pro,mid_market,eu,12044.43,428.71,429.71,150.95,268.69,12483.2,1,0,15
2025-03-01,pro,mid_market,apac,6978.24,248.66,210.51,67.12,163.41,7206.87,0,0,8
2025-03-01,pro,mid_market,latam,4043.2,153.53,66.16,26.6,82.93,4153.36,0,0,5
2025-03-01,pro,enterprise,us,3568.04,114.49,212.93,65.33,36.02,3794.11,0,0,1
2025-03-01,pro,enterprise,eu,2161.75,65.01,98.98,38.23,20.41,2267.09,0,0,1
2025-03-01,pro,enterprise,apac,1202.84,41.98,52.5,17.54,12.03,1267.74,0,0,1
2025-03-01,pro,enterprise,latam,705.28,27.52,21.27,7.52,7.4,739.16,0,0,1
2025-03-01,business,smb,us,3796.53,152.07,68.19,24.23,200.18,3792.37,2,2,42
2025-03-01,business,smb,eu,2311.57,75.77,42.94,14.04,150.78,2265.46,1,2,25
2025-03-01,business,smb,apac,1339.5,53.32,23.02,8.45,68.12,1339.27,1,1,15
2025-03-01,business,smb,latam,765.1,23.88,8.32,2.78,40.04,754.47,0,0,8
2025-03-01,business,mid_market,us,24496.77,945.78,706.7,260.79,579.84,25308.62,1,1,30
2025-03-01,business,mid_market,eu,14698.73,502.47,479.04,174.23,333.52,15172.5,1,0,18
2025-03-01,business,mid_market,apac,8277.6,291.79,251.64,94.19,189.37,8537.46,0,0,10
2025-03-01,business,mid_market,latam,4935.89,183.95,84.01,27.84,134.2,5041.81,0,0,6
2025-03-01,business,enterprise,us,16338.24,652.83,844.7,284.97,186.97,17363.82,0,0,2
2025-03-01,business,enterprise,eu,9579.35,306.84,426.78,184.09,118.1,10010.78,0,0,1
2025-03-01,business,enterprise,apac,5351.08,184.87,280.15,89.4,56.01,5670.68,0,0,1
2025-03-01,business,enterprise,latam,3051.54,97.29,93.09,27.96,37.26,3176.7,0,0,1
2025-03-01,enterprise,smb,us,644.37,23.39,10.62,4.5,32.86,641.02,0,0,7
2025-03-01,enterprise,smb,eu,391.14,14.81,6.75,2.15,20.8,389.75,0,0,4
2025-03-01,enterprise,smb,apac,222.51,6.75,3.53,1.42,14.77,216.61,0,0,2
2025-03-01,enterprise,smb,latam,129.93,5.21,1.15,0.39,7.35,128.55,0,0,1
2025-03-01,enterprise,mid_market,us,10623.08,329.69,399.37,114.61,265.79,10971.73,0,0,13
2025-03-01,enterprise,mid_market,eu,6553.49,240.34,205.09,63.42,137.36,6798.15,0,0,8
2025-03-01,enterprise,mid_market,apac,3655.55,118.75,122.9,38.13,93.84,3765.23,0,0,4
2025-03-01,enterprise,mid_market,latam,2165.41,66.08,41.68,12.52,45.43,2215.23,0,0,3
2025-03-01,enterprise,enterprise,us,48100.34,1800.06,2592.27,808.6,541.05,51143.03,0,0,7
2025-03-01,enterprise,enterprise,eu,28672.93,868.03,1435.43,495.36,268.16,30212.88,0,0,4
2025-03-01,enterprise,enterprise,apac,15866.58,599.61,853.18,283.01,156.49,16879.86,0,0,2
2025-03-01,enterprise,enterprise,latam,9391.29,324.78,301.27,89.48,112.63,9815.23,0,0,1
2025-04-01,starter,smb,us,16538.11,517.76,282.65,107.33,1065.65,16165.54,6,12,180
2025-04-01,starter,smb,eu,10332.1,351.21,194.85,55.67,568.64,10253.86,4,6,114
2025-04-01,starter,smb,apac,6182.01,202.55,87.66,31.1,367.81,6073.32,2,4,67
2025-04-01,starter,smb,latam,3597.86,114.69,31.91,11.62,212.02,3520.81,1,2,39
2025-04-01,starter,mid_market,us,3669.84,120.93,109.2,36.85,84.76,3778.35,0,0,4
2025-04-01,starter,mid_market,eu,2238.5,87.52,75.61,21.46,58.49,2321.68,0,0,3
2025-04-01,starter,mid_market,apac,1248.8,49.55,34.73,14.38,26.76,1291.95,0,0,2
2025-04-01,starter,mid_market,latam,728.41,26.37,12.38,5.02,15.94,746.2,0,0,1
2025-04-01,starter,enterprise,us,929.3,28.21,41.1,16.87,9.94,971.8,0,0,1
2025-04-01,starter,enterprise,eu,534.13,17.1,28.63,9.28,5.06,565.52,0,0,1
2025-04-01,starter,enterprise,apac,309.99,12.52,13.12,5.45,3.3,326.88,0,0,1
2025-04-01,starter,enterprise,latam,177.55,6.59,4.91,1.68,2.19,185.19,0,0,1
2025-04-01,pro,smb,us,11414.07,449.41,200.22,82.33,602.13,11379.24,5,7,126
2025-04-01,pro,smb,eu,7133.22,288.47,130.33,38.02,430.27,7083.74,3,5,79
2025-04-01,pro,smb,apac,4053.1,151.45,72.06,24.09,245.62,4006.9,2,3,45
2025-04-01,pro,smb,latam,2331.12,70.39,24.54,8.17,122.1,2295.78,1,1,26
2025-04-01,pro,mid_market,us,21429.13,788.26,647.88,221.61,449.42,22194.24,1,1,26
2025-04-01,pro,mid_market,eu,12483.2,450.45,398.13,121.16,321.68,12888.93,1,0,15
2025-04-01,pro,mid_market,apac,7206.87,231.34,200.53,64.74,148.57,7425.44,0,0,9
2025-04-01,pro,mid_market,latam,4153.36,160.21,70.0,26.55,88.45,4268.57,0,0,5
2025-04-01,pro,enterprise,us,3794.11,132.89,176.33,66.75,44.95,3991.62,0,0,1
2025-04-01,pro,enterprise,eu,2267.09,88.88,116.82,34.29,21.24,2417.26,0,0,1
2025-04-01,pro,enterprise,apac,1267.74,48.36,57.58,20.34,12.27,1341.08,0,0,1
2025-04-01,pro,enterprise,latam,739.16,29.54,23.2,7.8,7.16,776.94,0,0,1
2025-04-01,business,smb,us,3792.37,146.66,66.1,22.9,234.03,3748.21,2,3,42
2025-04-01,business,smb,eu,2265.46,69.41,33.68,11.81,115.26,2241.49,1,1,25
2025-04-01,business,smb,apac,1339.27,41.32,20.8,6.49,70.18,1324.73,0,1,15
2025-04-01,business,smb,latam,754.47,25.08,7.41,2.78,42.93,741.25,0,0,8
2025-04-01,business,mid_market,us,25308.62,958.44,855.65,292.32,538.45,26291.94,1,1,31
2025-04-01,business,mid_market,eu,15172.5,615.19,546.92,149.72,382.62,15802.27,1,0,19
2025-04-01,business,mid_market,apac,8537.46,267.29,250.37,98.16,183.3,8773.67,0,0,10
2025-04-01,business,mid_market,latam,5041.81,159.38,81.71,36.07,135.28,5111.55,0,0,6
2025-04-01,business,enterprise,us,17363.82,575.64,967.19,299.73,200.19,18406.74,0,0,3
2025-04-01,business,enterprise,eu,10010.78,359.32,550.88,153.41,110.15,10657.41,0,0,1
2025-04-01,business,enterprise,apac,5670.68,211.98,289.22,79.2,54.47,6038.22,0,0,1
2025-04-01,business,enterprise,latam,3176.7,117.98,97.74,32.07,37.11,3323.24,0,0,1
2025-04-01,enterprise,smb,us,641.02,22.06,13.14,3.68,37.64,634.9,0,0,7
2025-04-01,enterprise,smb,eu,389.75,12.66,6.93,2.61,19.91,386.82,0,0,4
2025-04-01,enterprise,smb,apac,216.61,7.76,3.24,1.14,13.76,212.7,0,0,2
2025-04-01,enterprise,smb,latam,128.55,4.24,1.39,0.39,8.33,125.46,0,0,1
2025-04-01,enterprise,mid_market,us,10971.73,395.48,350.26,136.49,258.48,11322.5,0,0,13
2025-04-01,enterprise,mid_market,eu,6798.15,233.61,230.01,64.07,176.3,7021.41,0,0,8
2025-04-01,enterprise,mid_market,apac,3765.23,117.53,102.39,42.72,80.31,3862.11,0,0,5
2025-04-01,enterprise,mid_market,latam,2215.23,78.86,40.98,13.04,53.91,2268.12,0,0,3
2025-04-01,enterprise,enterprise,us,51143.03,1694.39,2774.66,1008.85,536.45,54066.78,0,0,8
2025-04-01,enterprise,enterprise,eu,30212.88,993.66,1462.81,568.83,321.87,31778.64,0,0,4
2025-04-01,enterprise,enterprise,apac,16879.86,577.53,840.87,294.63,202.92,17800.71,0,0,2
2025-04-01,enterprise,enterprise,latam,9815.23,333.35,298.61,94.62,120.14,10232.43,0,0,1
2025-05-01,starter,smb,us,16165.54,605.38,310.8,103.96,984.05,15993.71,7,11,178
2025-05-01,starter,smb,eu,10253.86,367.2,187.21,55.19,588.71,10164.36,4,7,113
2025-05-01,starter,smb,apac,6073.32,183.68,88.38,33.35,379.12,5932.91,2,4,66
2025-05-01,starter,smb,latam,3520.81,113.14,39.98,12.8,234.69,3426.43,1,3,38
2025-05-01,starter,mid_market,us,3778.35,121.26,132.83,46.09,82.67,3903.68,0,0,5
2025-05-01,starter,mid_market,eu,2321.68,82.25,68.37,24.78,59.04,2388.49,0,0,3
2025-05-01,starter,mid_market,apac,1291.95,47.44,34.73,13.45,31.9,1328.76,0,0,2
2025-05-01,starter,mid_market,latam,746.2,27.65,14.33,4.96,16.7,766.51,0,0,1
2025-05-01,starter,enterprise,us,971.8,29.18,45.98,18.39,10.25,1018.33,0,0,1
2025-05-01,starter,enterprise,eu,565.52,22.64,31.4,10.67,7.14,601.76,0,0,1
2025-05-01,starter,enterprise,apac,326.88,10.21,13.74,5.73,3.55,341.55,0,0,1
2025-05-01,starter,enterprise,latam,185.19,6.14,4.58,2.07,1.85,191.98,0,0,1
2025-05-01,pro,smb,us,11379.24,455.3,191.23,68.63,746.25,11210.89,5,8,125
2025-05-01,pro,smb,eu,7083.74,233.47,138.5,40.55,401.07,7014.07,3,4,78
2025-05-01,pro,smb,apac,4006.9,141.4,66.46,23.79,218.09,3972.89,2,2,44
2025-05-01,pro,smb,latam,2295.78,81.66,25.28,6.99,140.31,2255.42,1,2,25
2025-05-01,pro,mid_market,us,22194.24,740.81,717.66,236.56,475.65,22940.5,1,1,27
2025-05-01,pro,mid_market,eu,12888.93,469.79,351.49,139.81,340.49,13229.91,1,0,16
2025-05-01,pro,mid_market,apac,7425.44,292.43,209.59,69.68,188.04,7669.74,0,0,9
2025-05-01,pro,mid_market,latam,4268.57,143.72,87.32,24.18,96.77,4378.66,0,0,5
2025-05-01,pro,enterprise,us,3991.62,125.26,184.17,68.84,46.96,4185.25,0,0,1
2025-05-01,pro,enterprise,eu,2417.26,78.47,123.05,42.35,25.63,2550.79,0,0,1
2025-05-01,pro,enterprise,apac,1341.08,51.35,54.96,20.6,12.93,1413.86,0,0,1
2025-05-01,pro,enterprise,latam,776.94,23.69,21.07,8.43,8.06,805.21,0,0,1
2025-05-01,business,smb,us,3748.21,134.35,76.24,27.13,244.77,3686.9,1,3,41
2025-05-01,business,smb,eu,2241.49,71.19,43.26,12.48,111.88,2231.57,1,1,25
2025-05-01,business,smb,apac,1324.73,51.33,19.59,8.01,71.79,1315.85,1,1,15
2025-05-01,business,smb,latam,741.25,27.79,7.44,2.92,47.65,725.91,0,1,8
2025-05-01,business,mid_market,us,26291.94,1023.77,776.01,277.47,701.42,27112.83,1,1,32
2025-05-01,business,mid_market,eu,15802.27,538.97,528.18,183.05,335.26,16351.1,1,0,19
2025-05-01,business,mid_market,apac,8773.67,332.24,252.86,102.25,232.38,9024.15,0,0,11
2025-05-01,business,mid_market,latam,5111.55,204.71,85.7,34.37,121.89,5245.7,0,0,6
2025-05-01,business,enterprise,us,18406.74,721.59,1009.11,365.33,189.74,19582.37,0,0,3
2025-05-01,business,enterprise,eu,10657.41,394.32,507.55,209.96,131.17,11218.15,0,0,2
2025-05-01,business,enterprise,apac,6038.22,185.87,253.53,85.07,62.3,6330.24,0,0,1
2025-05-01,business,enterprise,latam,3323.24,100.7,97.8,30.1,39.88,3451.76,0,0,1
2025-05-01,enterprise,smb,us,634.9,22.57,10.94,4.56,34.43,629.42,0,0,7
2025-05-01,enterprise,smb,eu,386.82,13.4,5.83,2.26,19.43,384.36,0,0,4
2025-05-01,enterprise,smb,apac,212.7,8.56,3.56,1.14,10.98,212.69,0,0,2
2025-05-01,enterprise,smb,latam,125.46,4.05,1.13,0.4,6.27,123.96,0,0,1
2025-05-01,enterprise,mid_market,us,11322.5,429.94,359.11,147.69,299.18,11664.68,1,0,14
2025-05-01,enterprise,mid_market,eu,7021.41,252.38,218.21,82.01,161.51,7248.49,0,0,9
2025-05-01,enterprise,mid_market,apac,3862.11,128.57,108.45,37.77,82.44,3978.93,0,0,5
2025-05-01,enterprise,mid_market,latam,2268.12,91.87,41.71,13.06,61.21,2327.44,0,0,3
2025-05-01,enterprise,enterprise,us,54066.78,2058.48,3003.37,1119.16,598.25,57411.22,0,0,8
2025-05-01,enterprise,enterprise,eu,31778.64,1111.67,1603.4,554.93,340.27,33598.52,0,0,5
2025-05-01,enterprise,enterprise,apac,17800.71,683.69,862.92,279.14,180.29,18887.89,0,0,3
2025-05-01,enterprise,enterprise,latam,10232.43,313.73,261.16,106.87,98.48,10601.98,0,0,1
2025-06-01,starter,smb,us,15993.71,631.61,305.54,96.71,1045.01,15789.14,7,12,175
2025-06-01,starter,smb,eu,10164.36,362.65,162.26,59.2,650.21,9979.87,4,7,111
2025-06-01,starter,smb,apac,5932.91,212.4,93.88,37.7,377.78,5823.71,2,4,65
2025-06-01,starter,smb,latam,3426.43,134.87,38.83,12.72,193.03,3394.39,1,2,38
2025-06-01,starter,mid_market,us,3903.68,154.83,131.82,51.15,91.25,4047.92,0,0,5
2025-06-01,starter,mid_market,eu,2388.49,93.08,67.79,24.98,59.14,2465.24,0,0,3
2025-06-01,starter,mid_market,apac,1328.76,46.01,41.73,14.87,27.18,1374.46,0,0,2
2025-06-01,starter,mid_market,latam,766.51,26.37,12.06,5.55,19.1,780.3,0,0,1
2025-06-01,starter,enterprise,us,1018.33,39.84,57.64,20.39,10.64,1084.78,0,0,1
2025-06-01,starter,enterprise,eu,601.76,21.28,29.69,9.76,6.26,636.7,0,0,1
2025-06-01,starter,enterprise,apac,341.55,12.8,15.89,6.36,3.67,360.22,0,0,1
2025-06-01,starter,enterprise,latam,191.98,6.04,5.45,2.2,2.11,199.15,0,0,1
2025-06-01,pro,smb,us,11210.89,404.28,220.65,74.07,554.62,11207.13,4,6,125
2025-06-01,pro,smb,eu,7014.07,254.96,111.77,41.3,441.85,6897.66,3,5,77
2025-06-01,pro,smb,apac,3972.89,156.51,55.94,23.83,244.88,3916.64,2,3,44
2025-06-01,pro,smb,latam,2255.42,86.65,19.07,7.92,147.03,2206.19,1,2,25
2025-06-01,pro,mid_market,us,22940.5,907.08,778.72,290.33,530.33,23805.64,1,1,28
2025-06-01,pro,mid_market,eu,13229.91,458.95,451.38,161.8,275.23,13703.22,1,0,16
2025-06-01,pro,mid_market,apac,7669.74,264.79,206.56,76.11,174.96,7890.02,0,0,9
2025-06-01,pro,mid_market,latam,4378.66,161.36,70.62,31.31,116.38,4462.95,0,0,5
2025-06-01,pro,enterprise,us,4185.25,159.1,187.46,68.54,40.69,4422.58,0,0,1
2025-06-01,pro,enterprise,eu,2550.79,102.73,114.59,48.15,26.64,2693.32,0,0,1
2025-06-01,pro,enterprise,apac,1413.86,50.97,66.11,25.5,16.17,1489.26,0,0,1
2025-06-01,pro,enterprise,latam,805.21,30.11,20.13,8.82,9.48,837.15,0,0,1
2025-06-01,business,smb,us,3686.9,117.51,58.48,22.4,199.3,3641.19,1,2,40
2025-06-01,business,smb,eu,2231.57,70.95,37.76,11.48,112.71,2216.09,1,1,25
2025-06-01,business,smb,apac,1315.85,51.73,22.06,7.09,84.5,1298.05,1,1,14
2025-06-01,business,smb,latam,725.91,23.82,6.55,2.27,36.25,717.77,0,0,8
2025-06-01,business,mid_market,us,27112.83,1092.46,834.39,341.86,553.15,28144.68,1,1,33
2025-06-01,business,mid_market,eu,16351.1,661.39,549.88,180.79,423.95,16957.63,1,0,20
2025-06-01,business,mid_market,apac,9024.15,325.7,254.04,89.38,242.06,9272.45,0,0,11
2025-06-01,business,mid_market,latam,5245.7,170.9,92.43,36.49,135.23,5337.31,0,0,6
2025-06-01,business,enterprise,us,19582.37,606.18,904.95,347.36,224.49,20521.66,0,0,3
2025-06-01,business,enterprise,eu,11218.15,444.92,551.97,204.87,120.51,11889.66,0,0,2
2025-06-01,business,enterprise,apac,6330.24,237.45,303.1,91.43,73.28,6706.08,0,0,1
2025-06-01,business,enterprise,latam,3451.76,128.27,88.73,36.66,37.27,3594.82,0,0,1
2025-06-01,enterprise,smb,us,629.42,25.53,12.35,3.85,32.15,631.3,0,0,7
2025-06-01,enterprise,smb,eu,384.36,12.02,7.12,2.6,19.15,381.74,0,0,4
2025-06-01,enterprise,smb,apac,212.69,7.97,3.67,1.06,12.96,210.32,0,0,2
