return_id,order_id,line_item_id,return_date,reason,quantity,refund_amount,status
22329,143310,357978,2024-06-17,defective,3,156.64,refunded
22330,105208,263014,2025-10-18,defective,1,151.3,approved
22331,140169,350176,2025-11-17,changed_mind,2,191.6,refunded
22332,127746,319125,2025-06-09,not_as_described,2,54.41,pending
22333,184225,460029,2025-09-23,damaged,3,42.61,approved
22334,109045,272704,2024-11-02,defective,3,45.69,refunded
22335,107174,268002,2025-03-21,changed_mind,1,117.91,pending
22336,61947,154832,2024-04-30,wrong_item,1,87.52,approved
22337,14641,36520,2025-07-30,damaged,3,121.95,rejected
22338,150294,375382,2025-12-24,damaged,2,90.09,approved
22339,172157,429860,2024-03-07,damaged,2,59.43,rejected
22340,133723,334064,2024-12-13,not_as_described,3,102.21,pending
22341,141643,353812,2024-10-16,defective,2,27.74,refunded
22342,17444,43564,2024-01-30,damaged,3,62.84,pending
22343,176381,440490,2025-02-21,defective,1,137.91,pending
22344,80308,200777,2025-08-30,wrong_item,2,119.35,refunded
22345,53636,133902,2025-06-06,changed_mind,3,51.08,approved
22346,149417,373171,2025-03-04,not_as_described,3,19.94,rejected
22347,142167,355114,2024-02-22,not_as_described,3,86.16,approved
22348,59544,148805,2026-01-21,defective,1,136.31,rejected
22349,2842,7135,2025-09-04,damaged,3,103.89,rejected
22350,14642,36525,2025-02-13,defective,1,68.09,pending
22351,92969,232267,2025-10-30,wrong_item,3,103.5,refunded
22352,118042,295107,2025-08-20,not_as_described,2,177.24,pending
22353,145565,363603,2025-06-09,changed_mind,2,111.17,approved
22354,5562,13960,2025-04-24,changed_mind,3,49.11,refunded
22355,56599,141390,2025-03-21,defective,1,52.1,approved
22356,60391,150904,2025-03-04,damaged,3,111.06,refunded
22357,84724,211826,2025-12-17,damaged,3,179.13,rejected
22358,36532,91330,2024-05-01,defective,2,178.09,approved
22359,77437,193549,2024-04-06,not_as_described,1,192.17,approved
22360,105931,264801,2025-07-18,changed_mind,1,193.89,refunded
22361,174655,436143,2024-02-19,damaged,1,28.69,refunded
22362,199550,498311,2025-11-13,changed_mind,3,158.95,approved
22363,194399,485456,2025-08-31,changed_mind,1,149.76,approved
22364,119917,299755,2024-06-30,changed_mind,1,105.07,refunded
22365,133354,333124,2024-11-26,changed_mind,1,65.16,rejected
22366,53325,133121,2024-09-17,defective,1,120.09,rejected
22367,113918,284821,2025-06-18,defective,2,120.8,approved
22368,13716,34209,2024-05-14,not_as_described,1,177.58,pending
22369,33271,83149,2025-11-01,damaged,2,116.35,pending
22370,20645,51617,2024-10-20,changed_mind,3,74.27,approved
22371,42791,106972,2024-04-22,not_as_described,1,193.13,refunded
22372,27876,69688,2024-07-25,not_as_described,2,51.32,refunded
22373,81106,202772,2024-11-17,defective,1,154.83,rejected
22374,109152,272975,2025-04-17,defective,3,174.53,approved
22375,23184,58001,2025-12-16,defective,1,77.71,rejected
22376,29788,74405,2024-03-25,defective,1,46.13,approved
22377,9443,23637,2025-06-14,not_as_described,1,40.61,pending
22378,120834,302031,2024-12-30,changed_mind,2,21.05,refunded
22379,20125,50347,2025-03-15,changed_mind,3,182.18,refunded
22380,87520,218776,2024-12-25,not_as_described,2,177.92,rejected
22381,124568,311305,2024-05-20,not_as_described,2,147.04,approved
22382,114980,287505,2025-03-06,wrong_item,1,75.57,refunded
22383,76406,190991,2024-10-01,not_as_described,2,50.81,pending
22384,168857,421694,2025-06-30,changed_mind,1,22.18,refunded
22385,125691,314150,2025-11-20,changed_mind,2,53.02,approved
22386,82897,207260,2024-12-19,damaged,1,103.18,approved
22387,37755,94397,2025-07-17,not_as_described,2,46.96,refunded
22388,103076,257729,2024-11-14,changed_mind,3,165.62,pending
22389,183101,457235,2024-02-16,not_as_described,3,130.45,refunded
22390,49799,124370,2024-05-29,not_as_described,2,108.88,approved
22391,39054,97682,2024-03-19,not_as_described,1,68.56,pending
22392,82168,205466,2024-08-01,damaged,1,40.96,refunded
22393,98770,246893,2025-03-04,damaged,1,199.76,approved
22394,58601,146404,2024-08-26,changed_mind,2,166.8,refunded
22395,140920,352037,2025-08-12,damaged,2,195.77,approved
22396,99155,247853,2025-08-16,wrong_item,2,164.23,approved
22397,146672,366362,2024-09-11,damaged,1,42.8,refunded
22398,185188,462455,2024-05-30,changed_mind,3,124.77,rejected
22399,179876,449145,2025-01-27,wrong_item,1,198.16,approved
22400,77929,194743,2024-11-24,not_as_described,3,185.55,pending
22401,150139,374976,2024-10-27,damaged,1,136.79,pending
22402,64321,160790,2024-11-03,wrong_item,2,32.74,rejected
22403,140441,350848,2025-01-08,not_as_described,1,149.83,rejected
22404,72952,182312,2025-03-05,not_as_described,3,32.67,pending
22405,141803,354183,2025-01-12,wrong_item,2,24.35,rejected
22406,186891,466744,2024-11-07,damaged,1,182.33,refunded
22407,137405,343238,2024-03-07,damaged,1,14.54,refunded
22408,144429,360810,2025-05-12,wrong_item,3,56.93,pending
22409,139525,348546,2025-05-02,not_as_described,2,55.85,approved
22410,119487,298708,2025-09-23,damaged,3,140.94,approved
22411,42741,106847,2024-12-06,changed_mind,2,97.32,refunded
22412,198953,496789,2025-07-09,not_as_described,1,109.85,refunded
22413,125618,313965,2025-06-19,defective,1,44.36,refunded
22414,71731,179308,2024-02-29,not_as_described,2,50.77,pending
22415,76988,192417,2024-05-13,damaged,1,121.15,pending
22416,12374,30874,2024-12-24,defective,3,103.36,refunded
22417,54862,136986,2024-11-12,damaged,1,61.88,refunded
22418,29553,73801,2024-12-08,defective,1,87.35,approved
22419,57323,143241,2025-11-28,wrong_item,1,47.41,refunded
22420,102233,255613,2025-07-13,defective,1,175.84,approved
22421,38286,95730,2025-06-28,changed_mind,1,142.47,approved
22422,56700,141645,2025-07-27,damaged,3,118.93,rejected
22423,102463,256164,2025-07-31,changed_mind,2,152.0,rejected
22424,64442,161096,2024-10-09,not_as_described,3,152.69,rejected
22425,117833,294559,2025-09-15,wrong_item,1,87.96,rejected
22426,93649,233931,2024-08-06,changed_mind,1,72.75,approved
22427,154942,387007,2024-06-03,damaged,3,62.02,refunded
22428,45735,114262,2025-06-03,changed_mind,3,56.45,approved
22429,39431,98624,2025-06-04,damaged,1,165.61,pending
22430,176489,440775,2024-07-31,not_as_described,2,83.15,approved
22431,136218,340343,2024-11-04,damaged,2,43.13,rejected
22432,4530,11356,2025-07-10,changed_mind,2,50.02,rejected
22433,34689,86686,2025-08-09,damaged,2,39.61,pending
22434,79066,197643,2024-04-04,changed_mind,1,110.59,rejected
22435,135559,338633,2025-03-06,defective,2,110.34,approved
22436,98180,245393,2025-07-02,changed_mind,3,153.64,approved
22437,108758,271982,2024-09-17,not_as_described,2,8.84,refunded
22438,30365,75831,2025-10-23,defective,1,174.38,pending
22439,77129,192757,2024-12-07,changed_mind,3,137.51,refunded
22440,179931,449279,2025-01-24,not_as_described,2,115.61,rejected
22441,41232,103098,2024-03-17,damaged,2,97.64,pending
22442,112634,281630,2024-01-21,not_as_described,1,120.49,pending
22443,17003,42429,2025-07-21,wrong_item,1,17.24,approved
22444,71778,179429,2024-09-02,wrong_item,1,35.72,refunded
22445,53981,134775,2025-05-10,not_as_described,3,149.09,pending
22446,188773,471398,2025-08-08,changed_mind,3,86.27,rejected
22447,97053,242567,2024-07-05,damaged,3,106.03,rejected
22448,167760,418974,2025-04-17,changed_mind,1,125.93,rejected
22449,93032,232419,2024-04-16,wrong_item,1,61.29,refunded
22450,144468,360911,2024-07-26,damaged,1,102.26,approved
22451,15269,38096,2025-12-23,defective,2,42.58,pending
22452,88930,222338,2025-09-16,wrong_item,1,28.58,pending
22453,111947,279870,2025-03-14,wrong_item,2,159.36,rejected
22454,149594,373633,2024-06-08,changed_mind,2,95.55,refunded
22455,141762,354087,2024-10-17,damaged,3,148.45,rejected
22456,174749,436373,2025-12-01,wrong_item,2,46.48,refunded
22457,186897,466761,2025-12-25,wrong_item,3,131.0,refunded
22458,23521,58835,2024-10-04,changed_mind,1,64.18,approved
22459,2393,6007,2024-11-20,defective,3,181.19,refunded
22460,46832,117006,2024-12-23,defective,2,77.44,rejected
22461,170891,426724,2024-04-13,changed_mind,3,120.59,rejected
22462,170690,426218,2024-03-19,defective,2,147.89,rejected
22463,33560,83844,2024-04-18,not_as_described,2,27.52,approved
22464,63133,157822,2025-06-24,damaged,3,109.59,approved
22465,38427,96080,2024-09-18,changed_mind,3,165.15,refunded
22466,178381,445454,2025-02-15,not_as_described,1,96.92,approved
22467,36059,90140,2024-03-01,wrong_item,1,9.98,refunded
22468,181010,451966,2025-09-22,damaged,2,74.28,rejected
22469,18023,45020,2025-12-25,changed_mind,2,138.09,rejected
22470,132127,330071,2024-12-10,not_as_described,1,60.08,approved
22471,101484,253765,2025-10-20,wrong_item,3,22.29,refunded
22472,50338,125690,2024-11-19,wrong_item,2,102.12,approved
22473,33633,84050,2024-05-15,changed_mind,2,84.39,pending
22474,17010,42445,2024-07-09,changed_mind,2,28.76,rejected
22475,56376,140836,2024-12-20,wrong_item,1,173.72,rejected
22476,34629,86530,2024-10-22,changed_mind,3,149.89,rejected
22477,188386,470437,2024-06-17,defective,2,199.45,pending
22478,171544,428358,2024-06-07,changed_mind,3,44.18,pending
22479,137032,342328,2025-06-24,damaged,2,128.38,pending
22480,153733,383948,2026-01-06,changed_mind,3,134.23,refunded
22481,140235,350322,2024-10-04,defective,2,172.82,rejected
22482,38012,95058,2024-03-22,changed_mind,1,129.62,approved
22483,119512,298770,2025-05-06,changed_mind,1,189.52,approved
22484,108961,272493,2024-02-16,wrong_item,1,76.93,rejected
22485,152293,380337,2024-12-20,damaged,1,66.93,rejected
22486,70945,177332,2025-11-25,wrong_item,3,18.1,rejected
22487,146509,365927,2024-07-28,defective,1,54.22,pending
22488,145215,362747,2024-10-24,not_as_described,1,21.55,refunded
22489,159870,399352,2025-09-22,damaged,3,136.94,rejected
22490,11249,28059,2024-09-20,damaged,1,158.96,refunded
22491,154243,385254,2024-03-19,not_as_described,1,146.16,rejected
22492,20155,50421,2025-02-19,wrong_item,3,97.55,pending
22493,91799,229365,2024-11-17,damaged,1,92.43,rejected
22494,1702,4283,2025-03-24,wrong_item,1,146.65,pending
22495,189351,472848,2024-02-21,damaged,3,15.19,rejected
22496,31821,79544,2025-12-20,wrong_item,3,13.89,refunded
22497,105390,263443,2024-03-21,not_as_described,1,160.12,refunded
22498,182310,455239,2024-02-08,wrong_item,1,112.6,pending
22499,3980,9964,2026-01-23,wrong_item,1,166.19,rejected
22500,62789,156979,2024-05-16,changed_mind,1,183.92,refunded
22501,67068,167622,2025-06-25,changed_mind,2,97.51,approved
22502,59336,148289,2024-03-26,changed_mind,3,75.1,refunded
22503,20421,51094,2025-09-18,changed_mind,1,50.29,approved
22504,148464,370804,2025-12-13,wrong_item,3,183.47,approved
22505,38980,97500,2024-07-06,wrong_item,2,14.21,rejected
22506,156651,391240,2024-12-25,defective,2,6.37,pending
22507,140455,350879,2025-11-21,not_as_described,2,133.54,rejected
22508,16729,41735,2025-12-02,damaged,2,126.71,approved
22509,8081,20206,2024-08-18,defective,1,41.33,approved
22510,73259,183076,2024-05-30,changed_mind,3,22.19,approved
22511,96122,240157,2025-06-14,wrong_item,2,104.09,refunded
22512,27314,68279,2024-12-29,changed_mind,3,191.26,approved
22513,117057,292628,2024-12-20,defective,3,19.2,pending
22514,50259,125489,2024-12-09,wrong_item,2,107.49,refunded
22515,70898,177219,2026-01-23,not_as_described,3,47.66,pending
22516,79395,198490,2024-03-06,changed_mind,1,111.89,pending
22517,145969,364596,2024-02-05,not_as_described,2,191.14,approved
22518,143080,357393,2025-10-12,changed_mind,2,50.09,rejected
22519,181935,454312,2025-11-28,defective,3,199.32,rejected
22520,96008,239849,2025-04-13,changed_mind,1,30.35,rejected
22521,46946,117282,2025-12-17,damaged,3,124.35,pending
22522,192625,481046,2024-05-21,defective,2,191.51,refunded
22523,111146,277873,2024-08-13,not_as_described,2,86.05,approved
22524,27148,67851,2025-05-20,not_as_described,3,40.89,rejected
22525,188708,471259,2025-01-15,wrong_item,1,105.66,refunded
22526,83992,210014,2024-03-25,damaged,1,148.16,pending
22527,91037,227493,2025-05-05,damaged,2,142.03,pending
22528,165995,414560,2024-05-03,changed_mind,2,151.03,refunded
22529,111730,279321,2025-02-20,changed_mind,1,126.34,pending
22530,998,2511,2024-02-22,wrong_item,3,70.14,pending
22531,193097,482201,2024-05-16,damaged,3,122.37,rejected
22532,113239,283136,2025-08-17,wrong_item,2,90.11,refunded
22533,114924,287360,2025-04-24,damaged,2,185.34,refunded
22534,197966,494317,2025-02-22,changed_mind,1,158.49,approved
22535,175317,437782,2025-03-24,wrong_item,3,145.26,refunded
22536,41617,104070,2025-08-24,wrong_item,3,128.53,refunded
22537,14813,36945,2025-08-01,damaged,1,158.31,rejected
22538,64051,160089,2024-09-12,defective,1,102.71,refunded
22539,153960,384538,2025-12-01,changed_mind,3,108.7,pending
22540,123194,307871,2024-06-17,not_as_described,3,54.79,approved
22541,167778,419015,2025-08-05,not_as_described,3,49.46,pending
22542,30929,77285,2024-06-26,wrong_item,2,33.32,approved
22543,23840,59610,2025-10-25,wrong_item,2,155.7,pending
22544,3783,9468,2025-03-28,wrong_item,1,25.96,refunded
22545,643,1594,2025-08-19,changed_mind,3,143.55,refunded
22546,145385,363159,2024-12-10,changed_mind,3,188.21,rejected
22547,164602,411087,2024-11-09,defective,2,26.34,approved
22548,112577,281480,2025-08-12,wrong_item,1,66.75,pending
22549,16255,40568,2024-09-18,not_as_described,2,115.91,refunded
22550,56486,141111,2025-08-22,not_as_described,1,197.12,approved
22551,28856,72130,2024-02-03,wrong_item,3,115.1,rejected
22552,103029,257604,2025-01-18,wrong_item,3,172.43,approved
22553,51172,127779,2024-04-20,defective,1,80.16,rejected
22554,162408,405613,2025-09-21,not_as_described,2,175.91,refunded
22555,53760,134233,2025-11-19,changed_mind,3,13.81,pending
22556,177038,442141,2024-03-11,not_as_described,1,182.72,refunded
22557,191255,477590,2024-08-01,not_as_described,1,178.43,refunded
22558,24389,60998,2025-06-23,defective,2,170.62,pending
22559,142226,355235,2024-02-14,not_as_described,1,190.73,approved
22560,174329,435307,2024-01-26,wrong_item,2,21.75,approved
22561,100049,250088,2025-03-29,damaged,1,154.46,rejected
22562,155947,389539,2024-07-22,changed_mind,3,142.9,refunded
22563,95410,238364,2025-01-01,not_as_described,3,121.89,rejected
22564,93056,232479,2025-11-11,wrong_item,3,67.06,pending
22565,76671,191600,2025-02-08,defective,1,77.31,pending
22566,153369,383030,2024-08-13,defective,3,173.32,refunded
22567,57862,144610,2024-06-15,not_as_described,3,89.81,approved
22568,39435,98633,2025-11-29,damaged,1,99.56,rejected
22569,156663,391272,2024-06-13,damaged,3,181.88,refunded
22570,189138,472339,2025-12-26,defective,2,189.5,approved
22571,108511,271371,2025-07-18,changed_mind,1,147.71,rejected
22572,63296,158246,2025-05-21,damaged,3,113.33,pending
22573,98013,244984,2025-05-01,damaged,1,32.14,rejected
22574,181457,453114,2025-09-25,not_as_described,2,159.55,rejected
22575,19343,48402,2024-08-21,defective,1,144.52,pending
22576,62820,157061,2024-06-24,defective,1,77.93,pending
22577,8429,21073,2024-01-31,wrong_item,2,137.82,approved
22578,67973,169915,2025-01-25,damaged,3,17.12,pending
22579,58081,145169,2025-03-02,damaged,1,161.51,refunded
22580,129279,323031,2025-10-04,changed_mind,2,124.9,pending
22581,49377,123345,2024-10-11,changed_mind,2,197.44,rejected
22582,158753,396547,2024-10-05,wrong_item,1,175.88,approved
22583,62627,156565,2024-05-10,defective,3,44.45,pending
22584,18604,46528,2024-07-24,wrong_item,3,16.81,pending
22585,84060,210179,2025-09-17,damaged,1,67.32,approved
22586,52883,131975,2025-10-19,not_as_described,3,11.29,pending
22587,149839,374247,2025-07-30,wrong_item,1,190.04,pending
22588,73736,184296,2025-05-27,wrong_item,2,141.18,refunded
22589,77028,192513,2025-09-26,wrong_item,3,129.76,approved
22590,185748,463895,2024-10-14,defective,1,166.49,approved
22591,45556,113799,2024-12-23,wrong_item,2,39.61,rejected
22592,60068,150096,2024-04-25,wrong_item,3,130.91,rejected
22593,167825,419128,2025-06-16,wrong_item,2,92.22,pending
22594,113417,283577,2024-06-02,not_as_described,3,129.4,pending
22595,62596,156483,2025-04-25,not_as_described,2,164.71,approved
22596,111421,278546,2024-02-27,not_as_described,3,14.69,pending
22597,106284,265680,2025-02-17,wrong_item,1,73.28,refunded
22598,190879,476617,2024-08-30,not_as_described,2,146.35,refunded
22599,31534,78820,2025-12-08,defective,3,134.05,refunded
22600,80225,200575,2025-05-13,damaged,2,35.99,pending
22601,198678,496101,2025-05-09,not_as_described,3,41.77,approved
22602,131506,328542,2025-02-27,changed_mind,1,143.9,rejected
22603,14170,35363,2024-10-25,defective,2,60.03,rejected
22604,181530,453289,2024-04-22,not_as_described,3,178.42,pending
22605,72202,180493,2025-01-03,damaged,1,77.65,rejected
22606,38986,97522,2024-08-19,damaged,1,61.55,refunded
22607,111458,278639,2026-01-14,changed_mind,3,178.33,rejected
22608,190862,476578,2024-05-02,wrong_item,2,22.26,rejected
22609,127108,317592,2024-08-24,damaged,3,108.06,rejected
22610,57060,142554,2024-07-26,not_as_described,2,186.55,refunded
22611,180711,451229,2024-11-10,wrong_item,3,10.22,refunded
22612,104308,260750,2025-07-28,not_as_described,1,35.36,rejected
22613,167447,418205,2024-07-18,not_as_described,2,131.27,approved
22614,54441,135929,2024-12-24,not_as_described,1,136.84,rejected
22615,135735,339093,2024-01-19,damaged,1,95.15,rejected
22616,132643,331357,2025-12-05,not_as_described,3,134.12,refunded
22617,102322,255830,2025-07-05,wrong_item,2,49.08,refunded
22618,40410,101008,2025-01-18,damaged,3,71.62,refunded
22619,171285,427700,2024-12-18,defective,1,186.31,pending
22620,90689,226636,2025-01-27,changed_mind,2,80.9,rejected
22621,180151,449822,2024-12-15,wrong_item,3,82.73,pending
22622,3615,9044,2025-10-25,defective,2,135.87,approved
22623,86144,215357,2024-06-26,defective,2,37.46,pending
22624,184293,460216,2025-10-16,damaged,3,102.68,pending
22625,188578,470925,2025-08-12,not_as_described,1,102.82,approved
22626,78672,196657,2025-12-06,damaged,3,159.96,approved
22627,108725,271900,2025-08-18,changed_mind,1,134.32,approved
22628,116660,291632,2025-06-28,damaged,3,35.68,approved
22629,43819,109497,2025-06-25,changed_mind,2,154.02,refunded
22630,70948,177342,2025-09-24,changed_mind,3,46.42,approved
22631,60867,152117,2024-10-03,not_as_described,1,25.64,approved
22632,165255,412683,2025-11-05,defective,3,146.32,rejected
22633,91073,227582,2026-01-10,damaged,2,68.84,pending
22634,3932,9839,2025-07-26,damaged,3,171.92,refunded
22635,26004,65004,2024-03-01,defective,2,186.66,approved
22636,92491,231093,2024-12-07,wrong_item,2,64.91,pending
22637,161166,402525,2025-03-08,not_as_described,1,22.86,approved
22638,126836,316924,2025-12-31,changed_mind,3,103.02,refunded
22639,192970,481877,2024-03-17,damaged,2,23.0,approved
22640,6534,16360,2025-09-23,damaged,1,5.58,refunded
22641,3048,7638,2024-11-22,defective,1,196.95,rejected
22642,81390,203497,2025-07-11,not_as_described,1,183.51,refunded
22643,26349,65843,2024-08-18,changed_mind,1,51.74,refunded
22644,96924,242226,2025-03-03,wrong_item,2,164.83,pending
22645,172723,431278,2024-01-15,changed_mind,1,199.96,rejected
22646,166370,415497,2025-09-26,not_as_described,1,144.6,pending
22647,151277,377813,2025-11-08,damaged,2,184.28,pending
22648,126856,316978,2025-03-23,damaged,3,88.25,approved
22649,118941,297342,2024-10-26,wrong_item,2,184.55,approved
22650,94461,235970,2024-04-22,wrong_item,2,40.29,approved
22651,174692,436242,2025-12-16,defective,1,93.83,refunded
22652,147697,368895,2025-08-04,not_as_described,3,112.27,pending
22653,39243,98149,2025-12-04,wrong_item,2,191.09,pending
22654,60847,152066,2024-05-12,changed_mind,3,192.74,approved
22655,133375,333173,2024-11-10,damaged,1,12.22,rejected
22656,20771,51935,2024-08-30,wrong_item,3,36.21,approved
22657,104078,260196,2025-02-26,changed_mind,3,44.72,rejected
22658,117921,294794,2024-10-11,damaged,1,7.9,rejected
22659,197881,494113,2024-07-20,not_as_described,3,78.55,rejected
22660,51715,129134,2024-03-16,not_as_described,2,150.6,refunded
22661,23107,57807,2025-07-13,defective,3,128.19,rejected
22662,146876,366860,2024-07-13,changed_mind,2,45.73,approved
22663,198200,494895,2024-06-30,defective,2,54.82,rejected
22664,136439,340887,2025-09-21,damaged,1,107.89,rejected
22665,47858,119553,2025-04-05,wrong_item,2,148.88,refunded
22666,83068,207701,2025-06-04,defective,1,74.54,rejected
22667,165451,413182,2024-08-13,not_as_described,2,143.08,approved
22668,28476,71184,2025-03-03,changed_mind,2,8.34,approved
22669,29693,74164,2025-06-14,changed_mind,3,24.42,approved
22670,37866,94672,2025-02-22,damaged,3,151.54,pending
22671,57796,144438,2025-05-01,damaged,1,151.46,pending
22672,184455,460592,2024-04-13,defective,2,107.55,rejected
22673,172608,430993,2024-05-19,not_as_described,2,86.44,approved
22674,174204,435025,2024-08-11,wrong_item,1,41.59,approved
22675,172907,431771,2025-12-01,defective,2,100.7,pending
22676,86441,216102,2024-03-17,damaged,2,116.46,pending
22677,160768,401552,2024-07-20,wrong_item,2,62.11,pending
22678,142784,356634,2025-05-13,wrong_item,1,114.1,approved
22679,1465,3695,2025-12-13,wrong_item,2,60.8,rejected
22680,39761,99426,2024-01-31,damaged,2,160.23,rejected
22681,51631,128924,2025-08-24,changed_mind,2,108.54,refunded
22682,197697,493671,2024-01-19,defective,2,99.54,refunded
22683,85010,212538,2024-01-20,not_as_described,1,52.92,rejected
22684,186229,465098,2024-06-13,defective,2,192.1,approved
22685,98475,246150,2025-04-27,not_as_described,2,61.95,approved
22686,134302,335515,2025-08-29,defective,1,120.93,pending
22687,69027,172535,2025-11-15,wrong_item,2,15.25,refunded
22688,149450,373254,2024-03-12,defective,1,67.9,refunded
22689,84659,211665,2024-07-07,wrong_item,1,177.03,pending
22690,132872,331936,2025-05-26,defective,3,68.35,rejected
22691,16436,41023,2024-11-09,not_as_described,3,97.87,refunded
22692,88756,221888,2025-11-30,damaged,2,145.0,approved
22693,172799,431500,2025-07-04,not_as_described,2,49.49,approved
22694,59480,148653,2025-04-02,damaged,2,178.09,pending
22695,29950,74787,2024-11-21,not_as_described,1,101.84,approved
22696,136013,339805,2024-07-08,wrong_item,1,160.88,rejected
22697,165939,414424,2025-11-03,not_as_described,1,95.77,refunded
22698,99634,249040,2024-02-19,defective,2,75.93,pending
22699,181092,452171,2025-10-19,defective,3,197.01,pending
22700,55893,139623,2024-04-21,changed_mind,1,89.04,pending
22701,183553,458347,2025-04-04,wrong_item,2,49.03,pending
22702,128196,320271,2025-05-01,damaged,3,77.59,rejected
22703,35094,87742,2024-10-23,not_as_described,1,98.96,pending
22704,197444,493067,2024-11-25,defective,1,65.6,refunded
22705,149784,374112,2024-07-24,wrong_item,2,146.29,pending
22706,86406,216012,2024-05-27,damaged,1,131.23,rejected
22707,170092,424718,2025-03-29,wrong_item,2,26.06,approved
22708,164723,411412,2025-08-06,wrong_item,1,14.35,approved
22709,196706,491254,2025-06-02,defective,2,180.17,refunded
22710,119400,298500,2025-05-23,wrong_item,2,85.77,rejected
22711,118907,297260,2024-01-05,damaged,3,151.53,pending
22712,132692,331488,2024-12-07,damaged,3,118.09,pending
22713,131469,328446,2025-03-05,wrong_item,1,132.72,refunded
22714,67703,169247,2024-05-29,not_as_described,2,164.75,pending
22715,6737,16866,2024-06-04,changed_mind,2,13.03,rejected
22716,59830,149507,2024-11-24,defective,3,146.48,pending
22717,72212,180515,2024-06-06,wrong_item,2,27.68,approved
22718,97916,244726,2024-04-27,not_as_described,1,83.41,pending
22719,26930,67298,2025-03-12,wrong_item,1,95.3,approved
22720,100581,251458,2025-05-26,not_as_described,1,94.25,pending
22721,46104,115159,2024-06-10,not_as_described,3,31.34,refunded
22722,105565,263871,2025-05-09,changed_mind,2,189.06,approved
22723,98297,245712,2025-06-09,wrong_item,3,24.8,rejected
22724,149956,374514,2024-03-31,wrong_item,3,20.62,pending
22725,66264,165624,2024-10-28,wrong_item,3,103.93,rejected
22726,186799,466519,2025-07-12,damaged,2,87.01,approved
22727,55483,138585,2024-07-01,not_as_described,1,26.95,approved
22728,178531,445812,2025-02-18,not_as_described,2,173.57,rejected
22729,93389,233273,2024-05-30,wrong_item,1,68.25,pending
22730,29623,73983,2024-08-02,wrong_item,3,139.12,approved
22731,151111,377410,2025-12-14,not_as_described,2,132.78,refunded
22732,50672,126537,2025-11-08,changed_mind,2,171.2,pending
22733,84209,210539,2025-03-19,damaged,3,11.29,approved
22734,69702,174270,2024-04-21,defective,3,198.76,rejected
22735,98204,245453,2024-07-30,wrong_item,1,18.0,approved
22736,171730,428822,2025-07-10,not_as_described,2,102.64,pending
22737,152463,380789,2025-04-03,wrong_item,3,28.71,refunded
22738,36120,90287,2025-07-25,not_as_described,2,28.93,refunded
22739,58937,147291,2024-02-17,defective,3,159.67,refunded
22740,126578,316296,2024-11-10,not_as_described,1,104.68,pending
22741,25688,64198,2024-09-16,wrong_item,1,100.83,refunded
22742,152557,381022,2024-08-12,changed_mind,1,114.21,rejected
22743,62763,156908,2024-05-09,not_as_described,1,11.74,approved
22744,32295,80716,2024-03-26,changed_mind,3,21.44,pending
22745,185657,463643,2024-09-16,wrong_item,2,173.65,refunded
22746,30948,77332,2024-05-19,changed_mind,1,45.78,rejected
22747,196200,490017,2025-10-07,changed_mind,2,144.44,refunded
22748,185824,464078,2025-11-02,wrong_item,2,120.8,pending
22749,56538,141236,2025-10-23,changed_mind,3,15.52,pending
22750,22509,56340,2025-09-22,damaged,1,160.62,refunded
22751,72103,180246,2024-08-25,defective,2,193.58,approved
22752,126772,316773,2024-02-20,changed_mind,2,91.79,pending
22753,195744,488874,2024-10-30,not_as_described,3,157.16,refunded
22754,130894,327001,2025-11-09,defective,1,68.26,refunded
22755,192786,481436,2024-08-21,changed_mind,1,26.19,approved
22756,113020,282595,2025-12-26,wrong_item,1,163.66,pending
22757,176351,440409,2024-10-04,not_as_described,2,62.07,approved
22758,165236,412630,2024-12-21,not_as_described,3,11.8,approved
22759,194671,486152,2025-07-01,changed_mind,2,65.06,refunded
22760,65251,163107,2024-01-27,not_as_described,2,91.07,refunded
22761,138603,346282,2024-10-19,not_as_described,3,142.52,refunded
22762,108640,271673,2025-11-16,changed_mind,3,83.28,approved
22763,75776,189398,2025-10-09,changed_mind,1,148.03,pending
22764,68728,171791,2025-12-06,damaged,1,154.87,refunded
22765,99642,249061,2025-05-01,defective,2,109.98,approved
22766,63375,158439,2026-01-09,changed_mind,3,181.52,refunded
22767,147233,367733,2025-09-24,wrong_item,1,130.16,rejected
22768,76687,191643,2025-04-29,not_as_described,3,172.98,refunded
22769,94658,236468,2024-05-03,damaged,1,86.99,pending
22770,31927,79807,2024-06-03,changed_mind,3,83.09,approved
22771,155312,387910,2024-10-26,changed_mind,1,123.13,rejected
22772,71569,178895,2024-01-28,wrong_item,3,135.65,rejected
22773,97691,244145,2024-04-20,changed_mind,1,90.6,rejected
22774,5145,12903,2025-04-10,changed_mind,3,175.77,refunded
22775,8421,21055,2025-02-13,not_as_described,2,163.77,rejected
22776,66007,164997,2024-10-22,defective,3,166.56,rejected
22777,36493,91238,2024-08-29,changed_mind,3,108.23,approved
22778,31316,78297,2024-02-20,damaged,3,14.26,refunded
22779,171825,429063,2025-12-02,changed_mind,2,52.7,rejected
22780,113408,283551,2025-06-29,changed_mind,1,143.62,refunded
22781,107165,267978,2025-01-29,changed_mind,3,116.29,pending
22782,110115,275352,2025-06-27,damaged,1,55.7,pending
22783,125352,313307,2025-09-18,not_as_described,2,72.92,pending
22784,120535,301277,2025-08-23,not_as_described,2,100.22,rejected
