cost_date,category,region,amount
2024-04-13,logistics,us,1994.46
2024-04-13,logistics,eu,654.42
2024-04-13,logistics,apac,353.15
2024-04-13,logistics,latam,296.73
2024-04-13,packaging,us,446.12
2024-04-13,packaging,eu,193.43
2024-04-13,packaging,apac,77.59
2024-04-13,packaging,latam,65.88
2024-04-13,payment_processing_fees,global,1412.53
2024-04-13,customer_support_tooling,global,525.57
2024-04-13,insurance,global,366.79
2024-04-14,rent,global,1770.81
2024-04-14,software_licenses,global,1247.51
2024-04-14,logistics,us,1919.94
2024-04-14,logistics,eu,760.72
2024-04-14,logistics,apac,385.52
2024-04-14,logistics,latam,290.35
2024-04-14,packaging,us,455.39
2024-04-14,packaging,eu,194.9
2024-04-14,packaging,apac,75.72
2024-04-14,packaging,latam,67.18
2024-04-14,payment_processing_fees,global,1400.85
2024-04-14,customer_support_tooling,global,494.43
2024-04-14,insurance,global,392.71
2024-04-15,rent,global,2044.82
2024-04-15,software_licenses,global,1143.74
2024-04-15,logistics,us,1851.77
2024-04-15,logistics,eu,737.13
2024-04-15,logistics,apac,341.98
2024-04-15,logistics,latam,335.05
2024-04-15,packaging,us,493.26
2024-04-15,packaging,eu,183.99
2024-04-15,packaging,apac,80.99
2024-04-15,packaging,latam,73.47
2024-04-15,payment_processing_fees,global,1453.28
2024-04-15,customer_support_tooling,global,567.93
2024-04-15,insurance,global,424.65
2024-04-16,rent,global,1963.11
2024-04-16,software_licenses,global,1252.47
2024-04-16,logistics,us,1742.41
2024-04-16,logistics,eu,727.64
2024-04-16,logistics,apac,362.69
2024-04-16,logistics,latam,269.69
2024-04-16,packaging,us,434.1
2024-04-16,packaging,eu,193.46
2024-04-16,packaging,apac,82.47
2024-04-16,packaging,latam,72.18
2024-04-16,payment_processing_fees,global,1514.91
2024-04-16,customer_support_tooling,global,539.66
2024-04-16,insurance,global,398.19
2024-04-17,rent,global,1789.68
2024-04-17,software_licenses,global,1073.13
2024-04-17,logistics,us,1842.83
2024-04-17,logistics,eu,723.01
2024-04-17,logistics,apac,312.37
2024-04-17,logistics,latam,274.8
2024-04-17,packaging,us,412.51
2024-04-17,packaging,eu,193.73
2024-04-17,packaging,apac,68.87
2024-04-17,packaging,latam,66.09
2024-04-17,payment_processing_fees,global,1502.45
2024-04-17,customer_support_tooling,global,562.86
2024-04-17,insurance,global,382.47
2024-04-18,rent,global,1986.25
2024-04-18,software_licenses,global,1127.21
2024-04-18,logistics,us,1616.65
2024-04-18,logistics,eu,823.51
2024-04-18,logistics,apac,337.87
2024-04-18,logistics,latam,273.38
2024-04-18,packaging,us,430.11
2024-04-18,packaging,eu,175.7
2024-04-18,packaging,apac,80.55
2024-04-18,packaging,latam,74.06
2024-04-18,payment_processing_fees,global,1586.24
2024-04-18,customer_support_tooling,global,537.14
2024-04-18,insurance,global,370.3
2024-04-19,rent,global,1958.95
2024-04-19,software_licenses,global,1156.29
2024-04-19,logistics,us,1578.77
2024-04-19,logistics,eu,792.73
2024-04-19,logistics,apac,341.8
2024-04-19,logistics,latam,295.98
2024-04-19,packaging,us,443.93
2024-04-19,packaging,eu,186.98
2024-04-19,packaging,apac,81.49
2024-04-19,packaging,latam,66.78
2024-04-19,payment_processing_fees,global,1525.07
2024-04-19,customer_support_tooling,global,550.19
2024-04-19,insurance,global,395.01
2024-04-20,rent,global,1704.92
2024-04-20,software_licenses,global,1152.49
2024-04-20,logistics,us,1671.27
2024-04-20,logistics,eu,702.07
2024-04-20,logistics,apac,323.37
2024-04-20,logistics,latam,273.93
2024-04-20,packaging,us,472.09
2024-04-20,packaging,eu,174.4
2024-04-20,packaging,apac,92.85
2024-04-20,packaging,latam,71.81
2024-04-20,payment_processing_fees,global,1523.77
2024-04-20,customer_support_tooling,global,549.3
2024-04-20,insurance,global,349.11
2024-04-21,rent,global,1921.56
2024-04-21,software_licenses,global,1186.43
2024-04-21,logistics,us,1742.32
2024-04-21,logistics,eu,727.63
2024-04-21,logistics,apac,327.22
2024-04-21,logistics,latam,244.43
2024-04-21,packaging,us,450.93
2024-04-21,packaging,eu,163.59
2024-04-21,packaging,apac,84.58
2024-04-21,packaging,latam,72.41
2024-04-21,payment_processing_fees,global,1464.46
2024-04-21,customer_support_tooling,global,533.06
2024-04-21,insurance,global,399.69
2024-04-22,rent,global,1954.47
2024-04-22,software_licenses,global,1222.24
2024-04-22,logistics,us,1615.49
2024-04-22,logistics,eu,719.56
2024-04-22,logistics,apac,319.56
2024-04-22,logistics,latam,271.91
2024-04-22,packaging,us,423.3
2024-04-22,packaging,eu,184.72
2024-04-22,packaging,apac,76.11
2024-04-22,packaging,latam,65.64
2024-04-22,payment_processing_fees,global,1360.72
2024-04-22,customer_support_tooling,global,520.09
2024-04-22,insurance,global,383.48
2024-04-23,rent,global,1845.4
2024-04-23,software_licenses,global,1092.91
2024-04-23,logistics,us,1557.06
2024-04-23,logistics,eu,707.02
2024-04-23,logistics,apac,372.78
2024-04-23,logistics,latam,280.82
2024-04-23,packaging,us,439.33
2024-04-23,packaging,eu,172.58
2024-04-23,packaging,apac,66.16
2024-04-23,packaging,latam,79.13
2024-04-23,payment_processing_fees,global,1371.71
2024-04-23,customer_support_tooling,global,559.99
2024-04-23,insurance,global,373.82
2024-04-24,rent,global,1864.43
2024-04-24,software_licenses,global,1175.62
2024-04-24,logistics,us,1526.51
2024-04-24,logistics,eu,756.73
2024-04-24,logistics,apac,316.85
2024-04-24,logistics,latam,312.35
2024-04-24,packaging,us,433.54
2024-04-24,packaging,eu,174.75
2024-04-24,packaging,apac,80.83
2024-04-24,packaging,latam,68.43
2024-04-24,payment_processing_fees,global,1496.27
2024-04-24,customer_support_tooling,global,549.35
2024-04-24,insurance,global,383.49
2024-04-25,rent,global,1917.13
2024-04-25,software_licenses,global,1122.7
2024-04-25,logistics,us,1699.07
2024-04-25,logistics,eu,735.63
2024-04-25,logistics,apac,310.22
2024-04-25,logistics,latam,288.1
2024-04-25,packaging,us,458.25
2024-04-25,packaging,eu,187.63
2024-04-25,packaging,apac,82.87
2024-04-25,packaging,latam,69.63
2024-04-25,payment_processing_fees,global,1493.59
2024-04-25,customer_support_tooling,global,540.96
2024-04-25,insurance,global,371.05
2024-04-26,rent,global,1731.08
2024-04-26,software_licenses,global,1122.81
2024-04-26,logistics,us,1617.5
2024-04-26,logistics,eu,745.08
2024-04-26,logistics,apac,374.98
2024-04-26,logistics,latam,271.04
2024-04-26,packaging,us,439.24
2024-04-26,packaging,eu,191.14
2024-04-26,packaging,apac,71.99
2024-04-26,packaging,latam,70.06
2024-04-26,payment_processing_fees,global,1451.0
2024-04-26,customer_support_tooling,global,529.37
2024-04-26,insurance,global,424.2
2024-04-27,rent,global,1838.28
2024-04-27,software_licenses,global,1154.98
2024-04-27,logistics,us,1712.82
2024-04-27,logistics,eu,696.55
2024-04-27,logistics,apac,368.93
2024-04-27,logistics,latam,279.88
2024-04-27,packaging,us,469.04
2024-04-27,packaging,eu,180.61
2024-04-27,packaging,apac,88.24
2024-04-27,packaging,latam,69.59
2024-04-27,payment_processing_fees,global,1567.71
2024-04-27,customer_support_tooling,global,535.33
2024-04-27,insurance,global,394.41
2024-04-28,rent,global,1726.52
2024-04-28,software_licenses,global,1196.33
2024-04-28,logistics,us,1941.44
2024-04-28,logistics,eu,723.12
2024-04-28,logistics,apac,354.78
2024-04-28,logistics,latam,287.5
2024-04-28,packaging,us,484.92
2024-04-28,packaging,eu,206.68
2024-04-28,packaging,apac,78.68
2024-04-28,packaging,latam,68.69
2024-04-28,payment_processing_fees,global,1447.33
2024-04-28,customer_support_tooling,global,524.61
2024-04-28,insurance,global,372.76
2024-04-29,rent,global,1976.59
2024-04-29,software_licenses,global,1018.36
2024-04-29,logistics,us,1934.02
2024-04-29,logistics,eu,693.78
2024-04-29,logistics,apac,349.87
2024-04-29,logistics,latam,291.95
2024-04-29,packaging,us,406.14
2024-04-29,packaging,eu,181.2
2024-04-29,packaging,apac,84.08
2024-04-29,packaging,latam,66.83
2024-04-29,payment_processing_fees,global,1546.03
2024-04-29,customer_support_tooling,global,520.09
2024-04-29,insurance,global,396.52
2024-04-30,rent,global,1764.08
2024-04-30,software_licenses,global,1220.71
2024-04-30,logistics,us,1687.68
2024-04-30,logistics,eu,707.04
2024-04-30,logistics,apac,363.8
2024-04-30,logistics,latam,311.73
2024-04-30,packaging,us,397.28
2024-04-30,packaging,eu,204.24
2024-04-30,packaging,apac,84.08
2024-04-30,packaging,latam,74.21
2024-04-30,payment_processing_fees,global,1515.6
2024-04-30,customer_support_tooling,global,570.08
2024-04-30,insurance,global,395.92
2024-05-01,rent,global,1711.34
2024-05-01,software_licenses,global,1117.55
2024-05-01,logistics,us,1595.16
2024-05-01,logistics,eu,801.11
2024-05-01,logistics,apac,347.47
2024-05-01,logistics,latam,273.49
2024-05-01,packaging,us,416.5
2024-05-01,packaging,eu,166.84
2024-05-01,packaging,apac,80.03
2024-05-01,packaging,latam,74.45
2024-05-01,payment_processing_fees,global,1550.85
2024-05-01,customer_support_tooling,global,533.39
2024-05-01,insurance,global,395.33
2024-05-02,rent,global,1894.59
2024-05-02,software_licenses,global,1210.86
2024-05-02,logistics,us,1713.74
2024-05-02,logistics,eu,876.96
2024-05-02,logistics,apac,352.91
2024-05-02,logistics,latam,285.02
2024-05-02,packaging,us,455.69
2024-05-02,packaging,eu,153.33
2024-05-02,packaging,apac,85.62
2024-05-02,packaging,latam,65.01
2024-05-02,payment_processing_fees,global,1517.77
2024-05-02,customer_support_tooling,global,515.1
2024-05-02,insurance,global,366.09
2024-05-03,rent,global,1966.25
2024-05-03,software_licenses,global,1169.75
2024-05-03,logistics,us,1583.58
2024-05-03,logistics,eu,792.79
2024-05-03,logistics,apac,352.12
2024-05-03,logistics,latam,284.97
2024-05-03,packaging,us,469.43
2024-05-03,packaging,eu,188.79
2024-05-03,packaging,apac,82.76
2024-05-03,packaging,latam,72.94
2024-05-03,payment_processing_fees,global,1497.0
2024-05-03,customer_support_tooling,global,554.64
2024-05-03,insurance,global,403.61
2024-05-04,rent,global,1973.76
2024-05-04,software_licenses,global,1191.7
2024-05-04,logistics,us,1727.81
2024-05-04,logistics,eu,852.39
2024-05-04,logistics,apac,335.12
2024-05-04,logistics,latam,274.21
2024-05-04,packaging,us,418.97
2024-05-04,packaging,eu,169.33
2024-05-04,packaging,apac,80.27
2024-05-04,packaging,latam,66.77
2024-05-04,payment_processing_fees,global,1567.69
2024-05-04,customer_support_tooling,global,537.95
2024-05-04,insurance,global,345.79
2024-05-05,rent,global,1942.08
2024-05-05,software_licenses,global,1094.51
2024-05-05,logistics,us,1820.1
2024-05-05,logistics,eu,723.63
2024-05-05,logistics,apac,325.6
2024-05-05,logistics,latam,278.78
2024-05-05,packaging,us,412.1
2024-05-05,packaging,eu,176.29
2024-05-05,packaging,apac,86.78
2024-05-05,packaging,latam,82.21
2024-05-05,payment_processing_fees,global,1554.66
2024-05-05,customer_support_tooling,global,524.38
2024-05-05,insurance,global,395.12
2024-05-06,rent,global,1806.45
2024-05-06,software_licenses,global,1232.67
2024-05-06,logistics,us,1691.24
2024-05-06,logistics,eu,781.34
2024-05-06,logistics,apac,324.63
2024-05-06,logistics,latam,303.63
2024-05-06,packaging,us,422.45
2024-05-06,packaging,eu,181.83
2024-05-06,packaging,apac,86.67
2024-05-06,packaging,latam,66.41
2024-05-06,payment_processing_fees,global,1375.36
2024-05-06,customer_support_tooling,global,540.1
2024-05-06,insurance,global,390.8
2024-05-07,rent,global,1737.23
2024-05-07,software_licenses,global,1118.23
2024-05-07,logistics,us,1798.07
2024-05-07,logistics,eu,847.28
2024-05-07,logistics,apac,355.58
2024-05-07,logistics,latam,268.12
2024-05-07,packaging,us,383.62
2024-05-07,packaging,eu,177.79
2024-05-07,packaging,apac,82.59
2024-05-07,packaging,latam,62.44
2024-05-07,payment_processing_fees,global,1526.03
2024-05-07,customer_support_tooling,global,514.52
2024-05-07,insurance,global,389.29
2024-05-08,rent,global,1909.69
2024-05-08,software_licenses,global,1215.7
2024-05-08,logistics,us,1823.58
2024-05-08,logistics,eu,673.6
2024-05-08,logistics,apac,306.67
2024-05-08,logistics,latam,322.07
2024-05-08,packaging,us,407.34
2024-05-08,packaging,eu,210.62
2024-05-08,packaging,apac,86.5
2024-05-08,packaging,latam,61.11
2024-05-08,payment_processing_fees,global,1559.11
2024-05-08,customer_support_tooling,global,542.79
2024-05-08,insurance,global,388.88
2024-05-09,rent,global,1926.75
2024-05-09,software_licenses,global,1199.53
2024-05-09,logistics,us,1777.96
2024-05-09,logistics,eu,868.6
2024-05-09,logistics,apac,362.39
2024-05-09,logistics,latam,266.98
2024-05-09,packaging,us,462.41
2024-05-09,packaging,eu,200.55
2024-05-09,packaging,apac,78.31
2024-05-09,packaging,latam,74.08
2024-05-09,payment_processing_fees,global,1575.25
2024-05-09,customer_support_tooling,global,529.63
2024-05-09,insurance,global,387.04
2024-05-10,rent,global,1849.32
2024-05-10,software_licenses,global,1121.69
2024-05-10,logistics,us,1865.86
2024-05-10,logistics,eu,706.07
2024-05-10,logistics,apac,364.91
2024-05-10,logistics,latam,312.08
2024-05-10,packaging,us,443.26
2024-05-10,packaging,eu,175.66
2024-05-10,packaging,apac,74.47
2024-05-10,packaging,latam,68.82
2024-05-10,payment_processing_fees,global,1658.37
2024-05-10,customer_support_tooling,global,522.75
2024-05-10,insurance,global,408.78
2024-05-11,rent,global,1680.93
2024-05-11,software_licenses,global,1035.03
2024-05-11,logistics,us,1500.35
2024-05-11,logistics,eu,827.49
2024-05-11,logistics,apac,293.9
2024-05-11,logistics,latam,283.67
2024-05-11,packaging,us,431.95
2024-05-11,packaging,eu,172.92
2024-05-11,packaging,apac,78.89
2024-05-11,packaging,latam,70.97
2024-05-11,payment_processing_fees,global,1437.37
2024-05-11,customer_support_tooling,global,552.17
2024-05-11,insurance,global,392.65
2024-05-12,rent,global,1976.13
2024-05-12,software_licenses,global,1109.79
2024-05-12,logistics,us,1866.07
2024-05-12,logistics,eu,724.81
2024-05-12,logistics,apac,316.29
2024-05-12,logistics,latam,301.5
2024-05-12,packaging,us,473.46
2024-05-12,packaging,eu,181.8
2024-05-12,packaging,apac,78.17
2024-05-12,packaging,latam,62.93
2024-05-12,payment_processing_fees,global,1400.11
2024-05-12,customer_support_tooling,global,535.32
2024-05-12,insurance,global,397.5
2024-05-13,rent,global,1879.04
2024-05-13,software_licenses,global,1268.34
2024-05-13,logistics,us,1821.78
2024-05-13,logistics,eu,801.88
2024-05-13,logistics,apac,365.52
2024-05-13,logistics,latam,289.26
2024-05-13,packaging,us,413.93
2024-05-13,packaging,eu,200.22
2024-05-13,packaging,apac,76.62
2024-05-13,packaging,latam,69.48
2024-05-13,payment_processing_fees,global,1363.73
2024-05-13,customer_support_tooling,global,571.58
2024-05-13,insurance,global,357.04
2024-05-14,rent,global,1960.92
2024-05-14,software_licenses,global,1330.23
2024-05-14,logistics,us,1893.35
2024-05-14,logistics,eu,661.88
2024-05-14,logistics,apac,307.78
2024-05-14,logistics,latam,305.47
2024-05-14,packaging,us,412.98
2024-05-14,packaging,eu,163.24
2024-05-14,packaging,apac,80.27
2024-05-14,packaging,latam,79.57
2024-05-14,payment_processing_fees,global,1488.86
2024-05-14,customer_support_tooling,global,544.45
2024-05-14,insurance,global,375.24
2024-05-15,rent,global,1898.95
2024-05-15,software_licenses,global,1182.46
2024-05-15,logistics,us,1903.8
2024-05-15,logistics,eu,775.51
2024-05-15,logistics,apac,322.12
2024-05-15,logistics,latam,251.66
2024-05-15,packaging,us,425.38
2024-05-15,packaging,eu,178.7
2024-05-15,packaging,apac,91.72
2024-05-15,packaging,latam,58.61
2024-05-15,payment_processing_fees,global,1528.03
2024-05-15,customer_support_tooling,global,553.46
2024-05-15,insurance,global,385.4
2024-05-16,rent,global,2122.73
2024-05-16,software_licenses,global,1176.49
2024-05-16,logistics,us,1678.94
2024-05-16,logistics,eu,700.91
2024-05-16,logistics,apac,314.74
2024-05-16,logistics,latam,254.06
2024-05-16,packaging,us,479.92
2024-05-16,packaging,eu,163.61
2024-05-16,packaging,apac,87.12
2024-05-16,packaging,latam,78.98
2024-05-16,payment_processing_fees,global,1539.14
2024-05-16,customer_support_tooling,global,577.06
2024-05-16,insurance,global,413.4
2024-05-17,rent,global,1925.58
2024-05-17,software_licenses,global,1227.83
2024-05-17,logistics,us,1862.72
2024-05-17,logistics,eu,660.77
2024-05-17,logistics,apac,341.04
2024-05-17,logistics,latam,301.56
2024-05-17,packaging,us,419.87
2024-05-17,packaging,eu,165.01
2024-05-17,packaging,apac,79.74
2024-05-17,packaging,latam,68.81
2024-05-17,payment_processing_fees,global,1366.8
2024-05-17,customer_support_tooling,global,501.36
2024-05-17,insurance,global,382.65
2024-05-18,rent,global,1826.46
2024-05-18,software_licenses,global,1116.74
2024-05-18,logistics,us,1710.45
2024-05-18,logistics,eu,701.19
2024-05-18,logistics,apac,347.22
2024-05-18,logistics,latam,265.07
2024-05-18,packaging,us,440.22
2024-05-18,packaging,eu,160.31
2024-05-18,packaging,apac,85.94
2024-05-18,packaging,latam,71.4
2024-05-18,payment_processing_fees,global,1536.51
2024-05-18,customer_support_tooling,global,529.36
2024-05-18,insurance,global,388.76
2024-05-19,rent,global,1828.39
2024-05-19,software_licenses,global,1117.97
2024-05-19,logistics,us,1773.63
2024-05-19,logistics,eu,786.89
2024-05-19,logistics,apac,324.29
2024-05-19,logistics,latam,312.48
2024-05-19,packaging,us,436.4
2024-05-19,packaging,eu,188.18
2024-05-19,packaging,apac,82.71
2024-05-19,packaging,latam,75.86
2024-05-19,payment_processing_fees,global,1442.41
2024-05-19,customer_support_tooling,global,528.01
2024-05-19,insurance,global,403.89
2024-05-20,rent,global,1940.54
2024-05-20,software_licenses,global,1120.73
2024-05-20,logistics,us,1758.17
2024-05-20,logistics,eu,783.13
2024-05-20,logistics,apac,361.43
2024-05-20,logistics,latam,274.31
2024-05-20,packaging,us,401.08
2024-05-20,packaging,eu,188.03
2024-05-20,packaging,apac,81.29
2024-05-20,packaging,latam,52.76
2024-05-20,payment_processing_fees,global,1428.05
2024-05-20,customer_support_tooling,global,516.65
2024-05-20,insurance,global,368.69
2024-05-21,rent,global,1819.16
2024-05-21,software_licenses,global,1095.35
2024-05-21,logistics,us,1825.26
2024-05-21,logistics,eu,724.39
2024-05-21,logistics,apac,337.02
2024-05-21,logistics,latam,290.35
2024-05-21,packaging,us,444.55
2024-05-21,packaging,eu,201.05
2024-05-21,packaging,apac,81.56
2024-05-21,packaging,latam,71.39
2024-05-21,payment_processing_fees,global,1581.57
2024-05-21,customer_support_tooling,global,531.37
2024-05-21,insurance,global,388.74
2024-05-22,rent,global,1832.01
2024-05-22,software_licenses,global,1148.97
2024-05-22,logistics,us,1703.21
2024-05-22,logistics,eu,738.23
2024-05-22,logistics,apac,349.04
2024-05-22,logistics,latam,296.42
2024-05-22,packaging,us,447.26
2024-05-22,packaging,eu,195.99
2024-05-22,packaging,apac,79.64
2024-05-22,packaging,latam,69.87
2024-05-22,payment_processing_fees,global,1366.21
2024-05-22,customer_support_tooling,global,542.22
2024-05-22,insurance,global,399.25
2024-05-23,rent,global,1970.47
2024-05-23,software_licenses,global,1167.61
2024-05-23,logistics,us,1794.44
2024-05-23,logistics,eu,752.93
2024-05-23,logistics,apac,359.57
2024-05-23,logistics,latam,290.23
2024-05-23,packaging,us,480.53
2024-05-23,packaging,eu,183.58
2024-05-23,packaging,apac,87.29
2024-05-23,packaging,latam,70.97
2024-05-23,payment_processing_fees,global,1576.1
2024-05-23,customer_support_tooling,global,518.07
2024-05-23,insurance,global,409.27
2024-05-24,rent,global,1902.08
2024-05-24,software_licenses,global,1226.66
2024-05-24,logistics,us,1896.04
2024-05-24,logistics,eu,741.38
2024-05-24,logistics,apac,347.47
2024-05-24,logistics,latam,304.85
2024-05-24,packaging,us,447.46
2024-05-24,packaging,eu,182.21
2024-05-24,packaging,apac,77.17
2024-05-24,packaging,latam,78.1
2024-05-24,payment_processing_fees,global,1551.71
2024-05-24,customer_support_tooling,global,523.7
2024-05-24,insurance,global,414.8
2024-05-25,rent,global,1716.44
2024-05-25,software_licenses,global,1163.67
2024-05-25,logistics,us,1782.4
2024-05-25,logistics,eu,775.39
2024-05-25,logistics,apac,338.91
2024-05-25,logistics,latam,318.84
2024-05-25,packaging,us,433.12
2024-05-25,packaging,eu,194.62
2024-05-25,packaging,apac,72.4
2024-05-25,packaging,latam,71.82
2024-05-25,payment_processing_fees,global,1509.26
2024-05-25,customer_support_tooling,global,589.77
2024-05-25,insurance,global,403.53
2024-05-26,rent,global,1983.23
2024-05-26,software_licenses,global,1191.72
2024-05-26,logistics,us,1855.6
2024-05-26,logistics,eu,890.29
2024-05-26,logistics,apac,330.43
2024-05-26,logistics,latam,292.03
2024-05-26,packaging,us,406.82
2024-05-26,packaging,eu,199.03
2024-05-26,packaging,apac,75.82
2024-05-26,packaging,latam,62.99
2024-05-26,payment_processing_fees,global,1595.31
2024-05-26,customer_support_tooling,global,549.35
2024-05-26,insurance,global,342.12
2024-05-27,rent,global,1846.13
2024-05-27,software_licenses,global,1096.99
2024-05-27,logistics,us,1720.17
2024-05-27,logistics,eu,744.41
2024-05-27,logistics,apac,328.31
2024-05-27,logistics,latam,265.92
2024-05-27,packaging,us,471.67
2024-05-27,packaging,eu,185.79
2024-05-27,packaging,apac,73.21
2024-05-27,packaging,latam,70.88
2024-05-27,payment_processing_fees,global,1343.34
2024-05-27,customer_support_tooling,global,525.16
2024-05-27,insurance,global,374.33
2024-05-28,rent,global,1874.94
2024-05-28,software_licenses,global,1093.21
2024-05-28,logistics,us,1543.67
2024-05-28,logistics,eu,789.43
2024-05-28,logistics,apac,338.75
2024-05-28,logistics,latam,325.75
2024-05-28,packaging,us,473.46
2024-05-28,packaging,eu,161.45
2024-05-28,packaging,apac,76.8
2024-05-28,packaging,latam,74.34
2024-05-28,payment_processing_fees,global,1491.57
2024-05-28,customer_support_tooling,global,504.75
2024-05-28,insurance,global,381.07
2024-05-29,rent,global,1978.85
2024-05-29,software_licenses,global,1049.63
2024-05-29,logistics,us,1499.08
2024-05-29,logistics,eu,819.32
2024-05-29,logistics,apac,362.36
2024-05-29,logistics,latam,298.89
2024-05-29,packaging,us,394.07
2024-05-29,packaging,eu,177.46
2024-05-29,packaging,apac,77.19
2024-05-29,packaging,latam,68.0
2024-05-29,payment_processing_fees,global,1550.58
2024-05-29,customer_support_tooling,global,541.96
2024-05-29,insurance,global,404.5
2024-05-30,rent,global,2079.73
2024-05-30,software_licenses,global,1075.43
2024-05-30,logistics,us,1765.16
2024-05-30,logistics,eu,671.42
2024-05-30,logistics,apac,335.13
2024-05-30,logistics,latam,283.28
2024-05-30,packaging,us,447.02
2024-05-30,packaging,eu,193.7
2024-05-30,packaging,apac,79.06
2024-05-30,packaging,latam,74.9
2024-05-30,payment_processing_fees,global,1572.74
2024-05-30,customer_support_tooling,global,495.55
2024-05-30,insurance,global,386.68
2024-05-31,rent,global,1803.76
2024-05-31,software_licenses,global,1167.98
2024-05-31,logistics,us,1983.77
2024-05-31,logistics,eu,718.35
2024-05-31,logistics,apac,373.79
2024-05-31,logistics,latam,285.31
2024-05-31,packaging,us,430.57
2024-05-31,packaging,eu,195.29
2024-05-31,packaging,apac,74.91
2024-05-31,packaging,latam,72.38
2024-05-31,payment_processing_fees,global,1577.41
2024-05-31,customer_support_tooling,global,535.23
2024-05-31,insurance,global,391.05
2024-06-01,rent,global,1786.65
2024-06-01,software_licenses,global,1323.85
2024-06-01,logistics,us,1754.51
2024-06-01,logistics,eu,800.69
2024-06-01,logistics,apac,310.32
2024-06-01,logistics,latam,324.52
2024-06-01,packaging,us,484.89
2024-06-01,packaging,eu,189.57
2024-06-01,packaging,apac,78.86
2024-06-01,packaging,latam,73.23
2024-06-01,payment_processing_fees,global,1582.91
2024-06-01,customer_support_tooling,global,560.85
2024-06-01,insurance,global,375.85
2024-06-02,rent,global,1645.32
2024-06-02,software_licenses,global,1195.21
2024-06-02,logistics,us,1755.52
2024-06-02,logistics,eu,758.56
2024-06-02,logistics,apac,371.26
2024-06-02,logistics,latam,295.44
2024-06-02,packaging,us,445.03
2024-06-02,packaging,eu,182.94
2024-06-02,packaging,apac,83.51
2024-06-02,packaging,latam,72.13
2024-06-02,payment_processing_fees,global,1456.6
2024-06-02,customer_support_tooling,global,531.64
2024-06-02,insurance,global,378.26
2024-06-03,rent,global,1871.51
2024-06-03,software_licenses,global,1085.41
2024-06-03,logistics,us,1883.63
2024-06-03,logistics,eu,738.52
2024-06-03,logistics,apac,370.71
2024-06-03,logistics,latam,263.6
2024-06-03,packaging,us,456.23
2024-06-03,packaging,eu,182.48
2024-06-03,packaging,apac,88.39
2024-06-03,packaging,latam,68.33
2024-06-03,payment_processing_fees,global,1550.49
2024-06-03,customer_support_tooling,global,537.65
2024-06-03,insurance,global,376.42
2024-06-04,rent,global,1947.0
2024-06-04,software_licenses,global,1176.41
2024-06-04,logistics,us,1763.4
2024-06-04,logistics,eu,806.33
2024-06-04,logistics,apac,318.98
2024-06-04,logistics,latam,293.33
2024-06-04,packaging,us,462.0
2024-06-04,packaging,eu,202.0
2024-06-04,packaging,apac,77.87
2024-06-04,packaging,latam,61.57
2024-06-04,payment_processing_fees,global,1570.54
2024-06-04,customer_support_tooling,global,491.51
2024-06-04,insurance,global,402.19
2024-06-05,rent,global,1883.17
2024-06-05,software_licenses,global,1161.74
2024-06-05,logistics,us,1936.55
2024-06-05,logistics,eu,777.2
2024-06-05,logistics,apac,331.07
2024-06-05,logistics,latam,312.34
2024-06-05,packaging,us,435.24
2024-06-05,packaging,eu,201.17
2024-06-05,packaging,apac,82.3
2024-06-05,packaging,latam,60.55
2024-06-05,payment_processing_fees,global,1584.12
2024-06-05,customer_support_tooling,global,530.44
2024-06-05,insurance,global,396.48
2024-06-06,rent,global,1823.94
2024-06-06,software_licenses,global,1174.91
2024-06-06,logistics,us,1873.89
2024-06-06,logistics,eu,722.5
2024-06-06,logistics,apac,304.67
2024-06-06,logistics,latam,279.91
2024-06-06,packaging,us,395.86
2024-06-06,packaging,eu,196.32
2024-06-06,packaging,apac,74.82
2024-06-06,packaging,latam,67.78
2024-06-06,payment_processing_fees,global,1532.22
2024-06-06,customer_support_tooling,global,552.89
2024-06-06,insurance,global,402.17
2024-06-07,rent,global,1683.0
2024-06-07,software_licenses,global,1221.45
2024-06-07,logistics,us,1780.51
2024-06-07,logistics,eu,783.48
2024-06-07,logistics,apac,338.5
2024-06-07,logistics,latam,303.31
2024-06-07,packaging,us,510.21
2024-06-07,packaging,eu,189.36
2024-06-07,packaging,apac,84.25
2024-06-07,packaging,latam,66.81
2024-06-07,payment_processing_fees,global,1471.78
2024-06-07,customer_support_tooling,global,550.54
2024-06-07,insurance,global,377.49
2024-06-08,rent,global,1743.41
2024-06-08,software_licenses,global,1156.45
2024-06-08,logistics,us,1801.96
2024-06-08,logistics,eu,765.52
2024-06-08,logistics,apac,366.41
2024-06-08,logistics,latam,289.29
2024-06-08,packaging,us,464.93
2024-06-08,packaging,eu,167.4
2024-06-08,packaging,apac,76.59
2024-06-08,packaging,latam,76.21
2024-06-08,payment_processing_fees,global,1445.47
2024-06-08,customer_support_tooling,global,486.77
2024-06-08,insurance,global,408.3
2024-06-09,rent,global,1840.7
2024-06-09,software_licenses,global,1137.55
2024-06-09,logistics,us,1938.64
2024-06-09,logistics,eu,800.89
2024-06-09,logistics,apac,330.25
2024-06-09,logistics,latam,311.9
2024-06-09,packaging,us,476.5
2024-06-09,packaging,eu,180.05
2024-06-09,packaging,apac,89.06
2024-06-09,packaging,latam,73.04
2024-06-09,payment_processing_fees,global,1519.38
2024-06-09,customer_support_tooling,global,556.08
