check_id,line_item_id,menu_item_id,quantity
727168,1,102,1
727168,2,102,1
727168,3,105,1
727168,4,307,3
727168,5,401,1
727169,1,106,1
727169,2,103,1
727170,1,108,1
727170,2,301,1
727170,3,502,1
727171,1,103,1
727171,2,109,1
727171,3,101,1
727171,4,108,1
727171,5,307,4
727172,1,105,1
727172,2,101,1
727172,3,106,1
727172,4,402,1
727173,1,107,1
727173,2,102,1
727173,3,109,1
727173,4,305,3
727174,1,107,1
727174,2,104,1
727174,3,108,1
727175,1,102,1
727175,2,106,1
727175,3,101,1
727175,4,207,2
727175,5,306,3
727176,1,105,1
727176,2,102,1
727177,1,105,1
727177,2,103,1
727177,3,108,1
727177,4,108,1
727177,5,502,2
727178,1,107,1
727179,1,109,1
727179,2,110,1
727179,3,108,1
727179,4,102,1
727179,5,305,4
727180,1,110,1
727180,2,105,1
727180,3,204,1
727180,4,307,2
727181,1,109,1
727181,2,107,1
727181,3,302,2
727181,4,403,1
727182,1,107,1
727182,2,109,1
727182,3,109,1
727183,1,110,1
727183,2,101,1
727183,3,201,1
727183,4,302,1
727184,1,108,1
727184,2,206,1
727184,3,309,1
727184,4,404,1
727185,1,101,1
727185,2,103,1
727185,3,106,1
727185,4,204,1
727185,5,304,2
727186,1,110,1
727186,2,104,1
727186,3,206,1
727187,1,106,1
727187,2,101,1
727187,3,108,1
727187,4,104,1
727187,5,107,1
727187,6,310,5
727188,1,110,1
727188,2,105,1
727188,3,102,1
727188,4,205,2
727188,5,504,1
727189,1,110,1
727189,2,109,1
727189,3,105,1
727189,4,108,1
727189,5,108,1
727189,6,206,3
727189,7,404,2
727190,1,109,1
727190,2,101,1
727190,3,207,2
727191,1,103,1
727191,2,106,1
727191,3,102,1
727191,4,101,1
727191,5,207,3
727191,6,305,4
727192,1,110,1
727192,2,101,1
727192,3,102,1
727192,4,307,2
727192,5,404,2
727193,1,107,1
727193,2,502,1
727194,1,104,1
727194,2,109,1
727194,3,201,1
727194,4,307,1
727195,1,103,1
727195,2,107,1
727195,3,105,1
727195,4,107,1
727195,5,207,3
727195,6,303,3
727195,7,503,1
727196,1,107,1
727196,2,103,1
727196,3,201,1
727197,1,103,1
727197,2,109,1
727197,3,307,2
727197,4,401,1
727198,1,103,1
727198,2,109,1
727198,3,202,1
727198,4,304,1
727198,5,401,1
727199,1,110,1
727199,2,101,1
727199,3,107,1
727199,4,207,2
727199,5,403,2
727200,1,108,1
727200,2,109,1
727200,3,110,1
727200,4,201,2
727200,5,301,2
727200,6,504,2
727200,7,404,1
727201,1,109,1
727201,2,102,1
727201,3,102,1
727201,4,207,2
727202,1,109,1
727202,2,401,1
727203,1,109,1
727203,2,102,1
727203,3,107,1
727203,4,204,3
727203,5,301,3
727203,6,502,2
727203,7,403,1
727204,1,103,1
727204,2,105,1
727204,3,207,2
727204,4,304,2
727205,1,109,1
727205,2,107,1
727205,3,205,1
727205,4,404,1
727206,1,104,1
727206,2,105,1
727206,3,403,1
727207,1,102,1
727207,2,102,1
727207,3,307,2
727208,1,103,1
727208,2,105,1
727208,3,204,1
727208,4,305,2
727208,5,504,1
727209,1,101,1
727209,2,110,1
727210,1,109,1
727210,2,108,1
727210,3,305,2
727210,4,403,1
727211,1,110,1
727211,2,108,1
727211,3,205,1
727211,4,303,2
727211,5,402,1
727212,1,101,1
727212,2,109,1
727212,3,205,1
727212,4,505,1
727213,1,101,1
727213,2,101,1
727213,3,104,1
727213,4,104,1
727213,5,301,3
727214,1,108,1
727214,2,107,1
727214,3,201,1
727214,4,305,2
727214,5,502,1
727215,1,101,1
727215,2,108,1
727215,3,303,2
727216,1,106,1
727216,2,104,1
727216,3,106,1
727216,4,207,2
727216,5,307,3
727216,6,504,1
727217,1,102,1
727217,2,102,1
727217,3,109,1
727217,4,206,2
727217,5,505,1
727217,6,401,1
727218,1,107,1
727218,2,109,1
727218,3,404,1
727219,1,108,1
727219,2,202,1
727220,1,104,1
727220,2,101,1
727220,3,205,2
727220,4,307,2
727220,5,503,1
727221,1,103,1
727221,2,101,1
727221,3,102,1
727221,4,204,3
727221,5,307,3
727222,1,109,1
727222,2,102,1
727222,3,106,1
727222,4,107,1
727222,5,305,4
727223,1,103,1
727223,2,102,1
727223,3,503,1
727224,1,101,1
727224,2,104,1
727224,3,109,1
727224,4,206,2
727225,1,108,1
727225,2,109,1
727225,3,204,1
727225,4,301,2
727226,1,105,1
727226,2,104,1
727226,3,101,1
727227,1,104,1
727227,2,104,1
727227,3,301,1
727228,1,109,1
727228,2,108,1
727228,3,105,1
727229,1,109,1
727229,2,102,1
727229,3,504,1
727229,4,404,1
727230,1,109,1
727230,2,102,1
727230,3,108,1
727230,4,109,1
727230,5,205,4
727230,6,309,4
727231,1,104,1
727231,2,110,1
727231,3,307,2
727232,1,103,1
727232,2,106,1
727232,3,103,1
727232,4,201,2
727232,5,302,3
727232,6,501,1
727233,1,108,1
727233,2,204,1
727234,1,102,1
727234,2,109,1
727234,3,102,1
727234,4,104,1
727235,1,109,1
727235,2,106,1
727235,3,104,1
727235,4,110,1
727236,1,108,1
727236,2,109,1
727236,3,106,1
727236,4,109,1
727236,5,304,4
727237,1,110,1
727237,2,103,1
727238,1,103,1
727238,2,110,1
727238,3,204,1
727238,4,304,2
727239,1,102,1
727239,2,101,1
727239,3,302,1
727239,4,402,1
727240,1,103,1
727240,2,109,1
727240,3,110,1
727240,4,106,1
727240,5,107,1
727240,6,102,1
727240,7,201,5
727240,8,301,6
727241,1,102,1
727241,2,101,1
727241,3,108,1
727241,4,207,2
727241,5,303,2
727241,6,502,2
727241,7,403,2
727242,1,105,1
727242,2,104,1
727242,3,106,1
727242,4,102,1
727242,5,201,2
727242,6,306,4
727243,1,101,1
727243,2,108,1
727243,3,108,1
727243,4,206,2
727244,1,104,1
727244,2,102,1
727244,3,101,1
727244,4,306,3
727245,1,101,1
727245,2,107,1
727245,3,304,2
727246,1,103,1
727246,2,104,1
727247,1,103,1
727247,2,104,1
727247,3,206,2
727247,4,303,1
727248,1,102,1
727248,2,105,1
727248,3,203,1
727248,4,307,2
727248,5,403,1
727249,1,110,1
727249,2,105,1
727250,1,103,1
727250,2,101,1
727250,3,401,1
727251,1,101,1
727251,2,109,1
727251,3,102,1
727251,4,202,2
727251,5,303,2
727252,1,108,1
727252,2,103,1
727252,3,401,1
727253,1,108,1
727253,2,110,1
727253,3,105,1
727253,4,206,2
727253,5,303,3
727254,1,105,1
727254,2,105,1
727254,3,201,1
727254,4,301,2
727255,1,107,1
727255,2,101,1
727255,3,106,1
727255,4,101,1
727255,5,101,1
727255,6,303,5
727255,7,401,3
727256,1,108,1
727256,2,108,1
727256,3,503,1
727257,1,104,1
727257,2,102,1
727257,3,104,1
727257,4,109,1
727257,5,103,1
727257,6,105,1
727257,7,202,5
727258,1,102,1
727258,2,104,1
727258,3,106,1
727258,4,201,2
727258,5,505,1
727259,1,108,1
727259,2,106,1
727259,3,110,1
727259,4,105,1
727259,5,106,1
727259,6,203,3
727260,1,105,1
727260,2,105,1
727260,3,106,1
727260,4,108,1
727260,5,207,3
727260,6,307,4
727261,1,107,1
727261,2,204,1
727262,1,109,1
727262,2,110,1
727262,3,201,1
727262,4,301,2
727262,5,504,1
727263,1,106,1
727263,2,106,1
727263,3,108,1
727263,4,304,2
727264,1,110,1
727264,2,102,1
727264,3,102,1
727264,4,402,1
727265,1,101,1
727265,2,102,1
727265,3,203,1
727265,4,302,1
727265,5,503,1
727266,1,102,1
727266,2,201,1
727267,1,103,1
727267,2,105,1
727267,3,102,1
727267,4,104,1
727268,1,104,1
727268,2,404,1
727269,1,105,1
727269,2,108,1
727269,3,102,1
727269,4,109,1
727269,5,204,3
727270,1,107,1
727270,2,109,1
727270,3,109,1
727270,4,106,1
727270,5,205,3
727270,6,306,3
727271,1,109,1
727271,2,105,1
727272,1,101,1
727272,2,101,1
727272,3,109,1
727272,4,101,1
727272,5,307,4
727272,6,501,2
727273,1,104,1
727273,2,110,1
727273,3,104,1
727273,4,110,1
727273,5,304,3
727273,6,504,2
727274,1,105,1
727274,2,101,1
727274,3,203,1
727274,4,402,1
727275,1,110,1
727275,2,103,1
727275,3,206,1
727275,4,305,2
727276,1,101,1
727276,2,109,1
727276,3,104,1
727276,4,105,1
727276,5,309,4
727276,6,502,2
727277,1,102,1
727277,2,104,1
727277,3,101,1
727277,4,101,1
727278,1,101,1
727278,2,107,1
727278,3,105,1
727278,4,206,3
727278,5,306,3
727279,1,104,1
727279,2,104,1
727279,3,207,1
727279,4,301,2
727280,1,110,1
727280,2,402,1
727281,1,106,1
727281,2,101,1
727281,3,106,1
727281,4,106,1
727281,5,102,1
727281,6,106,1
727281,7,307,6
727281,8,403,3
727282,1,105,1
727282,2,302,1
727283,1,105,1
727283,2,108,1
727284,1,108,1
727284,2,101,1
727284,3,108,1
727284,4,106,1
727285,1,105,1
727285,2,103,1
727285,3,108,1
727285,4,404,1
727286,1,106,1
727286,2,203,1
727286,3,301,1
727287,1,103,1
727287,2,206,1
727288,1,106,1
727288,2,109,1
727288,3,205,1
727288,4,309,1
727289,1,108,1
727289,2,104,1
727289,3,109,1
727289,4,104,1
727289,5,107,1
727289,6,306,5
727290,1,105,1
727290,2,103,1
727290,3,103,1
727290,4,301,2
727290,5,503,1
727291,1,110,1
727291,2,107,1
727291,3,101,1
727291,4,110,1
727291,5,204,4
727291,6,306,4
727291,7,503,1
727292,1,101,1
727292,2,104,1
727292,3,304,2
727292,4,402,1
727293,1,102,1
727293,2,110,1
727293,3,201,2
727294,1,108,1
727294,2,102,1
727295,1,109,1
727295,2,101,1
727295,3,303,2
727295,4,404,1
727296,1,103,1
727296,2,109,1
727296,3,302,2
727296,4,501,1
727297,1,106,1
727297,2,105,1
727297,3,108,1
727297,4,101,1
727297,5,201,2
727297,6,302,4
727298,1,110,1
727298,2,106,1
727298,3,207,1
727298,4,505,1
727299,1,106,1
727299,2,108,1
727299,3,105,1
727299,4,101,1
727299,5,110,1
727299,6,203,3
727299,7,308,5
727300,1,106,1
727300,2,109,1
727300,3,101,1
727300,4,104,1
727300,5,403,2
727301,1,107,1
727301,2,107,1
727301,3,106,1
727301,4,103,1
727301,5,110,1
727302,1,101,1
727302,2,103,1
727302,3,102,1
727302,4,107,1
727302,5,207,3
727302,6,401,2
727303,1,101,1
727303,2,109,1
727303,3,107,1
727303,4,106,1
727303,5,102,1
727303,6,201,2
727303,7,307,5
727304,1,107,1
727304,2,109,1
727304,3,201,1
727304,4,306,2
727304,5,502,1
727305,1,102,1
727305,2,108,1
727306,1,107,1
727306,2,103,1
727306,3,106,1
727306,4,106,1
727306,5,205,4
727307,1,110,1
727307,2,404,1
727308,1,108,1
727308,2,104,1
727308,3,107,1
727308,4,102,1
727308,5,205,2
727308,6,307,4
727308,7,504,2
727309,1,104,1
727309,2,110,1
727309,3,305,2
727310,1,108,1
727310,2,102,1
727310,3,105,1
727310,4,109,1
727310,5,101,1
727311,1,108,1
727311,2,110,1
727311,3,101,1
727311,4,104,1
727311,5,110,1
727311,6,304,4
727311,7,503,3
727312,1,106,1
727312,2,207,1
727312,3,504,1
727313,1,104,1
727313,2,107,1
727313,3,104,1
727313,4,107,1
727313,5,204,3
727313,6,306,4
727313,7,501,1
727313,8,404,2
727314,1,104,1
727314,2,101,1
727314,3,205,1
727314,4,402,1
727315,1,102,1
727315,2,110,1
727315,3,103,1
727315,4,106,1
727315,5,101,1
727315,6,104,1
727315,7,205,4
727316,1,107,1
727316,2,102,1
727316,3,106,1
727316,4,108,1
727317,1,105,1
727317,2,105,1
727317,3,104,1
727317,4,304,3
727317,5,402,1
727318,1,101,1
727318,2,106,1
727318,3,103,1
727318,4,302,3
727319,1,109,1
727319,2,104,1
727320,1,108,1
727320,2,108,1
727320,3,304,2
727321,1,109,1
727321,2,104,1
727321,3,303,2
727321,4,403,1
727322,1,103,1
727322,2,101,1
727322,3,204,1
727322,4,307,1
727322,5,503,1
727323,1,108,1
727323,2,101,1
727323,3,101,1
727323,4,108,1
727323,5,305,3
727324,1,110,1
727324,2,107,1
727325,1,103,1
727325,2,105,1
727325,3,301,1
727325,4,501,1
727326,1,107,1
727326,2,108,1
727326,3,304,1
727327,1,106,1
727328,1,102,1
727328,2,101,1
727328,3,206,1
727328,4,402,1
727329,1,105,1
727329,2,110,1
727329,3,303,2
727329,4,401,1
727330,1,107,1
727330,2,106,1
727330,3,103,1
727330,4,310,3
727331,1,106,1
727331,2,203,1
727331,3,307,1
727331,4,503,1
727332,1,104,1
727332,2,107,1
727332,3,104,1
727332,4,101,1
727332,5,207,2
727332,6,505,2
727333,1,105,1
727333,2,107,1
727333,3,201,2
727333,4,305,2
727333,5,402,1
727334,1,103,1
727334,2,107,1
727334,3,206,1
727334,4,303,2
727335,1,105,1
727335,2,107,1
727335,3,108,1
727335,4,107,1
727335,5,201,3
727336,1,108,1
727336,2,106,1
727336,3,109,1
727336,4,110,1
727337,1,101,1
727337,2,108,1
727337,3,105,1
727337,4,504,2
727338,1,104,1
727338,2,102,1
727338,3,105,1
727339,1,109,1
727339,2,207,1
727339,3,305,1
727340,1,106,1
727340,2,105,1
727340,3,108,1
727340,4,404,1
727341,1,102,1
727341,2,106,1
727341,3,108,1
727341,4,204,2
727341,5,303,3
727342,1,106,1
727342,2,103,1
727342,3,306,1
727343,1,106,1
727343,2,102,1
727343,3,102,1
727344,1,105,1
727344,2,104,1
727344,3,104,1
727344,4,305,2
727344,5,505,1
727344,6,402,1
727345,1,104,1
727345,2,310,1
727346,1,101,1
727346,2,103,1
727346,3,205,2
727346,4,307,2
727347,1,110,1
727347,2,108,1
727347,3,207,1
727347,4,503,1
727347,5,404,1
727348,1,107,1
727348,2,101,1
727349,1,108,1
727349,2,106,1
727349,3,107,1
727349,4,102,1
727349,5,308,3
727349,6,505,2
727350,1,106,1
727350,2,108,1
727350,3,203,1
727350,4,306,2
727350,5,401,1
727351,1,101,1
727351,2,108,1
727351,3,302,1
727352,1,110,1
727352,2,104,1
727352,3,101,1
727352,4,109,1
727352,5,206,2
727352,6,301,4
727353,1,107,1
727353,2,101,1
727354,1,109,1
727354,2,104,1
727354,3,104,1
727354,4,207,2
727354,5,302,2
727354,6,503,1
727355,1,106,1
727355,2,101,1
727355,3,302,1
727355,4,402,1
727356,1,109,1
727356,2,101,1
727356,3,202,1
727356,4,302,2
727357,1,106,1
727357,2,107,1
727357,3,102,1
727357,4,502,1
727358,1,107,1
727358,2,103,1
727358,3,107,1
727358,4,109,1
727358,5,301,4
727358,6,504,2
727359,1,104,1
727359,2,108,1
727359,3,305,1
727359,4,401,1
727360,1,106,1
727360,2,109,1
727360,3,303,1
727360,4,502,1
727361,1,110,1
727361,2,201,1
727361,3,305,1
727361,4,404,1
727362,1,101,1
727362,2,203,1
727362,3,305,1
727363,1,107,1
727363,2,101,1
727363,3,107,1
727363,4,202,2
727363,5,404,1
727364,1,103,1
727364,2,107,1
727364,3,102,1
727364,4,103,1
727364,5,207,2
727365,1,101,1
727365,2,207,1
727365,3,501,1
727365,4,404,1
727366,1,103,1
727366,2,110,1
727366,3,104,1
727366,4,205,2
727367,1,109,1
727367,2,108,1
727367,3,103,1
727367,4,202,2
727367,5,303,3
727367,6,501,2
727368,1,101,1
727368,2,104,1
727368,3,103,1
727368,4,101,1
727368,5,201,2
727368,6,501,1
727368,7,402,1
727369,1,109,1
727369,2,102,1
727369,3,307,2
727370,1,109,1
727370,2,102,1
727371,1,109,1
727371,2,103,1
727372,1,104,1
727372,2,104,1
727372,3,204,1
727372,4,306,2
727373,1,110,1
727373,2,103,1
727373,3,104,1
727373,4,103,1
727373,5,104,1
727373,6,501,3
727374,1,106,1
727374,2,104,1
727374,3,110,1
727374,4,107,1
727374,5,205,4
727374,6,303,4
727374,7,503,1
727375,1,107,1
727375,2,108,1
727375,3,205,1
727375,4,402,1
727376,1,108,1
727376,2,109,1
727376,3,104,1
727376,4,204,2
727377,1,104,1
727377,2,101,1
727377,3,207,2
727377,4,304,2
727377,5,502,1
727378,1,102,1
727378,2,105,1
727378,3,302,1
727379,1,103,1
727379,2,110,1
727379,3,204,1
727379,4,305,1
727379,5,505,1
727380,1,110,1
727380,2,102,1
727380,3,101,1
727380,4,107,1
727380,5,201,3
727381,1,106,1
727381,2,101,1
727381,3,104,1
727381,4,104,1
727381,5,310,4
727382,1,102,1
727382,2,103,1
727382,3,106,1
727382,4,105,1
727382,5,108,1
727382,6,107,1
727382,7,203,5
727382,8,302,5
727383,1,109,1
727383,2,106,1
727383,3,101,1
727383,4,109,1
727384,1,109,1
727384,2,101,1
727384,3,201,1
727384,4,504,1
727385,1,101,1
727385,2,106,1
727385,3,306,2
727385,4,404,1
727386,1,101,1
727386,2,108,1
727386,3,102,1
727386,4,105,1
727386,5,504,2
727387,1,103,1
727387,2,101,1
727387,3,304,1
727387,4,403,1
727388,1,109,1
727388,2,105,1
727388,3,207,2
727388,4,306,2
727389,1,102,1
727389,2,104,1
727389,3,107,1
727389,4,203,2
727389,5,401,1
727390,1,110,1
727390,2,104,1
727390,3,205,2
727390,4,306,2
727391,1,104,1
727391,2,103,1
727391,3,106,1
727391,4,108,1
727392,1,109,1
727392,2,110,1
727392,3,109,1
727392,4,110,1
727392,5,106,1
727393,1,109,1
727394,1,106,1
727394,2,106,1
727394,3,105,1
727394,4,203,2
727394,5,504,1
727394,6,403,1
727395,1,110,1
727395,2,105,1
727395,3,206,1
727395,4,306,1
727395,5,402,1
727396,1,110,1
727396,2,107,1
727396,3,301,1
727397,1,106,1
727397,2,107,1
727397,3,102,1
727397,4,304,2
727397,5,503,1
727397,6,402,1
727398,1,110,1
727398,2,107,1
727398,3,302,2
727399,1,109,1
727399,2,109,1
727399,3,207,1
727399,4,503,1
727400,1,110,1
727400,2,104,1
727400,3,101,1
727400,4,205,3
727400,5,505,1
727401,1,106,1
727401,2,202,1
727401,3,302,1
727401,4,401,1
727402,1,105,1
727402,2,104,1
727402,3,106,1
727402,4,109,1
727402,5,106,1
727402,6,104,1
727402,7,201,5
727403,1,105,1
727403,2,109,1
727403,3,206,2
727403,4,304,2
727403,5,501,1
727404,1,107,1
727404,2,202,1
727404,3,504,1
727405,1,105,1
727405,2,101,1
727405,3,206,1
727405,4,310,2
727405,5,503,1
727405,6,402,1
727406,1,101,1
727406,2,105,1
727407,1,106,1
727407,2,107,1
727407,3,306,2
727408,1,109,1
727408,2,101,1
727408,3,205,1
727408,4,301,1
727408,5,504,1
727409,1,106,1
727409,2,102,1
727409,3,106,1
727410,1,107,1
727410,2,107,1
727410,3,302,2
727411,1,105,1
727411,2,110,1
727411,3,207,1
727411,4,302,1
727412,1,102,1
727412,2,105,1
727412,3,501,1
727413,1,110,1
727413,2,107,1
727413,3,103,1
727413,4,105,1
727413,5,105,1
727413,6,207,3
727414,1,106,1
727414,2,104,1
727414,3,107,1
727414,4,106,1
727414,5,108,1
727414,6,203,4
727415,1,110,1
727415,2,109,1
727415,3,105,1
727415,4,107,1
727415,5,202,4
727415,6,403,2
727416,1,110,1
727416,2,104,1
727416,3,203,1
727416,4,309,2
727417,1,102,1
727417,2,105,1
727417,3,108,1
727417,4,205,2
727417,5,302,3
727417,6,503,1
727418,1,110,1
727418,2,105,1
727418,3,102,1
727418,4,101,1
727418,5,204,2
727418,6,302,4
727418,7,503,2
727419,1,106,1
727419,2,106,1
727419,3,308,2
727420,1,107,1
727420,2,103,1
727420,3,304,2
727420,4,401,1
727421,1,104,1
727421,2,103,1
727421,3,303,2
727421,4,404,1
727422,1,101,1
727422,2,106,1
727422,3,201,1
727422,4,402,1
727423,1,106,1
727423,2,108,1
727423,3,203,1
727423,4,402,1
727424,1,102,1
727424,2,105,1
727424,3,102,1
727424,4,105,1
727424,5,101,1
727424,6,205,3
727424,7,404,3
727425,1,109,1
727425,2,108,1
727425,3,107,1
727425,4,102,1
727425,5,109,1
727425,6,103,1
727425,7,202,3
727425,8,503,2
727426,1,109,1
727426,2,102,1
727426,3,104,1
727426,4,306,3
727427,1,107,1
727427,2,104,1
727427,3,110,1
727427,4,104,1
727427,5,207,3
727427,6,301,4
727427,7,401,1
727428,1,103,1
727428,2,101,1
727428,3,102,1
727429,1,105,1
727429,2,109,1
727429,3,305,1
727430,1,103,1
727430,2,105,1
727430,3,108,1
727430,4,203,2
727431,1,105,1
727431,2,102,1
727431,3,301,2
727431,4,401,1
727432,1,106,1
727432,2,108,1
727432,3,102,1
727432,4,205,2
727433,1,106,1
727433,2,102,1
727433,3,206,1
727433,4,304,2
727434,1,108,1
727434,2,108,1
727434,3,104,1
727434,4,104,1
727434,5,101,1
727434,6,101,1
727434,7,205,3
727434,8,307,6
727435,1,104,1
727435,2,107,1
727435,3,107,1
727435,4,301,3
727436,1,105,1
727436,2,203,1
727437,1,102,1
727437,2,203,1
727438,1,104,1
727438,2,104,1
727438,3,107,1
727438,4,201,3
727438,5,303,2
727438,6,505,1
727438,7,402,1
727439,1,103,1
727439,2,103,1
727439,3,309,2
727440,1,104,1
727440,2,101,1
727440,3,107,1
727440,4,202,2
727440,5,305,2
727441,1,107,1
727441,2,102,1
727441,3,110,1
727441,4,307,2
727441,5,503,1
727442,1,107,1
727442,2,306,1
727442,3,503,1
727443,1,109,1
727443,2,106,1
727443,3,103,1
727443,4,103,1
727443,5,303,4
727444,1,109,1
727444,2,101,1
727444,3,101,1
727444,4,104,1
727444,5,302,3
727444,6,404,1
727445,1,108,1
727445,2,109,1
727445,3,203,1
727445,4,310,1
727446,1,104,1
727446,2,107,1
727446,3,305,2
727447,1,101,1
727447,2,110,1
727447,3,108,1
727447,4,101,1
727447,5,109,1
727447,6,104,1
727447,7,205,4
727447,8,302,6
727448,1,110,1
727448,2,101,1
727448,3,503,1
727448,4,401,1
727449,1,105,1
727449,2,102,1
727449,3,304,1
727450,1,108,1
727450,2,107,1
727450,3,201,1
727450,4,504,1
727451,1,101,1
727451,2,104,1
727452,1,101,1
727452,2,108,1
727452,3,107,1
727452,4,104,1
727452,5,101,1
727452,6,201,2
727452,7,305,5
727453,1,109,1
727453,2,107,1
727453,3,106,1
727453,4,110,1
727453,5,305,3
727453,6,501,2
727454,1,102,1
727454,2,105,1
727454,3,107,1
727454,4,107,1
727454,5,106,1
727454,6,207,4
727455,1,104,1
727455,2,102,1
727455,3,101,1
727455,4,106,1
727455,5,307,4
727456,1,105,1
727456,2,105,1
727456,3,207,1
727457,1,106,1
727457,2,110,1
727457,3,304,2
727458,1,108,1
727458,2,110,1
727458,3,207,1
727459,1,105,1
727459,2,109,1
727459,3,103,1
727459,4,105,1
727459,5,202,2
727459,6,303,3
727460,1,110,1
727460,2,110,1
727460,3,106,1
727460,4,305,2
727461,1,101,1
727461,2,204,1
727461,3,302,1
727461,4,502,1
727462,1,110,1
727462,2,105,1
727463,1,102,1
727463,2,205,1
727463,3,302,1
727464,1,103,1
727464,2,101,1
727464,3,103,1
727464,4,109,1
727464,5,302,4
727465,1,105,1
727465,2,104,1
727465,3,109,1
727465,4,107,1
727465,5,108,1
727465,6,101,1
727465,7,402,2
727466,1,104,1
727466,2,207,1
727466,3,307,1
727467,1,101,1
727467,2,105,1
727467,3,101,1
727467,4,102,1
727467,5,205,3
727467,6,305,4
727468,1,101,1
727468,2,101,1
727468,3,106,1
727468,4,303,2
727468,5,502,1
727469,1,102,1
727470,1,104,1
727470,2,105,1
727470,3,201,1
727470,4,302,2
727470,5,504,1
727471,1,102,1
727471,2,102,1
727471,3,404,1
727472,1,104,1
727472,2,106,1
727472,3,206,2
727472,4,308,2
727472,5,502,1
727473,1,109,1
727473,2,104,1
727473,3,101,1
727473,4,105,1
727473,5,104,1
727474,1,109,1
727474,2,104,1
727474,3,106,1
727475,1,106,1
727475,2,102,1
727475,3,109,1
727475,4,205,2
727475,5,303,2
727476,1,107,1
727476,2,103,1
727476,3,203,1
727476,4,302,2
727477,1,110,1
727477,2,106,1
727477,3,204,1
727477,4,307,2
727478,1,109,1
727478,2,104,1
727478,3,205,1
727479,1,101,1
727479,2,102,1
727479,3,107,1
727479,4,201,2
727479,5,304,2
727480,1,101,1
727480,2,108,1
727480,3,302,1
727480,4,503,1
727481,1,102,1
727481,2,204,1
727481,3,302,1
727481,4,404,1
727482,1,107,1
727482,2,107,1
727482,3,203,1
727482,4,404,1
727483,1,108,1
727483,2,106,1
727483,3,109,1
727483,4,108,1
727484,1,105,1
727484,2,106,1
727484,3,110,1
727484,4,104,1
727484,5,108,1
727485,1,103,1
727485,2,202,1
727485,3,505,1
727486,1,109,1
727486,2,104,1
727487,1,101,1
727487,2,107,1
727487,3,206,1
727487,4,306,1
727488,1,104,1
727488,2,103,1
727488,3,301,2
727489,1,101,1
727489,2,107,1
727489,3,107,1
727489,4,101,1
727489,5,110,1
727489,6,108,1
727489,7,204,2
727489,8,306,5
727489,9,403,3
727490,1,108,1
727490,2,101,1
727490,3,104,1
727490,4,107,1
727490,5,107,1
727490,6,302,5
727491,1,102,1
727491,2,101,1
727491,3,103,1
727491,4,110,1
727491,5,206,3
727491,6,305,4
727492,1,107,1
727492,2,101,1
727492,3,106,1
727492,4,107,1
727492,5,201,3
727492,6,303,4
727492,7,401,1
727493,1,110,1
727493,2,108,1
727493,3,204,1
727493,4,502,1
727494,1,108,1
727494,2,108,1
727494,3,401,1
727495,1,109,1
727495,2,107,1
727495,3,105,1
727495,4,204,2
727495,5,302,3
727496,1,108,1
727496,2,105,1
727497,1,108,1
727497,2,104,1
727497,3,305,2
727498,1,105,1
727498,2,110,1
727498,3,103,1
727498,4,103,1
727498,5,105,1
727498,6,206,2
727498,7,305,5
727499,1,107,1
727499,2,107,1
727500,1,105,1
727500,2,109,1
727500,3,205,1
727501,1,102,1
727501,2,108,1
727501,3,104,1
727501,4,103,1
727501,5,110,1
727502,1,101,1
727502,2,109,1
727502,3,202,2
727502,4,304,2
727502,5,502,1
727503,1,108,1
727503,2,110,1
727503,3,109,1
727503,4,103,1
727503,5,104,1
727503,6,307,5
727504,1,104,1
727504,2,106,1
727504,3,110,1
727504,4,101,1
727504,5,304,4
727504,6,402,2
727505,1,103,1
727505,2,109,1
727505,3,303,2
727506,1,106,1
727506,2,108,1
727506,3,305,2
727507,1,107,1
727507,2,109,1
727507,3,107,1
727507,4,306,3
727507,5,401,1
727508,1,108,1
727508,2,110,1
727508,3,207,2
727508,4,505,1
727509,1,109,1
727509,2,201,1
727510,1,110,1
727510,2,110,1
727510,3,104,1
727510,4,103,1
727510,5,110,1
727510,6,303,4
727511,1,106,1
727511,2,107,1
727511,3,103,1
727511,4,203,1
727511,5,305,3
727511,6,505,2
727512,1,104,1
727512,2,104,1
727512,3,303,2
727513,1,101,1
727513,2,103,1
727513,3,303,1
727514,1,101,1
727514,2,104,1
727514,3,206,2
727514,4,305,2
727515,1,109,1
727515,2,102,1
727515,3,101,1
727515,4,108,1
727515,5,101,1
727515,6,402,2
727516,1,104,1
727516,2,105,1
727516,3,310,2
727517,1,107,1
727517,2,204,1
727517,3,401,1
727518,1,109,1
727518,2,107,1
727518,3,206,1
727518,4,404,1
727519,1,109,1
727519,2,109,1
727519,3,107,1
727519,4,108,1
727519,5,306,3
727519,6,404,2
727520,1,104,1
727520,2,101,1
727520,3,206,1
727520,4,304,1
727520,5,401,1
727521,1,102,1
727521,2,103,1
727521,3,106,1
727521,4,206,2
727522,1,109,1
727522,2,107,1
727522,3,204,1
727522,4,306,2
727523,1,103,1
727523,2,103,1
727523,3,102,1
727523,4,101,1
727523,5,203,2
727523,6,302,4
727523,7,503,1
727524,1,107,1
727524,2,105,1
727524,3,103,1
727524,4,202,2
727524,5,401,1
727525,1,104,1
727525,2,104,1
727525,3,303,2
727526,1,103,1
727526,2,107,1
727526,3,304,2
727526,4,402,1
727527,1,101,1
727527,2,302,1
727528,1,106,1
