check_id,location_id,check_date,daypart,party_size,total_amount,tax_amount,server_id,order_channel,table_section,discount_amount
710159,22,2026-05-10,dinner,2,67.5,5.91,5325,takeout,main,0.0
710160,6,2025-12-02,dinner,1,75.0,6.56,5088,dine_in,main,0.0
710161,12,2025-09-06,dinner,2,71.5,6.26,5180,delivery,main,12.87
710162,4,2026-01-15,dinner,4,128.0,11.2,5057,catering,main,0.0
710163,23,2026-03-18,late_night,2,109.5,9.58,5341,takeout,bar,0.0
710164,8,2026-07-07,lunch,5,234.5,20.52,5108,dine_in,patio,0.0
710165,23,2025-12-15,dinner,5,231.0,20.21,5332,delivery,main,41.58
710166,1,2026-03-20,lunch,4,191.0,16.71,5008,dine_in,main,0.0
710167,7,2025-09-13,dinner,1,36.0,3.15,5104,delivery,patio,6.48
710168,12,2025-08-18,lunch,1,72.0,6.3,5169,dine_in,bar,0.0
710169,23,2025-08-21,dinner,2,86.5,7.57,5342,dine_in,main,0.0
710170,6,2025-09-26,dinner,6,382.0,33.42,5088,dine_in,main,0.0
710171,8,2026-04-20,dinner,5,254.5,22.27,5110,dine_in,main,0.0
710172,17,2026-03-28,dinner,5,321.5,28.13,5251,dine_in,main,0.0
710173,23,2026-07-16,dinner,4,251.0,21.96,5332,kiosk,main,0.0
710174,12,2025-10-25,dinner,2,99.5,8.71,5171,takeout,main,4.98
710175,16,2026-02-18,lunch,2,59.0,5.16,5236,delivery,patio,10.62
710176,18,2026-03-07,dinner,4,166.5,14.57,5266,catering,main,0.0
710177,11,2025-10-09,lunch,3,204.0,17.85,5164,dine_in,main,0.0
710178,8,2025-10-20,dinner,2,163.5,14.31,5108,takeout,main,0.0
710179,10,2025-08-02,dinner,2,117.5,10.28,5142,takeout,main,0.0
710180,11,2026-06-18,dinner,4,254.0,22.22,5161,dine_in,bar,0.0
710181,21,2026-06-17,dinner,2,134.5,11.77,5304,delivery,patio,24.21
710182,19,2025-12-24,dinner,2,121.5,10.63,5274,takeout,patio,0.0
710183,20,2025-07-11,dinner,4,164.0,14.35,5295,kiosk,patio,0.0
710184,5,2025-12-01,dinner,4,130.5,11.42,5065,delivery,patio,23.49
710185,6,2026-04-26,dinner,1,65.0,5.69,5084,dine_in,patio,0.0
710186,24,2025-08-16,lunch,4,237.0,20.74,5360,dine_in,main,0.0
710187,4,2026-03-04,late_night,4,188.5,16.49,5050,delivery,main,33.93
710188,10,2026-03-25,dinner,6,329.0,28.79,5149,kiosk,main,0.0
710189,5,2026-03-24,lunch,2,70.5,6.17,5069,dine_in,main,3.53
710190,6,2025-06-21,dinner,1,91.5,8.01,5088,dine_in,patio,4.58
710191,9,2025-12-01,lunch,3,216.0,18.9,5127,dine_in,patio,10.8
710192,15,2026-02-11,lunch,6,370.0,32.38,5212,dine_in,main,0.0
710193,1,2025-10-12,dinner,2,94.0,8.22,5013,takeout,main,0.0
710194,23,2026-06-09,dinner,2,128.5,11.24,5345,catering,main,0.0
710195,10,2025-11-12,dinner,4,239.5,20.96,5147,dine_in,bar,0.0
710196,7,2026-03-08,dinner,1,87.0,7.61,5091,dine_in,patio,0.0
710197,23,2025-12-13,lunch,4,206.5,18.07,5345,dine_in,main,0.0
710198,14,2025-08-12,lunch,2,76.5,6.69,5209,dine_in,main,0.0
710199,17,2025-07-07,lunch,2,146.0,12.77,5250,dine_in,patio,7.3
710200,21,2025-11-27,lunch,2,104.5,9.14,5311,dine_in,main,0.0
710201,1,2025-11-16,dinner,4,164.5,14.39,5013,dine_in,patio,0.0
710202,1,2026-01-20,dinner,2,140.0,12.25,5015,kiosk,bar,0.0
710203,1,2026-03-03,lunch,2,105.0,9.19,5006,kiosk,bar,0.0
710204,5,2025-07-20,late_night,2,112.0,9.8,5067,dine_in,main,0.0
710205,8,2025-10-23,dinner,2,112.0,9.8,5118,dine_in,main,0.0
710206,5,2025-08-08,lunch,4,124.0,10.85,5069,dine_in,main,0.0
710207,8,2026-06-25,dinner,2,109.0,9.54,5110,dine_in,main,0.0
710208,17,2025-07-16,late_night,2,99.0,8.66,5249,dine_in,main,4.95
710209,22,2026-02-13,dinner,2,97.5,8.53,5317,delivery,main,17.55
710210,21,2025-10-19,lunch,4,257.5,22.53,5309,dine_in,patio,0.0
710211,2,2025-06-25,dinner,2,140.5,12.29,5018,dine_in,main,0.0
710212,4,2026-06-28,lunch,1,26.5,2.32,5054,dine_in,main,0.0
710213,21,2026-02-15,dinner,4,250.0,21.88,5311,kiosk,main,0.0
710214,11,2025-10-25,lunch,2,135.5,11.86,5151,dine_in,main,0.0
710215,16,2025-08-08,lunch,2,129.5,11.33,5234,dine_in,patio,0.0
710216,4,2025-08-10,dinner,2,72.0,6.3,5049,takeout,main,0.0
710217,24,2025-12-11,lunch,2,91.5,8.01,5353,kiosk,bar,4.58
710218,12,2025-11-17,dinner,2,118.0,10.32,5172,dine_in,bar,0.0
710219,17,2026-05-23,lunch,2,117.0,10.24,5245,dine_in,main,5.85
710220,13,2025-08-02,dinner,2,79.0,6.91,5187,dine_in,main,3.95
710221,14,2025-11-19,lunch,2,82.5,7.22,5209,delivery,main,14.85
710222,21,2026-01-18,dinner,2,130.5,11.42,5312,catering,main,0.0
710223,14,2025-06-29,dinner,2,85.0,7.44,5201,catering,main,0.0
710224,2,2025-10-30,late_night,2,92.5,8.09,5023,delivery,main,16.65
710225,16,2025-11-15,lunch,3,151.5,13.26,5227,takeout,main,0.0
710226,11,2025-07-26,dinner,1,85.0,7.44,5165,dine_in,main,0.0
710227,23,2026-04-24,dinner,2,195.5,17.11,5345,kiosk,main,0.0
710228,5,2025-10-10,dinner,2,131.5,11.51,5065,dine_in,main,0.0
710229,16,2026-05-19,lunch,1,66.0,5.77,5230,dine_in,main,0.0
710230,4,2025-12-10,lunch,2,75.5,6.61,5054,dine_in,bar,0.0
710231,9,2025-08-08,dinner,3,154.0,13.47,5135,takeout,main,0.0
710232,15,2025-09-02,dinner,2,83.5,7.31,5225,dine_in,main,0.0
710233,24,2025-10-18,dinner,2,70.0,6.12,5359,delivery,main,12.6
710234,5,2025-07-07,dinner,5,160.5,14.04,5070,kiosk,bar,0.0
710235,14,2025-07-20,late_night,5,219.5,19.21,5206,dine_in,main,0.0
710236,2,2026-02-04,dinner,2,131.0,11.46,5022,dine_in,main,0.0
710237,9,2025-11-15,dinner,3,163.5,14.31,5121,delivery,bar,29.43
710238,24,2025-08-21,late_night,2,104.5,9.14,5356,takeout,main,5.23
710239,6,2026-07-07,dinner,2,113.5,9.93,5086,dine_in,main,0.0
710240,12,2026-05-29,lunch,5,180.5,15.79,5171,takeout,main,0.0
710241,1,2025-07-05,dinner,1,82.5,7.22,5001,dine_in,main,0.0
710242,7,2026-03-31,dinner,4,182.5,15.97,5102,takeout,patio,0.0
710243,18,2026-03-06,lunch,3,137.0,11.99,5261,dine_in,patio,0.0
710244,21,2025-07-19,dinner,4,178.5,15.62,5307,kiosk,main,0.0
710245,9,2025-07-27,lunch,3,145.0,12.69,5125,dine_in,bar,0.0
710246,9,2025-11-18,dinner,2,70.5,6.17,5128,takeout,main,0.0
710247,17,2026-07-12,dinner,2,75.5,6.61,5254,delivery,main,13.59
710248,10,2025-08-04,lunch,1,58.0,5.07,5148,catering,bar,0.0
710249,21,2025-12-22,dinner,4,212.5,18.59,5308,takeout,main,0.0
710250,21,2026-03-31,dinner,2,102.5,8.97,5310,dine_in,main,0.0
710251,13,2025-11-30,lunch,3,143.5,12.56,5194,takeout,patio,0.0
710252,1,2026-06-30,dinner,2,128.0,11.2,5013,dine_in,patio,0.0
710253,15,2025-09-05,dinner,2,84.0,7.35,5221,delivery,main,15.12
710254,1,2026-01-25,lunch,1,48.0,4.2,5002,dine_in,patio,0.0
710255,21,2025-09-11,dinner,2,95.0,8.31,5303,dine_in,main,0.0
710256,5,2025-06-27,dinner,3,123.0,10.76,5064,dine_in,main,0.0
710257,14,2026-01-14,late_night,1,77.5,6.78,5202,takeout,main,0.0
710258,19,2026-03-14,dinner,2,124.0,10.85,5273,kiosk,main,0.0
710259,19,2025-10-09,dinner,1,39.0,3.41,5283,dine_in,patio,1.95
710260,3,2026-05-23,lunch,2,63.5,5.56,5034,dine_in,patio,0.0
710261,4,2025-11-18,dinner,5,219.5,19.21,5047,catering,main,10.98
710262,12,2025-08-30,lunch,5,264.5,23.14,5174,dine_in,main,0.0
710263,7,2025-10-07,lunch,3,138.0,12.07,5097,takeout,patio,0.0
710264,24,2025-09-30,dinner,4,202.0,17.67,5349,takeout,patio,0.0
710265,13,2026-07-06,dinner,3,175.5,15.36,5193,dine_in,main,0.0
710266,3,2025-11-10,dinner,2,108.5,9.49,5042,dine_in,patio,0.0
710267,5,2026-04-06,dinner,3,135.5,11.86,5070,dine_in,main,0.0
710268,5,2025-11-05,lunch,5,158.5,13.87,5062,delivery,main,28.53
710269,17,2025-07-03,lunch,2,63.5,5.56,5248,dine_in,main,0.0
710270,19,2025-09-16,dinner,2,156.5,13.69,5282,takeout,main,0.0
710271,11,2026-02-17,dinner,2,160.0,14.0,5162,catering,main,0.0
710272,17,2026-06-17,dinner,4,280.0,24.5,5245,catering,bar,0.0
710273,23,2025-08-30,lunch,4,178.5,15.62,5332,takeout,main,0.0
710274,7,2026-05-03,lunch,2,85.5,7.48,5094,dine_in,patio,0.0
710275,9,2025-09-18,dinner,2,104.0,9.1,5129,catering,main,0.0
710276,11,2025-11-02,dinner,3,208.0,18.2,5154,catering,main,0.0
710277,23,2025-11-17,lunch,3,150.0,13.12,5336,dine_in,bar,0.0
710278,17,2025-08-17,dinner,2,110.0,9.62,5253,dine_in,main,5.5
710279,18,2025-12-19,dinner,2,117.0,10.24,5257,delivery,main,21.06
710280,7,2025-10-19,lunch,2,104.0,9.1,5100,catering,main,0.0
710281,3,2025-06-26,dinner,2,58.0,5.07,5044,dine_in,patio,2.9
710282,23,2026-02-19,lunch,4,220.0,19.25,5343,delivery,main,39.6
710283,21,2025-07-19,dinner,2,126.5,11.07,5313,takeout,main,0.0
710284,5,2025-08-17,lunch,2,74.5,6.52,5064,delivery,main,13.41
710285,20,2026-02-11,lunch,1,42.5,3.72,5300,dine_in,patio,0.0
710286,2,2026-03-08,dinner,3,183.0,16.01,5023,dine_in,patio,0.0
710287,15,2025-12-25,late_night,3,117.0,10.24,5214,dine_in,main,0.0
710288,17,2025-07-08,lunch,4,179.0,15.66,5255,takeout,main,0.0
710289,2,2025-10-19,dinner,2,79.5,6.96,5030,delivery,main,14.31
710290,19,2025-11-12,lunch,2,132.0,11.55,5273,dine_in,main,0.0
710291,3,2026-01-31,dinner,4,173.0,15.14,5045,delivery,patio,31.14
710292,9,2026-01-09,dinner,1,47.0,4.11,5135,dine_in,bar,0.0
710293,12,2026-03-19,dinner,4,200.5,17.54,5166,dine_in,main,0.0
710294,17,2025-08-24,dinner,2,150.5,13.17,5243,kiosk,main,0.0
710295,18,2026-05-13,late_night,4,282.5,24.72,5262,kiosk,main,0.0
710296,10,2026-03-16,late_night,2,71.5,6.26,5148,delivery,patio,12.87
710297,23,2025-07-30,dinner,6,275.0,24.06,5340,dine_in,main,0.0
710298,16,2025-07-08,dinner,4,169.5,14.83,5226,dine_in,main,0.0
710299,11,2026-03-15,lunch,4,165.5,14.48,5164,delivery,main,29.79
710300,11,2025-08-14,dinner,2,120.5,10.54,5161,dine_in,patio,0.0
710301,19,2026-07-07,dinner,4,216.5,18.94,5281,dine_in,bar,0.0
710302,19,2026-01-09,dinner,2,102.5,8.97,5283,dine_in,main,0.0
710303,12,2026-01-01,lunch,4,168.0,14.7,5176,delivery,bar,30.24
710304,5,2025-12-25,dinner,2,58.0,5.07,5070,dine_in,main,2.9
710305,5,2025-11-28,dinner,4,207.0,18.11,5075,dine_in,main,10.35
710306,7,2026-04-13,dinner,2,80.0,7.0,5103,dine_in,bar,0.0
710307,7,2026-01-26,dinner,1,75.0,6.56,5091,takeout,patio,0.0
710308,16,2025-06-21,lunch,1,55.5,4.86,5238,delivery,main,9.99
710309,23,2026-01-17,dinner,4,176.5,15.44,5342,takeout,main,0.0
710310,2,2026-05-17,lunch,2,102.5,8.97,5025,dine_in,patio,0.0
710311,23,2025-12-30,lunch,2,84.5,7.39,5340,dine_in,main,0.0
710312,24,2026-01-25,dinner,2,83.0,7.26,5347,delivery,patio,14.94
710313,16,2025-07-10,dinner,2,93.0,8.14,5234,delivery,main,16.74
710314,2,2026-04-02,dinner,5,318.5,27.87,5021,takeout,patio,0.0
710315,19,2026-06-08,dinner,2,143.5,12.56,5271,dine_in,patio,0.0
710316,15,2025-12-17,dinner,1,49.0,4.29,5224,dine_in,patio,0.0
710317,22,2026-01-12,lunch,1,44.0,3.85,5330,kiosk,patio,0.0
710318,14,2026-04-18,lunch,2,109.5,9.58,5200,takeout,patio,0.0
710319,24,2025-06-28,late_night,2,137.0,11.99,5357,kiosk,main,0.0
710320,6,2026-03-05,dinner,2,129.0,11.29,5089,dine_in,main,0.0
710321,16,2025-12-17,dinner,3,180.0,15.75,5239,dine_in,bar,0.0
710322,18,2025-07-19,dinner,2,92.5,8.09,5269,delivery,main,16.65
710323,17,2025-09-16,dinner,2,67.5,5.91,5251,dine_in,patio,0.0
710324,4,2026-04-20,lunch,4,200.0,17.5,5056,dine_in,main,0.0
710325,10,2026-04-09,dinner,5,231.5,20.26,5139,takeout,bar,0.0
710326,19,2026-02-12,dinner,6,253.0,22.14,5278,dine_in,patio,0.0
710327,11,2026-06-06,dinner,4,181.5,15.88,5154,takeout,patio,0.0
710328,9,2025-10-08,lunch,3,166.0,14.52,5134,dine_in,main,0.0
710329,10,2025-10-17,dinner,3,193.5,16.93,5149,takeout,main,0.0
710330,8,2026-05-10,lunch,1,33.5,2.93,5116,delivery,main,6.03
710331,12,2026-01-25,late_night,2,85.5,7.48,5175,dine_in,bar,0.0
710332,24,2025-12-19,lunch,5,235.0,20.56,5356,dine_in,main,0.0
710333,3,2026-02-16,late_night,2,111.0,9.71,5040,takeout,main,0.0
710334,3,2026-03-12,dinner,2,74.5,6.52,5032,takeout,bar,0.0
710335,21,2025-11-19,dinner,1,65.5,5.73,5308,delivery,patio,11.79
710336,7,2025-11-17,lunch,4,213.0,18.64,5092,kiosk,bar,0.0
710337,3,2025-07-04,lunch,3,209.0,18.29,5043,takeout,bar,0.0
710338,20,2026-02-17,lunch,3,173.0,15.14,5300,catering,main,0.0
710339,7,2026-01-22,dinner,2,118.0,10.32,5099,delivery,bar,21.24
710340,1,2025-06-15,dinner,3,147.0,12.86,5009,dine_in,bar,0.0
710341,14,2026-05-22,lunch,5,254.0,22.22,5204,takeout,main,0.0
710342,1,2026-03-12,lunch,4,159.5,13.96,5001,dine_in,main,0.0
710343,8,2026-01-23,lunch,4,180.0,15.75,5118,dine_in,main,0.0
710344,17,2025-11-17,lunch,2,126.5,11.07,5253,dine_in,main,0.0
710345,14,2025-08-19,dinner,2,139.0,12.16,5196,takeout,main,0.0
710346,22,2026-06-26,dinner,3,186.5,16.32,5317,takeout,main,0.0
710347,17,2025-08-12,late_night,5,245.5,21.48,5244,dine_in,main,0.0
710348,14,2026-04-12,dinner,5,336.5,29.44,5200,dine_in,main,0.0
710349,18,2025-08-31,lunch,3,207.5,18.16,5261,dine_in,main,0.0
710350,2,2025-11-28,lunch,4,129.5,11.33,5018,dine_in,main,0.0
710351,4,2026-07-14,dinner,3,149.0,13.04,5046,dine_in,main,0.0
710352,18,2026-07-19,dinner,2,118.5,10.37,5256,dine_in,main,0.0
710353,13,2025-11-16,dinner,3,193.0,16.89,5188,dine_in,main,0.0
710354,3,2026-02-17,lunch,5,200.0,17.5,5031,delivery,main,36.0
710355,20,2026-01-17,dinner,3,113.0,9.89,5300,takeout,main,0.0
710356,9,2025-11-09,lunch,3,211.0,18.46,5130,dine_in,main,10.55
710357,18,2026-06-14,dinner,2,84.5,7.39,5261,takeout,main,0.0
710358,20,2026-01-02,lunch,2,84.0,7.35,5300,dine_in,main,0.0
710359,14,2025-09-07,lunch,3,143.0,12.51,5197,takeout,main,0.0
710360,18,2026-04-17,lunch,3,114.0,9.97,5256,takeout,main,0.0
710361,12,2025-08-11,dinner,1,36.0,3.15,5171,kiosk,main,0.0
710362,24,2026-05-16,late_night,4,224.5,19.64,5355,catering,main,0.0
710363,18,2026-06-01,dinner,3,154.5,13.52,5257,takeout,main,0.0
710364,18,2025-11-13,dinner,3,167.0,14.61,5270,takeout,main,0.0
710365,19,2025-12-31,dinner,1,94.5,8.27,5273,dine_in,bar,0.0
710366,9,2025-09-28,late_night,4,193.5,16.93,5121,catering,main,0.0
710367,14,2026-04-28,lunch,4,233.5,20.43,5205,kiosk,bar,0.0
710368,2,2026-07-19,lunch,5,241.5,21.13,5025,delivery,main,43.47
710369,12,2025-08-22,late_night,2,97.0,8.49,5174,takeout,main,0.0
710370,15,2025-11-01,dinner,2,115.0,10.06,5212,takeout,main,5.75
710371,1,2026-02-27,dinner,2,110.5,9.67,5002,delivery,main,19.89
710372,5,2026-05-20,lunch,3,111.5,9.76,5064,dine_in,patio,0.0
710373,17,2026-01-24,lunch,6,298.5,26.12,5254,dine_in,main,0.0
710374,19,2025-08-19,dinner,3,183.5,16.06,5282,dine_in,bar,0.0
710375,4,2026-05-07,lunch,2,88.5,7.74,5055,takeout,patio,4.42
710376,17,2026-07-01,late_night,5,303.5,26.56,5254,dine_in,main,0.0
710377,9,2025-10-15,dinner,2,112.5,9.84,5127,takeout,main,5.62
710378,3,2026-04-12,dinner,3,164.0,14.35,5031,dine_in,main,0.0
710379,22,2025-12-21,lunch,3,113.5,9.93,5328,delivery,main,20.43
710380,9,2026-06-06,dinner,4,241.0,21.09,5130,dine_in,bar,0.0
710381,15,2025-07-07,lunch,2,81.5,7.13,5212,catering,bar,0.0
710382,21,2025-10-11,lunch,4,168.5,14.74,5301,takeout,main,0.0
710383,23,2025-12-12,dinner,2,81.0,7.09,5336,catering,bar,0.0
710384,18,2025-12-25,late_night,2,66.0,5.77,5264,dine_in,main,0.0
710385,22,2026-05-14,dinner,1,62.5,5.47,5318,kiosk,patio,0.0
710386,14,2026-05-17,dinner,4,188.5,16.49,5200,catering,main,9.43
710387,11,2026-05-24,dinner,2,112.5,9.84,5159,dine_in,main,0.0
710388,11,2025-08-07,dinner,4,259.5,22.71,5160,catering,main,0.0
710389,21,2025-08-25,lunch,2,65.0,5.69,5304,kiosk,main,0.0
710390,2,2025-12-16,lunch,5,170.5,14.92,5022,delivery,main,30.69
710391,10,2026-03-22,lunch,3,100.0,8.75,5140,delivery,main,18.0
710392,16,2025-07-02,lunch,2,110.0,9.62,5231,dine_in,main,0.0
710393,5,2026-05-30,late_night,4,167.5,14.66,5072,dine_in,main,0.0
710394,16,2025-08-20,dinner,2,81.5,7.13,5228,delivery,patio,14.67
710395,4,2026-05-11,lunch,3,136.5,11.94,5046,delivery,main,24.57
710396,18,2025-07-27,lunch,2,58.0,5.07,5268,delivery,bar,10.44
710397,18,2025-10-22,lunch,2,116.5,10.19,5263,catering,main,5.83
710398,17,2026-02-10,late_night,1,45.0,3.94,5244,dine_in,main,0.0
710399,5,2026-02-23,dinner,2,132.0,11.55,5067,dine_in,patio,0.0
710400,19,2025-07-31,dinner,2,97.0,8.49,5278,takeout,main,0.0
710401,3,2026-06-23,dinner,2,113.0,9.89,5032,dine_in,patio,0.0
710402,23,2025-11-30,dinner,4,218.5,19.12,5334,dine_in,main,0.0
710403,1,2026-07-19,dinner,2,72.5,6.34,5007,kiosk,main,0.0
710404,16,2025-07-02,lunch,3,186.0,16.27,5239,delivery,main,33.48
710405,22,2025-09-06,lunch,3,202.5,17.72,5318,dine_in,main,0.0
710406,23,2026-06-19,lunch,2,86.0,7.52,5334,takeout,main,0.0
710407,12,2025-08-17,lunch,4,161.5,14.13,5180,delivery,main,29.07
710408,6,2025-08-23,dinner,2,116.5,10.19,5081,dine_in,main,0.0
710409,2,2025-12-31,dinner,2,72.5,6.34,5025,dine_in,main,0.0
710410,10,2026-07-17,dinner,2,120.5,10.54,5147,dine_in,patio,0.0
710411,24,2026-06-29,dinner,4,240.5,21.04,5352,kiosk,main,0.0
710412,7,2026-04-23,lunch,4,204.5,17.89,5102,dine_in,patio,10.23
710413,15,2025-08-17,dinner,1,69.5,6.08,5225,dine_in,bar,0.0
710414,24,2025-09-24,lunch,1,68.0,5.95,5355,takeout,main,0.0
710415,23,2025-07-29,dinner,1,74.0,6.47,5333,takeout,bar,3.7
710416,8,2025-07-26,dinner,4,233.0,20.39,5114,kiosk,main,0.0
710417,7,2026-05-31,lunch,4,181.0,15.84,5101,dine_in,main,0.0
710418,15,2025-07-20,lunch,4,189.5,16.58,5223,dine_in,bar,0.0
710419,23,2026-07-07,dinner,1,56.0,4.9,5335,delivery,bar,10.08
710420,19,2025-09-13,dinner,2,102.0,8.92,5279,dine_in,main,0.0
710421,17,2026-04-21,lunch,2,79.5,6.96,5246,delivery,bar,14.31
710422,4,2026-07-09,lunch,3,139.5,12.21,5053,delivery,patio,25.11
710423,20,2025-12-22,late_night,3,147.0,12.86,5286,kiosk,main,0.0
710424,3,2025-11-16,dinner,2,77.0,6.74,5043,dine_in,main,0.0
710425,3,2025-09-27,dinner,1,69.5,6.08,5043,dine_in,bar,0.0
710426,19,2025-09-05,dinner,2,92.5,8.09,5283,catering,main,0.0
710427,24,2026-06-01,dinner,1,67.0,5.86,5348,dine_in,bar,0.0
710428,2,2026-04-19,dinner,2,85.0,7.44,5030,dine_in,patio,0.0
710429,18,2026-06-15,lunch,4,182.5,15.97,5266,dine_in,main,0.0
710430,1,2025-12-17,dinner,2,79.0,6.91,5004,dine_in,main,0.0
710431,9,2026-03-22,dinner,4,213.5,18.68,5122,dine_in,main,0.0
710432,13,2026-04-20,late_night,1,58.0,5.07,5186,dine_in,patio,2.9
710433,3,2025-10-21,dinner,4,154.5,13.52,5036,delivery,main,27.81
710434,9,2026-06-30,dinner,2,143.0,12.51,5131,dine_in,bar,0.0
710435,4,2026-06-08,lunch,4,125.5,10.98,5059,delivery,main,22.59
710436,12,2025-07-22,dinner,4,261.0,22.84,5172,dine_in,main,0.0
710437,14,2025-08-26,dinner,1,35.0,3.06,5206,takeout,main,0.0
710438,8,2026-02-13,dinner,2,136.0,11.9,5118,dine_in,main,0.0
710439,18,2026-03-10,dinner,1,76.5,6.69,5261,dine_in,main,3.83
710440,2,2026-06-29,late_night,3,95.0,8.31,5027,catering,bar,0.0
710441,13,2025-12-22,late_night,1,71.0,6.21,5185,dine_in,main,0.0
710442,2,2026-06-07,lunch,4,170.5,14.92,5019,dine_in,patio,0.0
710443,17,2026-07-17,lunch,3,160.5,14.04,5252,delivery,main,28.89
710444,2,2025-10-15,dinner,2,93.5,8.18,5022,delivery,main,16.83
710445,13,2025-11-06,dinner,1,95.0,8.31,5194,dine_in,main,0.0
710446,22,2025-09-29,dinner,1,85.0,7.44,5322,delivery,main,15.3
710447,4,2025-11-03,lunch,2,94.5,8.27,5059,dine_in,main,0.0
710448,19,2025-12-22,dinner,4,224.0,19.6,5271,dine_in,bar,0.0
710449,18,2026-02-22,dinner,2,111.5,9.76,5267,dine_in,patio,0.0
710450,21,2025-11-02,dinner,2,157.0,13.74,5310,dine_in,main,0.0
710451,12,2026-07-11,dinner,2,133.0,11.64,5173,dine_in,main,0.0
710452,3,2025-10-17,dinner,2,98.0,8.57,5032,dine_in,main,4.9
710453,22,2026-06-18,late_night,6,278.0,24.32,5330,delivery,main,50.04
710454,6,2026-03-14,lunch,4,178.0,15.57,5086,delivery,main,32.04
710455,1,2025-09-04,dinner,1,41.0,3.59,5005,dine_in,main,0.0
710456,13,2025-09-12,dinner,5,307.0,26.86,5181,dine_in,bar,0.0
710457,12,2025-11-19,dinner,2,79.5,6.96,5177,delivery,main,14.31
710458,4,2025-08-01,dinner,2,71.0,6.21,5048,dine_in,main,0.0
710459,2,2026-01-22,lunch,4,286.0,25.02,5025,catering,patio,0.0
710460,6,2025-12-29,lunch,4,191.0,16.71,5085,takeout,main,0.0
710461,17,2026-01-24,dinner,1,36.0,3.15,5250,delivery,main,6.48
710462,1,2026-02-20,dinner,1,27.5,2.41,5001,dine_in,main,0.0
710463,14,2026-07-18,dinner,1,76.5,6.69,5200,dine_in,main,0.0
710464,2,2026-02-20,lunch,2,66.0,5.77,5019,dine_in,main,0.0
710465,24,2026-03-16,lunch,2,98.0,8.57,5348,dine_in,main,0.0
710466,10,2026-03-19,dinner,6,283.0,24.76,5140,takeout,bar,0.0
710467,16,2026-03-07,lunch,6,340.5,29.79,5229,delivery,patio,61.29
710468,23,2025-11-03,dinner,2,154.5,13.52,5333,dine_in,main,0.0
710469,14,2025-07-04,dinner,1,63.5,5.56,5206,dine_in,main,3.18
710470,24,2025-10-17,dinner,5,362.5,31.72,5358,dine_in,main,0.0
710471,19,2025-07-20,dinner,4,178.5,15.62,5284,dine_in,main,0.0
710472,19,2026-02-04,dinner,2,124.5,10.89,5284,takeout,patio,0.0
710473,11,2025-09-04,dinner,2,112.5,9.84,5153,delivery,main,20.25
710474,11,2026-06-30,late_night,2,118.5,10.37,5154,catering,main,0.0
710475,13,2025-11-01,late_night,2,83.0,7.26,5183,dine_in,patio,0.0
710476,5,2025-06-20,dinner,1,55.5,4.86,5062,dine_in,patio,0.0
710477,15,2026-06-21,dinner,2,81.5,7.13,5224,dine_in,main,0.0
710478,19,2026-07-09,late_night,3,192.5,16.84,5276,dine_in,main,0.0
710479,22,2026-06-09,dinner,4,144.5,12.64,5328,takeout,main,0.0
710480,19,2026-07-12,dinner,4,198.0,17.32,5281,takeout,patio,0.0
710481,14,2026-06-16,dinner,4,231.0,20.21,5201,dine_in,main,0.0
710482,19,2026-07-18,lunch,2,88.0,7.7,5271,takeout,main,0.0
710483,12,2026-01-23,dinner,2,85.0,7.44,5170,kiosk,main,0.0
710484,9,2025-09-03,dinner,2,121.5,10.63,5126,dine_in,bar,0.0
710485,3,2025-10-15,lunch,3,109.5,9.58,5037,delivery,main,19.71
710486,7,2026-01-10,dinner,4,193.5,16.93,5102,delivery,bar,34.83
710487,13,2026-04-28,lunch,3,155.0,13.56,5185,takeout,main,0.0
710488,6,2025-10-27,lunch,1,66.0,5.77,5079,kiosk,main,0.0
710489,20,2025-10-27,dinner,2,162.5,14.22,5289,dine_in,main,0.0
710490,23,2026-06-20,lunch,2,88.5,7.74,5343,dine_in,bar,0.0
710491,18,2026-04-06,late_night,2,78.5,6.87,5269,takeout,main,0.0
710492,9,2026-02-13,dinner,6,347.0,30.36,5133,dine_in,bar,0.0
710493,10,2026-02-05,dinner,4,177.0,15.49,5136,delivery,main,31.86
710494,23,2026-02-13,dinner,3,124.5,10.89,5337,delivery,bar,22.41
710495,12,2026-03-04,dinner,2,116.5,10.19,5170,dine_in,patio,0.0
710496,16,2025-09-14,dinner,1,71.0,6.21,5238,dine_in,main,0.0
710497,1,2026-05-30,late_night,6,268.5,23.49,5012,dine_in,main,0.0
710498,1,2026-02-11,dinner,4,222.5,19.47,5002,dine_in,bar,0.0
710499,2,2026-05-28,dinner,2,98.0,8.57,5022,dine_in,main,4.9
710500,16,2025-11-18,dinner,3,108.5,9.49,5229,dine_in,main,0.0
710501,14,2026-03-21,dinner,2,102.0,8.92,5202,dine_in,main,0.0
710502,10,2026-01-26,dinner,1,36.0,3.15,5145,dine_in,main,0.0
710503,14,2025-09-01,lunch,2,68.5,5.99,5208,dine_in,main,0.0
710504,10,2026-01-11,dinner,1,63.5,5.56,5139,dine_in,main,0.0
710505,13,2025-12-07,dinner,4,272.0,23.8,5193,catering,main,0.0
710506,3,2026-03-24,lunch,2,77.5,6.78,5035,takeout,main,0.0
710507,11,2025-07-12,lunch,4,275.5,24.11,5157,dine_in,main,0.0
710508,3,2025-08-17,dinner,4,159.5,13.96,5033,dine_in,main,0.0
