Date,Day of Week,Exercise,Weight,Reps,Start Time,RPE,Notes,,,,,,,,,,,,,,,,
2025-08-07,Thursday,Overhead Press,110,3,,,,,,,,,,,,,,,,,,,
2025-08-07,Thursday,Overhead Press,120,6,,,,,,,,,,,,,,,,,,,
2025-08-07,Thursday,Overhead Press,70,10,,,,,,,,,,,,,,,,,,,
2025-08-07,Thursday,Overhead Press,70,10,,,,,,,,,,,,,,,,,,,
2025-08-07,Thursday,Overhead Press,70,10,,,,,,,,,,,,,,,,,,,
2025-08-07,Thursday,Overhead Press,70,10,,,,,,,,,,,,,,,,,,,
2025-08-07,Thursday,Pull Up,183,1,,,,,,,,,,,,,,,,,,,
2025-08-07,Thursday,Pull Up,183,5,,,,,,,,,,,,,,,,,,,
2025-08-07,Thursday,Pull Up,183,5,,,,,,,,,,,,,,,,,,,
2025-08-07,Thursday,Pull Up,183,5,,,,,,,,,,,,,,,,,,,
2025-08-07,Thursday,Pull Up,183,5,,,,,,,,,,,,,,,,,,,
2025-08-07,Thursday,Pull Up,183,7,,,,,,,,,,,,,,,,,,,
2025-08-06,Wednesday,Barbell Deadlift,135,5,,,,,,,,,,,,,,,,,,,
2025-08-06,Wednesday,Barbell Deadlift,160,5,,,,,,,,,,,,,,,,,,,
2025-08-06,Wednesday,Barbell Deadlift,190,3,,,,,,,,,,,,,,,,,,,
2025-08-06,Wednesday,Barbell Deadlift,225,3,,,,,,,,,,,,,,,,,,,
2025-08-06,Wednesday,Barbell Deadlift,250,3,,,,,,,,,,,,,,,,,,,
2025-08-06,Wednesday,Barbell Deadlift,280,7,,8.5,"Belted; perfect form. Used cue ""slack, cage, push"".",,,,,,,,,,,,,,,,
2025-08-06,Wednesday,Barbell Deadlift,160,10,,,,,,,,,,,,,,,,,,,
2025-08-06,Wednesday,Barbell Deadlift,160,10,,,,,,,,,,,,,,,,,,,
2025-08-06,Wednesday,Barbell Deadlift,160,10,,,,,,,,,,,,,,,,,,,
2025-08-06,Wednesday,Barbell Deadlift,160,10,,,,,,,,,,,,,,,,,,,
2025-08-06,Wednesday,Barbell Deadlift,160,10,,,,,,,,,,,,,,,,,,,
2025-08-06,Wednesday,Hanging Leg Raise,183,5,,,,,,,,,,,,,,,,,,,
2025-08-06,Wednesday,Hanging Leg Raise,183,15,,,,,,,,,,,,,,,,,,,
2025-08-06,Wednesday,Hanging Leg Raise,183,15,,,,,,,,,,,,,,,,,,,
2025-08-06,Wednesday,Hanging Leg Raise,183,18,,,,,,,,,,,,,,,,,,,
2025-08-05,Tuesday,Dumbbell Row,40,8,,,,,,,,,,,,,,,,,,,
2025-08-05,Tuesday,Dumbbell Row,55,15,,,,,,,,,,,,,,,,,,,
2025-08-05,Tuesday,Dumbbell Row,55,14,,,,,,,,,,,,,,,,,,,
2025-08-05,Tuesday,Dumbbell Row,55,15,,,,,,,,,,,,,,,,,,,
2025-08-05,Tuesday,Dumbbell Row,55,14,,,,,,,,,,,,,,,,,,,
2025-08-05,Tuesday,Lateral Dumbbell Raise,10,8,,,,,,,,,,,,,,,,,,,
2025-08-05,Tuesday,Lateral Dumbbell Raise,10,18,,,,,,,,,,,,,,,,,,,
2025-08-05,Tuesday,Lateral Dumbbell Raise,10,18,,,,,,,,,,,,,,,,,,,
2025-08-05,Tuesday,Lateral Dumbbell Raise,10,18,,,,,,,,,,,,,,,,,,,
2025-08-05,Tuesday,Lateral Dumbbell Raise,10,16,,,,,,,,,,,,,,,,,,,
2025-08-05,Tuesday,Cable Face Pull,7.5,8,,,,,,,,,,,,,,,,,,,
2025-08-05,Tuesday,Lat Pulldown,50,8,,,,,,,,,,,,,,,,,,,
2025-08-05,Tuesday,Lat Pulldown,90,5,,,,,,,,,,,,,,,,,,,
2025-08-05,Tuesday,Lat Pulldown,110,13,,,,,,,,,,,,,,,,,,,
2025-08-05,Tuesday,Cable Face Pull,12.5,12,,,,,,,,,,,,,,,,,,,
2025-08-05,Tuesday,Lat Pulldown,110,11,,,,,,,,,,,,,,,,,,,
2025-08-05,Tuesday,Lat Pulldown,110,9,,,,,,,,,,,,,,,,,,,
2025-08-05,Tuesday,Cable Face Pull,12.5,12,,,,,,,,,,,,,,,,,,,
2025-08-04,Monday,Barbell Squat,45,5,,,,,,,,,,,,,,,,,,,
2025-08-04,Monday,Barbell Squat,135,5,,,,,,,,,,,,,,,,,,,
2025-08-04,Monday,Barbell Squat,160,5,,,,,,,,,,,,,,,,,,,
2025-08-04,Monday,Barbell Squat,185,3,,,,,,,,,,,,,,,,,,,
2025-08-04,Monday,Barbell Squat,225,3,,,,,,,,,,,,,,,,,,,
2025-08-04,Monday,Barbell Squat,255,3,,,,,,,,,,,,,,,,,,,
2025-08-04,Monday,Barbell Squat,285,6,,,,,,,,,,,,,,,,,,,
2025-08-04,Monday,Barbell Squat,160,10,,,,,,,,,,,,,,,,,,,
2025-08-04,Monday,Barbell Squat,160,10,,,,,,,,,,,,,,,,,,,
2025-08-04,Monday,Barbell Squat,160,10,,,,,,,,,,,,,,,,,,,
2025-08-04,Monday,Barbell Squat,160,10,,,,,,,,,,,,,,,,,,,
2025-08-04,Monday,Barbell Squat,160,10,,,,,,,,,,,,,,,,,,,
2025-08-04,Monday,Overhead Press,45,5,,,,,,,,,,,,,,,,,,,
2025-08-04,Monday,Overhead Press,65,5,,,,,,,,,,,,,,,,,,,
2025-08-04,Monday,Overhead Press,95,10,,,,,,,,,,,,,,,,,,,
2025-08-04,Monday,Overhead Press,95,10,,,,,,,,,,,,,,,,,,,
2025-08-04,Monday,Overhead Press,95,10,,,,,,,,,,,,,,,,,,,
2025-08-02,Saturday,Flat Barbell Bench Press,45,5,,,,,,,,,,,,,,,,,,,
2025-08-02,Saturday,Flat Barbell Bench Press,95,5,,,,,,,,,,,,,,,,,,,
2025-08-02,Saturday,Flat Barbell Bench Press,115,5,,,,,,,,,,,,,,,,,,,
2025-08-02,Saturday,Flat Barbell Bench Press,135,3,,,,,,,,,,,,,,,,,,,
2025-08-02,Saturday,Flat Barbell Bench Press,155,3,,,,,,,,,,,,,,,,,,,
2025-08-02,Saturday,Flat Barbell Bench Press,185,3,,,,,,,,,,,,,,,,,,,
2025-08-02,Saturday,Flat Barbell Bench Press,200,6,,,,,,,,,,,,,,,,,,,
2025-08-02,Saturday,Flat Barbell Bench Press,115,10,,,,,,,,,,,,,,,,,,,
2025-08-02,Saturday,Flat Barbell Bench Press,115,10,,,,,,,,,,,,,,,,,,,
2025-08-02,Saturday,Flat Barbell Bench Press,115,10,,,,,,,,,,,,,,,,,,,
2025-08-01,Friday,Overhead Press,45,5,,,,,,,,,,,,,,,,,,,
2025-08-01,Friday,Overhead Press,55,5,,,,,,,,,,,,,,,,,,,
2025-08-01,Friday,Overhead Press,70,5,,,,,,,,,,,,,,,,,,,
2025-08-01,Friday,Overhead Press,80,3,,,,,,,,,,,,,,,,,,,
2025-08-01,Friday,Overhead Press,90,5,,,,,,,,,,,,,,,,,,,
2025-08-01,Friday,Overhead Press,100,5,,,,,,,,,,,,,,,,,,,
2025-08-01,Friday,Overhead Press,115,7,,,,,,,,,,,,,,,,,,,
2025-08-01,Friday,Overhead Press,70,10,,,,,,,,,,,,,,,,,,,
2025-08-01,Friday,Overhead Press,70,10,,,,,,,,,,,,,,,,,,,
2025-08-01,Friday,Overhead Press,70,10,,,,,,,,,,,,,,,,,,,
2025-08-01,Friday,Overhead Press,70,10,,,,,,,,,,,,,,,,,,,
2025-08-01,Friday,Overhead Press,70,10,,,,,,,,,,,,,,,,,,,
2025-08-01,Friday,Pull Up,184.2,1,,,,,,,,,,,,,,,,,,,
2025-08-01,Friday,Pull Up,184.2,5,,,,,,,,,,,,,,,,,,,
2025-08-01,Friday,Pull Up,184.2,5,,,,,,,,,,,,,,,,,,,
2025-08-01,Friday,Pull Up,184.2,5,,,,,,,,,,,,,,,,,,,
2025-08-01,Friday,Pull Up,184.2,5,,,,,,,,,,,,,,,,,,,
2025-07-31,Thursday,Barbell Deadlift,135,5,,,,,,,,,,,,,,,,,,,
2025-07-31,Thursday,Barbell Deadlift,160,5,,,,,,,,,,,,,,,,,,,
2025-07-31,Thursday,Barbell Deadlift,190,3,,,,,,,,,,,,,,,,,,,
2025-07-31,Thursday,Barbell Deadlift,205,5,,,,,,,,,,,,,,,,,,,
2025-07-31,Thursday,Barbell Deadlift,235,5,,,,,,,,,,,,,,,,,,,
2025-07-31,Thursday,Barbell Deadlift,265,10,,8.5,Belted.,,,,,,,,,,,,,,,,
2025-07-31,Thursday,Barbell Deadlift,160,10,,,,,,,,,,,,,,,,,,,
2025-07-31,Thursday,Barbell Deadlift,160,10,,,,,,,,,,,,,,,,,,,
2025-07-31,Thursday,Barbell Deadlift,160,10,,,,,,,,,,,,,,,,,,,
2025-07-31,Thursday,Barbell Deadlift,160,10,,,,,,,,,,,,,,,,,,,
2025-07-29,Tuesday,Barbell Squat,45,5,,,,,,,,,,,,,,,,,,,
2025-07-29,Tuesday,Barbell Squat,135,5,,,,,,,,,,,,,,,,,,,
2025-07-29,Tuesday,Barbell Squat,160,5,,,,,,,,,,,,,,,,,,,
2025-07-29,Tuesday,Barbell Squat,190,3,,,,,,,,,,,,,,,,,,,
2025-07-29,Tuesday,Barbell Squat,210,5,,,,,,,,,,,,,,,,,,,
2025-07-29,Tuesday,Barbell Squat,240,5,,,,,,,,,,,,,,,,,,,
2025-07-29,Tuesday,Barbell Squat,270,10,,,,,,,,,,,,,,,,,,,
2025-07-29,Tuesday,Barbell Squat,160,10,,,,,,,,,,,,,,,,,,,
2025-07-29,Tuesday,Barbell Squat,160,10,,,,,,,,,,,,,,,,,,,
2025-07-29,Tuesday,Barbell Squat,160,10,,,,,,,,,,,,,,,,,,,
2025-07-29,Tuesday,Barbell Squat,160,10,,,,,,,,,,,,,,,,,,,
2025-07-29,Tuesday,Barbell Squat,160,10,,,,,,,,,,,,,,,,,,,
2025-07-28,Monday,Dumbbell Row,40,5,,,,,,,,,,,,,,,,,,,
2025-07-28,Monday,Dumbbell Row,55,14,,,,,,,,,,,,,,,,,,,
2025-07-28,Monday,Dumbbell Row,55,14,,,,,,,,,,,,,,,,,,,
2025-07-28,Monday,Dumbbell Row,55,14,,,,,,,,,,,,,,,,,,,
2025-07-28,Monday,Dumbbell Row,55,10,,,,,,,,,,,,,,,,,,,
2025-07-28,Monday,Lat Pulldown,50,5,,,,,,,,,,,,,,,,,,,
2025-07-28,Monday,Lat Pulldown,70,5,,,,,,,,,,,,,,,,,,,
2025-07-28,Monday,Lat Pulldown,110,8,,,,,,,,,,,,,,,,,,,
2025-07-28,Monday,Cable Face Pull,12.5,5,,,,,,,,,,,,,,,,,,,
2025-07-28,Monday,Lat Pulldown,100,10,,,,,,,,,,,,,,,,,,,
2025-07-28,Monday,Cable Face Pull,12.5,10,,,,,,,,,,,,,,,,,,,
2025-07-28,Monday,Lat Pulldown,100,10,,,,,,,,,,,,,,,,,,,
2025-07-28,Monday,Cable Face Pull,12.5,10,,,,,,,,,,,,,,,,,,,
2025-07-28,Monday,Lateral Cable Raise,12.5,5,,,,,,,,,,,,,,,,,,,
2025-07-28,Monday,Cable Face Pull,12.5,10,,,,,,,,,,,,,,,,,,,
2025-07-28,Monday,Lateral Cable Raise,10.5,7,,,,,,,,,,,,,,,,,,,
2025-07-28,Monday,Lateral Cable Raise,7.5,10,,,,,,,,,,,,,,,,,,,
2025-07-28,Monday,Lateral Cable Raise,7.5,10,,,,,,,,,,,,,,,,,,,
2025-07-28,Monday,Overhead Press,45,5,,,,,,,,,,,,,,,,,,,
2025-07-28,Monday,Overhead Press,65,5,,,,,,,,,,,,,,,,,,,
2025-07-28,Monday,Overhead Press,95,10,,,,,,,,,,,,,,,,,,,
2025-07-28,Monday,Overhead Press,95,10,,,,,,,,,,,,,,,,,,,
2025-07-28,Monday,Overhead Press,95,10,,,,,,,,,,,,,,,,,,,
2025-07-26,Saturday,Flat Barbell Bench Press,95,5,,,,,,,,,,,,,,,,,,,
2025-07-26,Saturday,Flat Barbell Bench Press,115,5,,,,,,,,,,,,,,,,,,,
2025-07-26,Saturday,Flat Barbell Bench Press,135,3,,,,,,,,,,,,,,,,,,,
2025-07-26,Saturday,Flat Barbell Bench Press,145,5,,,,,,,,,,,,,,,,,,,
2025-07-26,Saturday,Flat Barbell Bench Press,170,5,,,,,,,,,,,,,,,,,,,
2025-07-26,Saturday,Flat Barbell Bench Press,190,7,,,,,,,,,,,,,,,,,,,
2025-07-26,Saturday,Flat Barbell Bench Press,115,10,,,,,,,,,,,,,,,,,,,
2025-07-26,Saturday,Flat Barbell Bench Press,115,10,,,,,,,,,,,,,,,,,,,
2025-07-26,Saturday,Flat Barbell Bench Press,115,10,,,,,,,,,,,,,,,,,,,
2025-07-26,Saturday,Flat Barbell Bench Press,115,10,,,,,,,,,,,,,,,,,,,
2025-07-25,Friday,Overhead Press,45,5,,,,,,,,,,,,,,,,,,,
2025-07-25,Friday,Overhead Press,55,5,,,,,,,,,,,,,,,,,,,
2025-07-25,Friday,Overhead Press,65,5,,,,,,,,,,,,,,,,,,,
2025-07-25,Friday,Overhead Press,80,3,,,,,,,,,,,,,,,,,,,
2025-07-25,Friday,Overhead Press,55,5,,,,,,,,,,,,,,,,,,,
2025-07-25,Friday,Overhead Press,70,5,,,,,,,,,,,,,,,,,,,
2025-07-25,Friday,Lat Pulldown,70,10,,,,,,,,,,,,,,,,,,,
2025-07-24,Thursday,Barbell Deadlift,135,5,,,,,,,,,,,,,,,,,,,
2025-07-24,Thursday,Barbell Deadlift,160,5,,,,,,,,,,,,,,,,,,,
2025-07-24,Thursday,Barbell Deadlift,190,3,,,,,,,,,,,,,,,,,,,
2025-07-24,Thursday,Barbell Deadlift,135,5,,,,,,,,,,,,,,,,,,,
2025-07-24,Thursday,Barbell Deadlift,160,5,,,,,,,,,,,,,,,,,,,
2025-07-24,Thursday,Sumo Barbell Deadlift,135,5,,,,,,,,,,,,,,,,,,,
2025-07-24,Thursday,Sumo Barbell Deadlift,160,5,,,,,,,,,,,,,,,,,,,
2025-07-24,Thursday,Barbell Deadlift,190,5,,,,,,,,,,,,,,,,,,,
2025-07-24,Thursday,Sumo Barbell Deadlift,190,5,,,,,,,,,,,,,,,,,,,
2025-07-24,Thursday,Sumo Barbell Deadlift,190,5,,,,,,,,,,,,,,,,,,,
2025-07-22,Tuesday,Barbell Squat,45,5,,,,,,,,,,,,,,,,,,,
2025-07-22,Tuesday,Barbell Squat,135,5,,,,,,,,,,,,,,,,,,,
2025-07-22,Tuesday,Barbell Squat,160,5,,,,,,,,,,,,,,,,,,,
2025-07-22,Tuesday,Barbell Squat,190,3,,,,,,,,,,,,,,,,,,,
2025-07-22,Tuesday,Barbell Squat,135,5,,,,,,,,,,,,,,,,,,,
2025-07-22,Tuesday,Barbell Squat,160,5,,,,,,,,,,,,,,,,,,,
2025-07-22,Tuesday,Barbell Squat,190,5,,,,,,,,,,,,,,,,,,,
2025-07-22,Tuesday,Overhead Press,45,5,,,,,,,,,,,,,,,,,,,
2025-07-22,Tuesday,Overhead Press,65,10,,,,,,,,,,,,,,,,,,,
2025-07-22,Tuesday,Overhead Press,65,10,,,,,,,,,,,,,,,,,,,
2025-07-22,Tuesday,Overhead Press,65,10,,,,,,,,,,,,,,,,,,,
2025-07-22,Tuesday,Barbell Front Squat,95,5,,,,,,,,,,,,,,,,,,,
2025-07-22,Tuesday,Barbell Front Squat,95,5,,,,,,,,,,,,,,,,,,,
2025-07-22,Tuesday,Barbell Front Squat,95,5,,,,,,,,,,,,,,,,,,,
2025-07-22,Tuesday,Romanian Barbell Deadlift,45,10,,,,,,,,,,,,,,,,,,,
2025-07-22,Tuesday,Romanian Barbell Deadlift,45,10,,,,,,,,,,,,,,,,,,,
2025-07-21,Monday,Flat Barbell Bench Press,95,5,,,,,,,,,,,,,,,,,,,
2025-07-21,Monday,Flat Barbell Bench Press,115,5,,,,,,,,,,,,,,,,,,,
2025-07-21,Monday,Flat Barbell Bench Press,135,5,,,,,,,,,,,,,,,,,,,
2025-07-21,Monday,Flat Barbell Bench Press,95,5,,,,,,,,,,,,,,,,,,,
2025-07-21,Monday,Flat Barbell Bench Press,115,5,,,,,,,,,,,,,,,,,,,
2025-07-21,Monday,Flat Barbell Bench Press,135,5,,,,,,,,,,,,,,,,,,,
2025-07-21,Monday,Dumbbell Row,30,10,,,,,,,,,,,,,,,,,,,
2025-07-21,Monday,Dumbbell Row,35,10,,,,,,,,,,,,,,,,,,,
2025-07-21,Monday,Dumbbell Row,35,10,,,,,,,,,,,,,,,,,,,
2025-07-21,Monday,Dumbbell Row,35,10,,,,,,,,,,,,,,,,,,,
2025-07-21,Monday,Dumbbell Row,35,10,,,,,,,,,,,,,,,,,,,
2025-07-21,Monday,Lateral Dumbbell Raise,7.5,10,,,,,,,,,,,,,,,,,,,
2025-07-21,Monday,Lateral Dumbbell Raise,7.5,10,,,,,,,,,,,,,,,,,,,
2025-07-21,Monday,Dumbbell Hammer Curl,7.5,10,,,,,,,,,,,,,,,,,,,
2025-07-21,Monday,Dumbbell Hammer Curl,7.5,10,,,,,,,,,,,,,,,,,,,
2025-07-21,Monday,Lateral Dumbbell Raise,7.5,10,,,,,,,,,,,,,,,,,,,
2025-07-21,Monday,Dumbbell Hammer Curl,7.5,10,,,,,,,,,,,,,,,,,,,
2025-07-21,Monday,Lat Pulldown Neutral Grip,70,10,,,,,,,,,,,,,,,,,,,
2025-07-21,Monday,Lat Pulldown Neutral Grip,70,10,,,,,,,,,,,,,,,,,,,
2025-07-21,Monday,Lat Pulldown Neutral Grip,70,10,,,,,,,,,,,,,,,,,,,
2025-07-21,Monday,Incline Barbell Bench Press,45,10,,,,,,,,,,,,,,,,,,,
2025-07-21,Monday,Incline Barbell Bench Press,65,10,,,,,,,,,,,,,,,,,,,
2025-07-21,Monday,Incline Barbell Bench Press,75,10,,,,,,,,,,,,,,,,,,,
2025-07-21,Monday,Incline Barbell Bench Press,75,10,,,,,,,,,,,,,,,,,,,
2025-07-21,Monday,EZ-Bar Preacher Curl,20,10,,,,,,,,,,,,,,,,,,,
2025-07-21,Monday,EZ-Bar Preacher Curl,20,10,,,,,,,,,,,,,,,,,,,
2025-07-21,Monday,EZ-Bar Preacher Curl,20,10,,,,,,,,,,,,,,,,,,,
2025-07-21,Monday,Upright Row,20,10,,,,,,,,,,,,,,,,,,,
2025-07-21,Monday,Upright Row,20,10,,,,,,,,,,,,,,,,,,,
2025-07-21,Monday,Upright Row,20,10,,,,,,,,,,,,,,,,,,,
2025-07-21,Monday,Parallel Bar Triceps Dip,113,10,,,,,,,,,,,,,,,,,,,
2025-07-21,Monday,Parallel Bar Triceps Dip,113,10,,,,,,,,,,,,,,,,,,,
2025-07-21,Monday,Parallel Bar Triceps Dip,113,10,,,,,,,,,,,,,,,,,,,
2025-07-21,Monday,Cable Face Pull,7.5,10,,,,,,,,,,,,,,,,,,,
2025-07-21,Monday,Cable Face Pull,7.5,10,,,,,,,,,,,,,,,,,,,
2025-07-19,Saturday,Dumbbell Row,40,8,,,,,,,,,,,,,,,,,,,
2025-07-19,Saturday,Dumbbell Row,55,13,,,,,,,,,,,,,,,,,,,
2025-07-19,Saturday,Lateral Dumbbell Raise,7.5,8,,,,,,,,,,,,,,,,,,,
2025-07-19,Saturday,Dumbbell Row,55,13,,,,,,,,,,,,,,,,,,,
2025-07-19,Saturday,Dumbbell Row,55,13,,,,,,,,,,,,,,,,,,,
2025-07-19,Saturday,Lateral Dumbbell Raise,10,15,,,,,,,,,,,,,,,,,,,
2025-07-19,Saturday,Lateral Dumbbell Raise,10,15,,,,,,,,,,,,,,,,,,,
2025-07-19,Saturday,Lateral Dumbbell Raise,10,15,,,,,,,,,,,,,,,,,,,
2025-07-19,Saturday,Dumbbell Hammer Curl,10,8,,,,,,,,,,,,,,,,,,,
2025-07-19,Saturday,Lateral Dumbbell Raise,10,10,,,,,,,,,,,,,,,,,,,
2025-07-19,Saturday,Parallel Bar Triceps Dip,182.4,1,,,,,,,,,,,,,,,,,,,
2025-07-19,Saturday,Parallel Bar Triceps Dip,182.4,5,,,,,,,,,,,,,,,,,,,
2025-07-19,Saturday,Parallel Bar Triceps Dip,182.4,15,,,,,,,,,,,,,,,,,,,
2025-07-19,Saturday,Dumbbell Hammer Curl,10,15,,,,,,,,,,,,,,,,,,,
2025-07-18,Friday,Overhead Press,45,5,,,,,,,,,,,,,,,,,,,
2025-07-18,Friday,Overhead Press,55,5,,,,,,,,,,,,,,,,,,,
2025-07-18,Friday,Overhead Press,70,5,,,,,,,,,,,,,,,,,,,
2025-07-18,Friday,Overhead Press,80,3,,,,,,,,,,,,,,,,,,,
2025-07-18,Friday,Overhead Press,100,5,,,,,,,,,,,,,,,,,,,
2025-07-18,Friday,Overhead Press,115,3,,,,,,,,,,,,,,,,,,,
2025-07-18,Friday,Overhead Press,125,4,,,,,,,,,,,,,,,,,,,
2025-07-18,Friday,Overhead Press,70,10,,,,,,,,,,,,,,,,,,,
2025-07-18,Friday,Overhead Press,70,10,,,,,,,,,,,,,,,,,,,
2025-07-18,Friday,Overhead Press,70,10,,,,,,,,,,,,,,,,,,,
2025-07-18,Friday,Overhead Press,70,10,,,,,,,,,,,,,,,,,,,
2025-07-18,Friday,Pull Up,181,1,,,,,,,,,,,,,,,,,,,
2025-07-18,Friday,Pull Up,181,5,,,,,,,,,,,,,,,,,,,
2025-07-18,Friday,Pull Up,181,5,,,,,,,,,,,,,,,,,,,
2025-07-18,Friday,Pull Up,181,5,,,,,,,,,,,,,,,,,,,
2025-07-18,Friday,Pull Up,181,5,,,,,,,,,,,,,,,,,,,
2025-07-18,Friday,Pull Up,181,7,,,,,,,,,,,,,,,,,,,
2025-07-17,Thursday,Barbell Deadlift,135,5,,,,,,,,,,,,,,,,,,,
2025-07-17,Thursday,Barbell Deadlift,160,5,,,,,,,,,,,,,,,,,,,
2025-07-17,Thursday,Barbell Deadlift,190,3,,,,,,,,,,,,,,,,,,,
2025-07-17,Thursday,Barbell Deadlift,235,5,,,,,,,,,,,,,,,,,,,
2025-07-17,Thursday,Barbell Deadlift,265,3,,,,,,,,,,,,,,,,,,,
2025-07-17,Thursday,Barbell Deadlift,295,3,,8,,,,,,,,,,,,,,,,,
2025-07-17,Thursday,Barbell Deadlift,275,1,,,,,,,,,,,,,,,,,,,
2025-07-17,Thursday,Barbell Deadlift,160,10,,,,,,,,,,,,,,,,,,,
2025-07-17,Thursday,Barbell Deadlift,160,10,,,,,,,,,,,,,,,,,,,
2025-07-17,Thursday,Barbell Deadlift,160,10,,,,,,,,,,,,,,,,,,,
2025-07-17,Thursday,Barbell Deadlift,160,10,,,,,,,,,,,,,,,,,,,
2025-07-15,Tuesday,Overhead Press,45,5,,,,,,,,,,,,,,,,,,,
2025-07-15,Tuesday,Overhead Press,65,5,,,,,,,,,,,,,,,,,,,
2025-07-15,Tuesday,Overhead Press,95,10,,,,,,,,,,,,,,,,,,,
2025-07-15,Tuesday,Overhead Press,95,10,,,,,,,,,,,,,,,,,,,
2025-07-15,Tuesday,Overhead Press,95,10,,,,,,,,,,,,,,,,,,,
2025-07-15,Tuesday,Barbell Squat,45,5,,,,,,,,,,,,,,,,,,,
2025-07-15,Tuesday,Barbell Squat,135,5,,,,,,,,,,,,,,,,,,,
2025-07-15,Tuesday,Barbell Squat,160,5,,,,,,,,,,,,,,,,,,,
2025-07-15,Tuesday,Barbell Squat,190,3,,,,,,,,,,,,,,,,,,,
2025-07-15,Tuesday,Barbell Squat,240,5,,,,,,,,,,,,,,,,,,,
2025-07-15,Tuesday,Barbell Squat,270,3,,,,,,,,,,,,,,,,,,,
2025-07-15,Tuesday,Barbell Squat,300,4,,,,,,,,,,,,,,,,,,,
2025-07-15,Tuesday,Barbell Squat,160,10,,,,,,,,,,,,,,,,,,,
2025-07-15,Tuesday,Barbell Squat,160,10,,,,,,,,,,,,,,,,,,,
2025-07-15,Tuesday,Barbell Squat,160,10,,,,,,,,,,,,,,,,,,,
2025-07-15,Tuesday,Barbell Squat,160,10,,,,,,,,,,,,,,,,,,,
2025-07-15,Tuesday,Barbell Squat,160,10,,,,,,,,,,,,,,,,,,,
2025-07-14,Monday,Flat Barbell Bench Press,45,5,,,,,,,,,,,,,,,,,,,
2025-07-14,Monday,Flat Barbell Bench Press,95,5,,,,,,,,,,,,,,,,,,,
2025-07-14,Monday,Flat Barbell Bench Press,115,5,,,,,,,,,,,,,,,,,,,
2025-07-14,Monday,Flat Barbell Bench Press,135,3,,,,,,,,,,,,,,,,,,,
2025-07-14,Monday,Flat Barbell Bench Press,170,5,,,,,,,,,,,,,,,,,,,
2025-07-14,Monday,Flat Barbell Bench Press,190,3,,,,,,,,,,,,,,,,,,,
2025-07-14,Monday,Flat Barbell Bench Press,210,4,,,,,,,,,,,,,,,,,,,
2025-07-14,Monday,Flat Barbell Bench Press,115,10,,,,,,,,,,,,,,,,,,,
2025-07-14,Monday,Flat Barbell Bench Press,115,10,,,,,,,,,,,,,,,,,,,
2025-07-14,Monday,Flat Barbell Bench Press,115,10,,,,,,,,,,,,,,,,,,,
2025-07-14,Monday,Flat Barbell Bench Press,115,10,,,,,,,,,,,,,,,,,,,
2025-07-14,Monday,Flat Barbell Bench Press,115,14,,,,,,,,,,,,,,,,,,,
2025-07-14,Monday,Flat Barbell Bench Press,135,10,,,,,,,,,,,,,,,,,,,
2025-07-14,Monday,Lat Pulldown,70,5,,,,,,,,,,,,,,,,,,,
2025-07-14,Monday,Lat Pulldown,90,5,,,,,,,,,,,,,,,,,,,
2025-07-14,Monday,Lat Pulldown,110,15,,,,,,,,,,,,,,,,,,,
2025-07-14,Monday,Iso-lateral Row,40,5,,,,,,,,,,,,,,,,,,,
2025-07-14,Monday,Iso-lateral Row,60,5,,,,,,,,,,,,,,,,,,,
2025-07-14,Monday,Iso-lateral Row,80,5,,,,,,,,,,,,,,,,,,,
2025-07-14,Monday,Lat Pulldown,110,14,,,,,,,,,,,,,,,,,,,
2025-07-14,Monday,Lat Pulldown,110,8,,,,,,,,,,,,,,,,,,,
2025-07-14,Monday,Lat Pulldown,100,2,,,,,,,,,,,,,,,,,,,
2025-07-14,Monday,Iso-lateral Row,105,10,,,,,,,,,,,,,,,,,,,
2025-07-14,Monday,Iso-lateral Row,105,12,,,,,,,,,,,,,,,,,,,
2025-07-14,Monday,Iso-lateral Row,115,15,,,,,,,,,,,,,,,,,,,
2025-07-14,Monday,Lateral Dumbbell Raise,10,8,,,,,,,,,,,,,,,,,,,
2025-07-14,Monday,Hanging Leg Raise,182,5,,,,,,,,,,,,,,,,,,,
2025-07-14,Monday,Lateral Dumbbell Raise,10,15,,,,,,,,,,,,,,,,,,,
2025-07-14,Monday,Hanging Leg Raise,182,15,,,,,,,,,,,,,,,,,,,
2025-07-14,Monday,Lateral Dumbbell Raise,10,15,,,,,,,,,,,,,,,,,,,
2025-07-14,Monday,Hanging Leg Raise,182,15,,,,,,,,,,,,,,,,,,,
2025-07-14,Monday,Lateral Dumbbell Raise,10,18,,,,,,,,,,,,,,,,,,,
2025-07-14,Monday,Hanging Leg Raise,182,16,,,,,,,,,,,,,,,,,,,
2025-07-14,Monday,Cable Face Pull,12.5,5,,,,,,,,,,,,,,,,,,,
2025-07-14,Monday,Cable Face Pull,17.5,13,,,,,,,,,,,,,,,,,,,
2025-07-14,Monday,Cable Face Pull,17.5,10,,,,,,,,,,,,,,,,,,,
2025-07-14,Monday,Cable Face Pull,17.5,8,,,,,,,,,,,,,,,,,,,
2025-07-12,Saturday,Lateral Dumbbell Raise,5,5,,,,,,,,,,,,,,,,,,,
2025-07-12,Saturday,Lateral Dumbbell Raise,10,15,,,,,,,,,,,,,,,,,,,
